sent_id,sentence,perseus_preds,perseus_TP,perseus_FP
sent_0564,"It was named for Gen. Eleazer Wheelock Ripley , an officer in the War of 1812 , who was mainly remembered for the Battle",5,2,3
sent_0565,"It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and underta",5,2,3
sent_0566,"Its cultivation even declined in favour of the Asian species , which was introduced to East Africa early in the common e",3,2,1
sent_0567,JAL introduced jet service on the Fukuoka-Tokyo route in 1961 .,5,2,3
sent_0568,James Arthur Hogue is a US impostor who most famously entered Princeton University by posing as a self-taught orphan .,2,1,1
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next ",2,2,0
sent_0570,"Johns also appeared as an Imperial Officer in the 1980 `` Star Wars sequel '' , `` The Empire Strikes Back '' .",7,3,4
sent_0571,Keats 's long and expensive medical training with Hammond and at Guy 's Hospital led his family to assume he would pursu,3,1,2
sent_0572,Keibler then asked for time off to appear on `` Dancing with the Stars '' .,3,2,1
sent_0573,"Kim graduated from Ballard High School in Louisville , Kentucky , in 1989 and from Oberlin College in Ohio in 1993 where",5,4,1
sent_0574,"Kostabi 's other releases include : `` Songs For Sumera '' , `` New Alliance '' and `` The Spectre Of Modernism '' .",0,0,0
sent_0575,Langford kept Walcott at a distance with his longer reach and used his footwork to evade all of Walcott 's attacks .,3,3,0
sent_0576,Language B then begins to supplant language A : the speakers of Language A abandon their own language in favor of the ot,7,4,3
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up ex",0,0,0
sent_0578,Lens subluxation is also seen in dogs and is characterized by a partial displacement of the lens .,2,2,0
sent_0579,"Li Hongzhi began his public teachings of Falun Gong on 13 May 1992 in Changchun , and subsequently gave lectures and tau",8,3,5
sent_0580,"Like other BBC content of the mid-1990s , it often lampooned the low-budget quality of satellite television available in",4,2,2
sent_0581,Luke Robert Ravenstahl is an American politician who served as the 59th Mayor of Pittsburgh from 2006 until 2014 .,5,1,4
sent_0582,"Males had a median income of $ 28,750 versus $ 16,250 for females .",4,0,4
sent_0583,"Males had a median income of $ 36,016 versus $ 32,679 for females .",4,0,4
sent_0584,"Many are surgically removed for aesthetics and relief of psychosocial burden , but larger ones are also excised for prev",7,3,4
sent_0585,"Many overseas Chinese whose ancestors came from the Quanzhou area , especially those in Southeast Asia , often speak mai",8,3,5
sent_0586,"Meanwhile , the Mason City Division continued to operate as usual .",0,0,0
sent_0587,"Models , taking into account the size and room number of the barrack blocks in the Gorgan Wall forts and likely occupati",12,7,5
sent_0588,"Modern educational methods were more widely spread throughout the Empire , and the country embarked on a development sch",6,4,2
sent_0589,Modernity has been blended without sacrificing on the traditional Buddhist ethos .,0,0,0
sent_0590,Modification of the river began in earnest with the arrival of the Florida East Coast Railway in Miami in 1896 .,1,1,0
sent_0591,"Moore briefly dropped Marciano in the second round , but Marciano recovered and knocked Moore down five times , knocking",3,3,0
sent_0592,Much of the station remains in the disused subway but there is no public access .,0,0,0
sent_0593,"Newhan split the season between Triple-A Round Rock , where he hit .308 .",2,1,1
sent_0594,No announcement from UTV was made about the decision to close the station earlier than planned .,1,0,1
sent_0595,Noatak has a gravel public airstrip and is primarily reached by air .,2,1,1
sent_0596,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the,4,3,1
sent_0597,"Nothing is known for certain about his life before about 1580 , but contemporary or near-contemporary accounts suggest t",5,3,2
sent_0598,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` T",2,1,1
sent_0599,"Of the rest of the population , there was 1 individual who belonged to the Christian Catholic faith .",0,0,0
sent_0600,"On 16 June 1944 , British double agent `` Garbo '' was requested by his German controllers to give information on the si",23,4,19
sent_0601,"On May 13 , 2010 , Yost was named manager of the Kansas City Royals , replacing Trey Hillman .",4,2,2
sent_0602,"On May 15 , 2007 , XM suspended Opie & Anthony for 30 days , in response to a broadcast featuring a homeless man who wan",4,3,1
sent_0603,"On November 2 , 2005 , Brown ended his contract early and left the federal government .",2,2,0
sent_0604,"One candidate is a wreck at the western end of Manitoulin Island in Lake Huron , with another wreck near Escanaba , Mich",8,6,2
sent_0605,"One example could be `` Time '' , the fifth song from Pink Floyd 's 1973 album `` The Dark Side Of The Moon '' , which c",7,4,3
sent_0606,"Only Ballard and Williams are left after Sergeant Jericho and the other officers , along with the two train operators , ",7,3,4
sent_0607,"Opponents of religious freedom sometimes referred to it as `` Rogue 's Island '' , and Cotton Mather called it `` the se",3,3,0
sent_0608,"Originally , Hank McCoy retains the basic features of a normal human alongside a generally simian physiology equivalent ",1,1,0
sent_0609,"Other signs of lens subluxation include mild conjunctival redness , vitreous humour degeneration , prolapse of the vitre",0,0,0
sent_0610,Pakistan Chrome Mines Ltd. is a mining company incorporated in the Islamic Republic of Pakistan .,3,1,2
sent_0611,Parental investment is any expenditure of resources to benefit one offspring .,3,1,2
sent_0612,"Piffaro generally performs a concert series of four to five concerts a year in Philadelphia , in addition to touring thr",6,4,2
sent_0613,"Plants have been planted marking parts of the foundations of the castle , so the positions of some of the buildings can ",8,3,5
sent_0614,"Prior to the 2012 season , the Royals signed Yost to a contract extension through the 2013 season .",3,2,1
sent_0615,"Prior to the Playmaker tool , the Player could only call one of four available `` hot routes . ''",5,2,3
sent_0616,"RedHat engineers identified problems with ProPolice though , and in 2005 re-implemented stack-smashing protection for in",4,3,1
sent_0617,Reptiles identified during surveys include marbled geckos on both island groups while the following are limited to the m,2,2,0
sent_0618,"Results like these indicate acoustic mimicry complexes , both Batesian and Mullerian , may be widespread in the auditory",5,3,2
sent_0619,"Returning home , Ballard delivers her report , which her superiors refuse to believe .",2,1,1
sent_0620,"Robert Charles `` Jack '' Russell , MBE , is a retired English international cricketer , now known for his abilities as ",9,5,4
sent_0621,Rosen argues that one of the most important provisions of the Constitution in Exile is limitations on the interstate com,17,2,15
sent_0622,San Francisco 's diversity of cultures along with its eccentricities are so great that they have greatly influenced the ,3,0,3
sent_0623,"Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request ",4,1,3
sent_0624,"Several isomers of octene are known , depending on the position and the geometry of the double bond in the carbon chain ",1,0,1
sent_0625,She died in October 1915 of a heart attack .,2,2,0
sent_0626,She provided an audio commentary for the episode on the DVD release of the show 's third series alongside David Tennant ,5,2,3
sent_0627,"She published more than 15 research publications , including International Journals , International Conferences , Nation",7,6,1
sent_0628,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship pri,7,4,3
sent_0629,"She was ordered to be rebuilt on 9 March 1724 , and was taken in hand at Deptford Dockyard by Master Shipwright Richard ",5,4,1
sent_0630,"Shea was born on September 5 , 1900 in San Francisco , California .",10,5,5
sent_0631,"Since joining the competition in 1908 , Richmond has won ten premierships , the most recent victory being in 1980 .",5,3,2
sent_0632,Sometimes extra payments were specified by which a freed slave could liberate himself from these residual duties .,7,1,6
sent_0633,"Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which a",3,3,0
sent_0634,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at ",5,3,2
sent_0635,Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian,10,3,7
sent_0636,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest ",4,2,2
sent_0637,"Swinburne moves in his writing program from the philosophical to the theological , building his case rigorously .",3,2,1
sent_0638,Team Racing is a NASCAR Craftsman Truck Series team .,3,0,3
sent_0639,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and t",4,3,1
sent_0640,The 2nd Battalion of the 13th Light Infantry was raised at Winchester in January 1858 .,2,2,0
sent_0641,The Acrolepiidae family of moths are also known as False Diamondback moths .,4,1,3
sent_0642,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",4,1,3
sent_0643,"The Bourbons built additional reception rooms and reconstructed the Sala d'Ercole , named for its frescos depicted the m",3,3,0
sent_0644,"The Bureau of Alcohol , Tobacco , Firearms and Explosives , formed in 1886 , is a federal law enforcement organization w",3,1,2
sent_0645,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian ",6,2,4
sent_0646,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire",3,2,1
sent_0647,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' o,1,1,0
sent_0648,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and ",4,2,2
sent_0649,The Nadvorna dynasty is notable inasmuch as many of its descendants become rebbes .,2,1,1
sent_0650,The PAC bulletins were widely distributed at these meetings .,2,2,0
sent_0651,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without an",6,3,3
sent_0652,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",1,1,0
sent_0653,"The River Stour Trust , formed in 1968 , has its headquarters in Sudbury , and a purpose built Visitor Centre located at",4,1,3
sent_0654,The SAS killed a total of 14 Provisional Irish Republican Army and Irish National Liberation Army members at these locat,8,3,5
sent_0655,"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .",2,1,1
sent_0656,"The Summer Programs Office runs these programs , and many Wardlaw-Hartridge Students attend camp or classes over the sum",5,3,2
sent_0657,The Triple-A Baseball National Championship Game was established in 2006 .,1,1,0
sent_0658,The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to progr,6,5,1
sent_0659,The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Ro,5,3,2
sent_0660,"The `` Charleston Courier , '' founded in 1803 , and `` Charleston Daily News , '' founded in 1865 , merged to form the ",6,3,3
sent_0661,"The album , produced by Roy Thomas Baker , was promoted with American and European tours .",3,2,1
sent_0662,The band also confirmed that the album would be self-released .,3,2,1
sent_0663,The canal was dammed off from the river for most of the construction period .,6,1,5
sent_0664,"The car used in `` Stealth '' was a band member 's car , and recorded just outside the studio in the parking lot .",3,1,2
sent_0665,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets ",3,3,0
sent_0666,The closest Watson ever got was when Republicans had 12 seats in the State House in 2003 .,6,0,6
sent_0667,The community is served by the United States Postal Service Hinsdale Post Office .,1,1,0
sent_0668,The dialects they speak are similar but have different intonations .,3,1,2
sent_0669,"The diocese was originally erected as the Prefecture Apostolic of Hpyeng-yang on 17 March 1927 , and renamed as the Pref",4,2,2
sent_0670,"The economy of Ostrov is based on food , electronic , and textile industries .",1,0,1
sent_0671,"The engine had twin turbochargers , and produced an advertised at 5700 rpm and of torque on 8 lbs of boost .",3,2,1
sent_0672,"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Recor",5,0,5
sent_0673,"The establishment of a museum had first been planned in 1821 by the Philosophical Society of Australasia , and although ",2,2,0
sent_0674,"The extension of the University Library can be found on the second floor , and parking for 120 cars on the third to sixt",7,2,5
sent_0675,"The external gauge is usually readable directly , and most also incorporate an electronic sender to operate a fuel gauge",6,1,5
sent_0676,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later act,7,0,7
sent_0677,The field at the Lake Elsinore Diamond is named the Pete Lehr Field .,3,2,1
sent_0678,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .,4,3,1
sent_0679,The first five laps would be added to the second part of the race and the overall result would be decided on aggregate .,4,2,2
sent_0680,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central ,",4,2,2
sent_0681,"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeas",9,8,1
sent_0682,The founder had pledged himself to honour the Blessed Virgin in a special manner .,3,1,2
sent_0683,"The fundraiser was successful , and the trip occurred from June through September of 2014 .",3,1,2
sent_0684,The fuselage had an oval cross-section and housed a water-cooled inverted-V V-12 engine .,4,1,3
sent_0685,"The gauge sender is usually a magnetically coupled arrangement , with a float arm inside the tank rotating a magnet , wh",4,2,2
sent_0686,The insurer sponsored the golf tournament known as the New Orleans Open beginning in 1981 .,4,2,2
sent_0687,"The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth ",6,3,3
sent_0688,The opening credits sequence for the collection was directed by Hanada Daizaburo .,2,2,0
sent_0689,"The permanent members are the provost , the Carl H. Pforzheimer University Professor and the deans or designees from the",3,0,3
sent_0690,The pillars in a line on its both sides are according to Doric or Greek style and their decorations are according to the,5,3,2
sent_0691,"The race is in mixed eights , and usually held in late February / early March .",2,2,0
sent_0692,The rapids at the head of the South Fork were removed in 1908 .,2,2,0
sent_0693,"The redesigned 2006 Ram SRT-10 came in Mineral Gray Metallic , Inferno Red , and Brilliant Black Crystal Clear Coat .",3,3,0
sent_0694,The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a f,5,5,0
sent_0695,"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through ",4,4,0
sent_0696,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of",3,2,1
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pie",5,4,1
sent_0698,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .,5,3,2
sent_0699,The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .,3,2,1
sent_0700,The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish F,1,1,0
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one",3,1,2
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , ",0,0,0
sent_0703,The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .,4,2,2
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as",4,2,2
sent_0705,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re,6,2,4
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in vi",6,4,2
sent_0707,"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .",4,2,2
sent_0708,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second",7,5,2
sent_0709,The very large piers at the crossing signify that there was once a tower .,1,1,0
sent_0710,The video was the first ever to feature the use of dialogue .,2,2,0
sent_0711,Their mission was always for a specific mandate and lasted for a limited period .,2,1,1
sent_0712,Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot ,1,1,0
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celer",1,1,0
sent_0714,There have been two crashes involving fatalities at the airfield since it was established .,0,0,0
sent_0715,"There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hote",5,2,3
sent_0716,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married co",2,0,2
sent_0717,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were marri",2,0,2
sent_0718,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married ",2,2,0
sent_0719,These and other attempts supplied a bridge between the literature of the two languages .,3,2,1
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label o",1,1,0
sent_0721,These beams stem from a cosmic energy source called the `` Omega Effect '' .,2,1,1
sent_0722,These objects are thrown away if their screen projection is too small .,2,0,2
sent_0723,"These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally .",2,2,0
sent_0724,"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's contine",3,2,1
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Champi",4,3,1
sent_0726,"They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn .",0,0,0
sent_0727,They usually go through a period of dormancy after flowering .,5,1,4
sent_0728,"Third TV drama series was broadcast in 2008 - , featuring Mao Inoue as Anmitsu .",1,1,0
sent_0729,This attire has also become popular with women of other communities .,3,2,1
sent_0730,"This can be further generalized by defining a Q-valued Euler characteristic for certain finite categories , a notion com",4,1,3
sent_0731,"This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereign",5,1,4
sent_0732,This engine was equipped with an electronically controlled carburetor .,2,1,1
sent_0733,This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in W,2,0,2
sent_0734,"This is most common in Western countries in those with Barrett 's esophagus , and occurs in the cuboidal cells .",2,2,0
sent_0735,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on",7,5,2
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , bala",9,9,0
sent_0737,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced collie",8,2,6
sent_0738,"To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a priv",4,4,0
sent_0739,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter",7,1,6
sent_0740,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God th",1,0,1
sent_0741,"To the north , along and across the same border , live speakers of Lakha .",1,1,0
sent_0742,Total ` Fresh Food Story ' constructed at the end of the North Mall .,2,1,1
sent_0743,"Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remain",6,3,3
sent_0744,Trumbull was often incorrectly credited in print as being the sole special-effects creator for 2001 .,3,1,2
sent_0745,"Twice divorced and currently married , Ladd is the mother of actress Laura Dern , by her ex-husband , actor Bruce Dern .",4,0,4
sent_0746,Two seats were won by the Labor-Progressive Party on its own with the re-election of A.A. MacLeod and J.B. Salsberg .,1,1,0
sent_0747,"Tyabb also has Tyabb Airport , a private airfield which has been operating for more than thirty years .",2,1,1
sent_0748,US 258 intersects NC 222 in Fountain before entering Edgecombe County .,2,1,1
sent_0749,"Under the Comanche program , each company built different parts of the aircraft .",5,5,0
sent_0750,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic pea",2,2,0
sent_0751,Unruly passengers are often put off here to be taken into custody .,4,2,2
sent_0752,"Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories .",4,4,0
sent_0753,Watson has served as Minority Leader since elected by his caucus in November 1998 .,4,1,3
sent_0754,"Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in Ja",5,0,5
sent_0755,When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees an,6,4,2
sent_0756,"When civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipa",6,2,4
sent_0757,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",1,1,0
sent_0758,"While pursuing his MFA at Columbia in New York , Scieszka painted apartments .",1,1,0
sent_0759,"Wide acceptance of zero-energy building technology may require more government incentives or building code regulations ,",5,3,2
sent_0760,"With no assigned task , the Cosmos expressed concern for what Battra might do .",0,0,0
sent_0761,"With the help of Morena , the goddess of the underworld , she has captivated Yaromir .",4,1,3
sent_0762,"With this act , Russia was officially transformed from an absolute monarchy into a constitutional one , though the exact",2,1,1
sent_0763,"With versions in 1/48 , 1/72 , 1/96 , and 1/144 scale , Big Gun Model Warship combat clubs have rules that make provisio",8,3,5
sent_0764,Wright was the subject of `` This Is Your Life '' on two occasions : in May 1961 when he was surprised by Eamonn Andrews,4,2,2
sent_0765,`` Black Water '' became one of the few records by any act released as a B-side to another Hot 100 hit `` before '' topp,5,2,3
sent_0766,"`` Greenfish '' was launched by the Electric Boat Co. , Groton , Conn. , 21 December 1945 ; sponsored by Mrs. Thomas J. ",7,4,3
sent_0767,`` It started from modest beginnings and became a gigantic charity '' .,2,2,0
sent_0768,`` Le Griffon '' is reported to be the `` Holy Grail '' of Great Lakes shipwreck hunters .,3,1,2
sent_0769,"`` See also : Grand Duke of Luxembourg , List of Prime Ministers of Luxembourg ''",1,1,0
sent_0770,`` The Cure '' topped the online music sales charts .,3,2,1
sent_0771,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts ",2,1,1
sent_0772,A casting director at the time told Scott that he had wished that he 'd met him a week before ; he was casting for the `,5,2,3
sent_0773,"According to Hofmann , while still a teenage coin collector , he forged a rare mint mark on a dime and was told by an or",5,3,2
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Sp",1,1,0
