sent_id,sentence
sent_0519,"In 1990 Kelsang Gyatso became also outspoken against the Geshe Studies Programme , and `` made the pursuit of his new programmes compulsory . ''"
sent_0520,"In 2004 the Brumbies finished at the top of the Super 12 table , six points clear of the next best team ."
sent_0521,"In 2006 they applied for National League Three , finishing in 5th place and qualifying for the play-offs , where they lost to St Albans Centurions ."
sent_0522,"In 2007 , Sun announced `` Project Indiana '' with several goals , including providing an open source binary distribution of the OpenSolaris project , replacing SXDE ."
sent_0523,"In 2010 , scam websites co-opted a photograph of her to promote health treatments , the ubiquitous `` 1 weird old tip '' belly fat diets , and penny auctions , unauthorized usage of which Theuriau was initially unaware ."
sent_0524,"In 2011 , major vendors launched several consumer-oriented motherboards using the Intel 6-series LGA 1155 chipset and AMD 9 Series AM3 + chipsets with UEFI ."
sent_0525,"In 2012 , Bloomberg Businessweek voted San Francisco as America 's Best City ."
sent_0526,"In 54 BC , Marcus Perperna is mentioned as one of the consulars who bore testimony on behalf of Marcus Aemilius Scaurus at his trial ."
sent_0527,"In Canada , there are two organizations that regulate university and collegiate athletics ."
sent_0528,"In French , `` droit '' can mean `` the whole body of the Law '' , as in the motto `` dieu et mon droit , '' which is to say `` God and my whole body of Law . ''"
sent_0529,"In Jewish Hebrew , the Samaritans are called `` Shomronim '' , while in Samaritan Hebrew they call themselves `` Shamerim '' ."
sent_0530,"In Jewish belief , its fulfilment will be revealed in the cumulation of Creation , in the era of resurrection , in the physical World ."
sent_0531,"In June , Nasser took control of the interior ministry post from Naguib loyalist Sulayman Hafez , and pressured Naguib to conclude the abolition of the monarchy ."
sent_0532,In October 2009 it was confirmed that the Byrom Street cutting was a hitching and unhitching point for trains being cable hauled to Edge Hill via the Victoria Tunnel .
sent_0533,"In September 1941 , she joined the Women 's Auxiliary Air Force , working at the Department of the Chief of Air Staff as Assistant Section Officer for Intelligence duties , before being posted in July 1942 to Moreton-in-Marsh , where she was promoted to Section officer ."
sent_0534,"In Van Howe 's study , all cases of meatal stenosis were among circumcised boys ."
sent_0535,"In `` The Andromeda Strain '' , Michael Crichton 's first novel published under his real name , only two people exposed to a pathogenic extraterrestrial microbe survive ."
sent_0536,"In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France ."
sent_0537,"In a typical case of substrate interference , a Language A occupies a given territory and another Language B arrives in the same territory ."
sent_0538,"In addition , as John Cecil Masterman , chairman of the Twenty Committee , commented , `` If , for example , St Paul 's Cathedral were hit , it was useless and harmful to report that the bomb had descended upon a cinema in Islington , since the truth would inevitably get through to Germany ... ''"
sent_0539,"In athletics , Boston College left the Big East Conference and joined the Atlantic Coast Conference on July 1 , 2005 ."
sent_0540,In both cases this specialized function replaces the basic rifleman position in the fireteam .
sent_0541,"In its first six months , RCPO concluded 858 cases convictions in 88 % of cases ."
sent_0542,"In modern classifications , it is often treated as a subfamily of the Glyphipterigidae family ."
sent_0543,"In more recent years , this policy has apparently relaxed somewhat ."
sent_0544,"In order to support planned TRAX expansion , UTA ordered 77 Siemens S70 light rail vehicles from Siemens AG ."
sent_0545,"In particular , Cyprinidae of southwestern North America have been severely affected ; a considerable number went entirely extinct after settlement by Europeans ."
sent_0546,"In the 1901 election , after which the Oppositionists under George Leake were able to form a minority government , Frank Wilson , formerly the member for Canning , won the seat ."
sent_0547,In the 1960s and 70s most of Kabul 's economy depended on tourism .
sent_0548,"In the 1986 television series `` War and Remembrance '' , Johns took the role of the senior Nazi SS officer Adolf Eichmann ."
sent_0549,"In the Civil War , he advocated strong prosecution of the Union War effort , the end of slavery , and civil rights for freed African Americans ."
sent_0550,"In the Crimean War , the 5th Dragoon Guards formed part of the Heavy Cavalry Brigade and was sent to the Black Sea in 1854 ."
sent_0551,"In the early 19th century the Welsh Methodists broke away from the Anglican church and established their own denomination , now the Presbyterian Church of Wales ."
sent_0552,"In the north and east inhabitants speak Bumthangkha , and in the extreme southeast Khengkha is spoken ."
sent_0553,"In the winter of 1976 , Knievel was scheduled for a major jump in Chicago , Illinois ."
sent_0554,"In this explanation the purpose of Creation is that `` God desired a dwelling place in the lower realms '' - it is man who transforms the mundane , lowest World into an abode for God 's essence ."
sent_0555,"In those years , he began to collaborate with some newspapers ."
sent_0556,"Initially flying the A-4B Skyhawk , the squadron later transitioned to the A-4L Skyhawk ."
sent_0557,Initially his chances of surviving were thought to be no better than 50-50 .
sent_0558,"It has long hind legs and a long , slender , scaly tail that it uses to communicate by making drumming noises ."
sent_0559,"It is essentially the same as the dialect spoken in Xiamen , and is unintelligible with Standard Chinese ."
sent_0560,"It is not really passable , and must be done on foot if attempted ."
sent_0561,It is part of the Surrey Hills Area of Outstanding Beauty and situated on the Green Sand Way .
sent_0562,It should be noted that these numbers are inclusive of any of the childminders own children .
sent_0563,It was chosen in 1901 because it was a triangulation station at the junction of the trancontinental triangulation arc of 1899 on the 39th parallel north and the triangulation arc along the 98th meridian west that was near the geographic center of the contiguous United States .
sent_0564,"It was named for Gen. Eleazer Wheelock Ripley , an officer in the War of 1812 , who was mainly remembered for the Battle of Lundy 's Lane and the Siege of Fort Erie , in 1814 ."
sent_0565,"It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE ."
sent_0566,"Its cultivation even declined in favour of the Asian species , which was introduced to East Africa early in the common era and spread westward ."
sent_0567,JAL introduced jet service on the Fukuoka-Tokyo route in 1961 .
sent_0568,James Arthur Hogue is a US impostor who most famously entered Princeton University by posing as a self-taught orphan .
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him ."
sent_0570,"Johns also appeared as an Imperial Officer in the 1980 `` Star Wars sequel '' , `` The Empire Strikes Back '' ."
sent_0571,"Keats 's long and expensive medical training with Hammond and at Guy 's Hospital led his family to assume he would pursue a lifelong career in medicine , assuring financial security , and it seems that at this point Keats had a genuine desire to become a doctor ."
sent_0572,Keibler then asked for time off to appear on `` Dancing with the Stars '' .
sent_0573,"Kim graduated from Ballard High School in Louisville , Kentucky , in 1989 and from Oberlin College in Ohio in 1993 where he double-majored in Government and English and played for the varsity lacrosse team ."
sent_0574,"Kostabi 's other releases include : `` Songs For Sumera '' , `` New Alliance '' and `` The Spectre Of Modernism '' ."
sent_0575,Langford kept Walcott at a distance with his longer reach and used his footwork to evade all of Walcott 's attacks .
sent_0576,"Language B then begins to supplant language A : the speakers of Language A abandon their own language in favor of the other language , generally because they believe that it will help them achieve certain goals within government , the workplace , and in social settings ."
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio ."
sent_0578,Lens subluxation is also seen in dogs and is characterized by a partial displacement of the lens .
sent_0579,"Li Hongzhi began his public teachings of Falun Gong on 13 May 1992 in Changchun , and subsequently gave lectures and taught Falun Gong exercises across China ."
sent_0580,"Like other BBC content of the mid-1990s , it often lampooned the low-budget quality of satellite television available in the UK at the time ."
sent_0581,Luke Robert Ravenstahl is an American politician who served as the 59th Mayor of Pittsburgh from 2006 until 2014 .
sent_0582,"Males had a median income of $ 28,750 versus $ 16,250 for females ."
sent_0583,"Males had a median income of $ 36,016 versus $ 32,679 for females ."
sent_0584,"Many are surgically removed for aesthetics and relief of psychosocial burden , but larger ones are also excised for prevention of cancer , although the benefit is impossible to assess for any individual patient ."
sent_0585,"Many overseas Chinese whose ancestors came from the Quanzhou area , especially those in Southeast Asia , often speak mainly Hokkien at home ."
sent_0586,"Meanwhile , the Mason City Division continued to operate as usual ."
sent_0587,"Models , taking into account the size and room number of the barrack blocks in the Gorgan Wall forts and likely occupation density , produce figures between 15,000 and 36,000 soldiers ."
sent_0588,"Modern educational methods were more widely spread throughout the Empire , and the country embarked on a development scheme and plans for modernization , tempered by Ethiopian traditions , and within the framework of the ancient monarchical structure of the state ."
sent_0589,Modernity has been blended without sacrificing on the traditional Buddhist ethos .
sent_0590,Modification of the river began in earnest with the arrival of the Florida East Coast Railway in Miami in 1896 .
sent_0591,"Moore briefly dropped Marciano in the second round , but Marciano recovered and knocked Moore down five times , knocking him out in the ninth to retain the belt ."
sent_0592,Much of the station remains in the disused subway but there is no public access .
sent_0593,"Newhan split the season between Triple-A Round Rock , where he hit .308 ."
sent_0594,No announcement from UTV was made about the decision to close the station earlier than planned .
sent_0595,Noatak has a gravel public airstrip and is primarily reached by air .
sent_0596,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .
sent_0597,"Nothing is known for certain about his life before about 1580 , but contemporary or near-contemporary accounts suggest that he was brought up as a member of the Church of Scotland , spent some time in Argyll before leaving for the Continent , and was converted to Catholicism in Spain ."
sent_0598,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''"
sent_0599,"Of the rest of the population , there was 1 individual who belonged to the Christian Catholic faith ."
sent_0600,"On 16 June 1944 , British double agent `` Garbo '' was requested by his German controllers to give information on the sites and times of V-1 impacts , with similar requests made to the other German agents in Britain , `` Brutus '' and `` Tate '' ."
sent_0601,"On May 13 , 2010 , Yost was named manager of the Kansas City Royals , replacing Trey Hillman ."
sent_0602,"On May 15 , 2007 , XM suspended Opie & Anthony for 30 days , in response to a broadcast featuring a homeless man who wandered into the studio ."
sent_0603,"On November 2 , 2005 , Brown ended his contract early and left the federal government ."
sent_0604,"One candidate is a wreck at the western end of Manitoulin Island in Lake Huron , with another wreck near Escanaba , Michigan , also proposed ."
sent_0605,"One example could be `` Time '' , the fifth song from Pink Floyd 's 1973 album `` The Dark Side Of The Moon '' , which contains a reprise of `` Breathe '' , the first song of the same album ."
sent_0606,"Only Ballard and Williams are left after Sergeant Jericho and the other officers , along with the two train operators , are killed when they try to finish the fight ."
sent_0607,"Opponents of religious freedom sometimes referred to it as `` Rogue 's Island '' , and Cotton Mather called it `` the sewer of New England . ''"
sent_0608,"Originally , Hank McCoy retains the basic features of a normal human alongside a generally simian physiology equivalent to that of a Great Ape ."
sent_0609,"Other signs of lens subluxation include mild conjunctival redness , vitreous humour degeneration , prolapse of the vitreous into the anterior chamber , and an increase or decrease of anterior chamber depth ."
sent_0610,Pakistan Chrome Mines Ltd. is a mining company incorporated in the Islamic Republic of Pakistan .
sent_0611,Parental investment is any expenditure of resources to benefit one offspring .
sent_0612,"Piffaro generally performs a concert series of four to five concerts a year in Philadelphia , in addition to touring throughout the United States , Canada , Europe and elsewhere ."
sent_0613,"Plants have been planted marking parts of the foundations of the castle , so the positions of some of the buildings can still be inferred ."
sent_0614,"Prior to the 2012 season , the Royals signed Yost to a contract extension through the 2013 season ."
sent_0615,"Prior to the Playmaker tool , the Player could only call one of four available `` hot routes . ''"
sent_0616,"RedHat engineers identified problems with ProPolice though , and in 2005 re-implemented stack-smashing protection for inclusion in GCC 4.1 ."
sent_0617,"Reptiles identified during surveys include marbled geckos on both island groups while the following are limited to the main island in the Northern group - four-toed earless skink , bull skinks and western brown snakes ."
sent_0618,"Results like these indicate acoustic mimicry complexes , both Batesian and Mullerian , may be widespread in the auditory world ."
sent_0619,"Returning home , Ballard delivers her report , which her superiors refuse to believe ."
sent_0620,"Robert Charles `` Jack '' Russell , MBE , is a retired English international cricketer , now known for his abilities as an artist , as a cricket wicketkeeping coach , and a football goalkeeping coach ."
sent_0621,"Rosen argues that one of the most important provisions of the Constitution in Exile is limitations on the interstate commerce clause , which were undermined by the Supreme Court 's `` expansive interpretation of Congress 's power to regulate interstate commerce ... extended to include any activities that might affect commerce indirectly '' during the New Deal ."
sent_0622,San Francisco 's diversity of cultures along with its eccentricities are so great that they have greatly influenced the country and the world at large over the years .
sent_0623,"Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request of her replacement , Dr. Joel Marcus ."
sent_0624,"Several isomers of octene are known , depending on the position and the geometry of the double bond in the carbon chain ."
sent_0625,She died in October 1915 of a heart attack .
sent_0626,She provided an audio commentary for the episode on the DVD release of the show 's third series alongside David Tennant .
sent_0627,"She published more than 15 research publications , including International Journals , International Conferences , National Conferences , workshops and seminars ."
sent_0628,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship primarily for the Submarine School at New London and occasionally for NROTC units in the southern New England area .
sent_0629,"She was ordered to be rebuilt on 9 March 1724 , and was taken in hand at Deptford Dockyard by Master Shipwright Richard Stacey ."
sent_0630,"Shea was born on September 5 , 1900 in San Francisco , California ."
sent_0631,"Since joining the competition in 1908 , Richmond has won ten premierships , the most recent victory being in 1980 ."
sent_0632,Sometimes extra payments were specified by which a freed slave could liberate himself from these residual duties .
sent_0633,"Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal ."
sent_0634,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 ."
sent_0635,"Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR ."
sent_0636,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space ."
sent_0637,"Swinburne moves in his writing program from the philosophical to the theological , building his case rigorously ."
sent_0638,Team Racing is a NASCAR Craftsman Truck Series team .
sent_0639,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and to lose many of her possessions ."
sent_0640,The 2nd Battalion of the 13th Light Infantry was raised at Winchester in January 1858 .
sent_0641,The Acrolepiidae family of moths are also known as False Diamondback moths .
sent_0642,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 ."
sent_0643,"The Bourbons built additional reception rooms and reconstructed the Sala d'Ercole , named for its frescos depicted the mythological hero , Hercules ."
sent_0644,"The Bureau of Alcohol , Tobacco , Firearms and Explosives , formed in 1886 , is a federal law enforcement organization within the United States Department of Justice ."
sent_0645,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 ."
sent_0646,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire ."
sent_0647,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .
sent_0648,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal ."
sent_0649,The Nadvorna dynasty is notable inasmuch as many of its descendants become rebbes .
sent_0650,The PAC bulletins were widely distributed at these meetings .
sent_0651,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems ."
sent_0652,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D ."
sent_0653,"The River Stour Trust , formed in 1968 , has its headquarters in Sudbury , and a purpose built Visitor Centre located at Cornard Lock ."
sent_0654,The SAS killed a total of 14 Provisional Irish Republican Army and Irish National Liberation Army members at these locations .
sent_0655,"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner ."
sent_0656,"The Summer Programs Office runs these programs , and many Wardlaw-Hartridge Students attend camp or classes over the summer ."
sent_0657,The Triple-A Baseball National Championship Game was established in 2006 .
sent_0658,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers ."
sent_0659,The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .
sent_0660,"The `` Charleston Courier , '' founded in 1803 , and `` Charleston Daily News , '' founded in 1865 , merged to form the `` News and Courier '' in 1873 ."
sent_0661,"The album , produced by Roy Thomas Baker , was promoted with American and European tours ."
sent_0662,The band also confirmed that the album would be self-released .
sent_0663,The canal was dammed off from the river for most of the construction period .
sent_0664,"The car used in `` Stealth '' was a band member 's car , and recorded just outside the studio in the parking lot ."
sent_0665,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names ."
sent_0666,The closest Watson ever got was when Republicans had 12 seats in the State House in 2003 .
sent_0667,The community is served by the United States Postal Service Hinsdale Post Office .
sent_0668,The dialects they speak are similar but have different intonations .
sent_0669,"The diocese was originally erected as the Prefecture Apostolic of Hpyeng-yang on 17 March 1927 , and renamed as the Prefecture Apostolic of Peng-yang on 17 March 1929 ."
sent_0670,"The economy of Ostrov is based on food , electronic , and textile industries ."
sent_0671,"The engine had twin turbochargers , and produced an advertised at 5700 rpm and of torque on 8 lbs of boost ."
sent_0672,"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Records , and under their own label ."
sent_0673,"The establishment of a museum had first been planned in 1821 by the Philosophical Society of Australasia , and although specimens were collected , the Society folded in 1822 ."
sent_0674,"The extension of the University Library can be found on the second floor , and parking for 120 cars on the third to sixth floors ."
sent_0675,"The external gauge is usually readable directly , and most also incorporate an electronic sender to operate a fuel gauge on the dashboard ."
sent_0676,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .
sent_0677,The field at the Lake Elsinore Diamond is named the Pete Lehr Field .
sent_0678,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .
sent_0679,The first five laps would be added to the second part of the race and the overall result would be decided on aggregate .
sent_0680,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning ."
sent_0681,"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam ."
sent_0682,The founder had pledged himself to honour the Blessed Virgin in a special manner .
sent_0683,"The fundraiser was successful , and the trip occurred from June through September of 2014 ."
sent_0684,The fuselage had an oval cross-section and housed a water-cooled inverted-V V-12 engine .
sent_0685,"The gauge sender is usually a magnetically coupled arrangement , with a float arm inside the tank rotating a magnet , which rotates an external gauge ."
sent_0686,The insurer sponsored the golf tournament known as the New Orleans Open beginning in 1981 .
sent_0687,"The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips ."
sent_0688,The opening credits sequence for the collection was directed by Hanada Daizaburo .
sent_0689,"The permanent members are the provost , the Carl H. Pforzheimer University Professor and the deans or designees from the following Schools : the Faculty of Arts and Sciences , Harvard Business School , Harvard Law School and Harvard Medical School ."
sent_0690,The pillars in a line on its both sides are according to Doric or Greek style and their decorations are according to the Meenakshi Temple at Madurai in Tamil Nadu .
sent_0691,"The race is in mixed eights , and usually held in late February / early March ."
sent_0692,The rapids at the head of the South Fork were removed in 1908 .
sent_0693,"The redesigned 2006 Ram SRT-10 came in Mineral Gray Metallic , Inferno Red , and Brilliant Black Crystal Clear Coat ."
sent_0694,The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .
sent_0695,"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle ."
sent_0696,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple ."
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier ."
sent_0698,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .
sent_0699,The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .
sent_0700,The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish Free State .
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at ."
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors ."
sent_0703,The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam ."
sent_0705,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law ."
sent_0707,"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 ."
sent_0708,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley ."
sent_0709,The very large piers at the crossing signify that there was once a tower .
sent_0710,The video was the first ever to feature the use of dialogue .
sent_0711,Their mission was always for a specific mandate and lasted for a limited period .
sent_0712,Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery ."
sent_0714,There have been two crashes involving fatalities at the airfield since it was established .
sent_0715,"There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hotel with bar and restaurant ."
sent_0716,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families ."
sent_0717,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families ."
sent_0718,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families ."
sent_0719,These and other attempts supplied a bridge between the literature of the two languages .
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face ."
sent_0721,These beams stem from a cosmic energy source called the `` Omega Effect '' .
sent_0722,These objects are thrown away if their screen projection is too small .
sent_0723,"These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally ."
sent_0724,"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends ."
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships ."
sent_0726,"They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn ."
sent_0727,They usually go through a period of dormancy after flowering .
sent_0728,"Third TV drama series was broadcast in 2008 - , featuring Mao Inoue as Anmitsu ."
sent_0729,This attire has also become popular with women of other communities .
sent_0730,"This can be further generalized by defining a Q-valued Euler characteristic for certain finite categories , a notion compatible with the Euler characteristics of graphs , orbifolds and posets mentioned above ."
sent_0731,"This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely ."
sent_0732,This engine was equipped with an electronically controlled carburetor .
sent_0733,This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in Wales .
sent_0734,"This is most common in Western countries in those with Barrett 's esophagus , and occurs in the cuboidal cells ."
sent_0735,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 ."
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance ."
sent_0737,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers ."
sent_0738,"To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a private papal charity office which employed up to 40 helpers and continued until 1959 ."
sent_0739,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael ."
sent_0740,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs ."
sent_0741,"To the north , along and across the same border , live speakers of Lakha ."
sent_0742,Total ` Fresh Food Story ' constructed at the end of the North Mall .
sent_0743,"Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career ."
sent_0744,Trumbull was often incorrectly credited in print as being the sole special-effects creator for 2001 .
sent_0745,"Twice divorced and currently married , Ladd is the mother of actress Laura Dern , by her ex-husband , actor Bruce Dern ."
sent_0746,Two seats were won by the Labor-Progressive Party on its own with the re-election of A.A. MacLeod and J.B. Salsberg .
sent_0747,"Tyabb also has Tyabb Airport , a private airfield which has been operating for more than thirty years ."
sent_0748,US 258 intersects NC 222 in Fountain before entering Edgecombe County .
sent_0749,"Under the Comanche program , each company built different parts of the aircraft ."
sent_0750,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance ."
sent_0751,Unruly passengers are often put off here to be taken into custody .
sent_0752,"Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories ."
sent_0753,Watson has served as Minority Leader since elected by his caucus in November 1998 .
sent_0754,"Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in January , 2007 and shuttered in June , 2009 ."
sent_0755,"When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood , Nasser resolved to depose him ."
sent_0756,"When civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipalities reinstated or created ."
sent_0757,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived ."
sent_0758,"While pursuing his MFA at Columbia in New York , Scieszka painted apartments ."
sent_0759,"Wide acceptance of zero-energy building technology may require more government incentives or building code regulations , the development of recognized standards , or significant increases in the cost of conventional energy ."
sent_0760,"With no assigned task , the Cosmos expressed concern for what Battra might do ."
sent_0761,"With the help of Morena , the goddess of the underworld , she has captivated Yaromir ."
sent_0762,"With this act , Russia was officially transformed from an absolute monarchy into a constitutional one , though the exact extent of just `` how '' constitutional quickly became the subject of debate , based upon the emperor 's subsequent actions ."
sent_0763,"With versions in 1/48 , 1/72 , 1/96 , and 1/144 scale , Big Gun Model Warship combat clubs have rules that make provisions for cannon caliber and armor thickness to be scaled according to that which existed on the prototype vessel ."
sent_0764,"Wright was the subject of `` This Is Your Life '' on two occasions : in May 1961 when he was surprised by Eamonn Andrews , and in January 1990 , when Michael Aspel surprised him at Thames Television 's Teddington Studios ."
sent_0765,`` Black Water '' became one of the few records by any act released as a B-side to another Hot 100 hit `` before '' topping the Hot 100 itself .
sent_0766,"`` Greenfish '' was launched by the Electric Boat Co. , Groton , Conn. , 21 December 1945 ; sponsored by Mrs. Thomas J. Doyle ; and commissioned 7 June 1946 , Comdr. R. M. Metcalf commanding ."
sent_0767,`` It started from modest beginnings and became a gigantic charity '' .
sent_0768,`` Le Griffon '' is reported to be the `` Holy Grail '' of Great Lakes shipwreck hunters .
sent_0769,"`` See also : Grand Duke of Luxembourg , List of Prime Ministers of Luxembourg ''"
sent_0770,`` The Cure '' topped the online music sales charts .
sent_0771,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position ."
sent_0772,A casting director at the time told Scott that he had wished that he 'd met him a week before ; he was casting for the `` G.I. Joe '' cartoon .
sent_0773,"According to Hofmann , while still a teenage coin collector , he forged a rare mint mark on a dime and was told by an organization of coin collectors that it was genuine ."
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery ."
