pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
rifles,can combine,pellets,these rifles,combined with,appropriate match pellets,tier2_semantic,0.8345
bond,apologized,todd graves,bond,apologized to,former u s attorney todd graves,tier2_semantic,0.8342
station,reopened,mid 2012,concourse,reopened,station,tier2_semantic,0.8341
his,no chances,no better 50 50,his chances surviving,thought to,no better 50 50,tier2_semantic,0.8338
manifold,not can be presented as,connected sum more one manifold,prime manifold,can not be presented as a connected sum of,more one manifold none which is sphere same dimension,tier2_semantic,0.8338
studio,may was entered,homeless man,homeless man,wandered into,studio,tier2_semantic,0.8338
nazis,could permit,single dress rehearsal,nazis,did however permit,single dress rehearsal salzburg,tier2_semantic,0.8337
he,ran,speaker rhode island house representatives,he,ran for,speaker house representatives,tier2_semantic,0.8336
not everyone,not trusts,vakama,not everyone,completely trusted,vakama s vision,tier2_semantic,0.8334
iowa terminal railroad,renamed,iowa traction railroad,terminal railroad,in,iowa,tier2_semantic,0.8334
two,come,very close,two,work as,partners,tier2_semantic,0.833
liquid packed vessels,characterized by,relatively small size,liquid packed vessels,generally,relatively small thermal relief valves,tier2_semantic,0.8326
zane,announced,50th anniversary furthur bus trip,zane,announced a kickstarter to fund,50th anniversary furthur bus trip,tier2_semantic,0.8322
his main power,fires,disintegrating energy,omega beam,fires from his eyes as,disintegrating energy,tier2_semantic,0.8318
he,left,small contingent,he,left only,small contingent guard,tier2_semantic,0.8317
casting director,casting,cartoon,he,casting for,g i joe cartoon,tier2_semantic,0.8313
greek roman pagans,might saw,political social terms,roman pagans,saw their relations with the gods in,political terms,tier2_semantic,0.8311
superboy prime,hurled,body,superboy prime,hurled,anti monitor s shattered body,tier2_semantic,0.831
rifles,can produce,performance,these rifles,produce,consistent 10 ring performance,tier2_semantic,0.8309
allegations,without,basis,they,disallowing the raising of allegations without,basis provable fact,tier2_semantic,0.8309
salahuddin,later,constituency,salahuddin,won from,charminar constituency,tier2_semantic,0.8309
russell wilson,beat,24 23,46 yard pass,from,russell wilson,tier2_semantic,0.8308
old defensive walls,from,gallo roman period,historical buildings,mainly located in the old city inside,old defensive walls,tier2_semantic,0.8304
comico,published,graphic novel,edwards s early years,seen in,comico s graphic novel,tier2_semantic,0.8303
candice lerae,honor,defend,necro,teaming to defend the honor of,candice lerae,tier2_semantic,0.83
zane,asked,matthew rick,matthew rick,a friend of,zane,tier2_semantic,0.8297
he,become,commander u s army s 1st armored division,he,left to become,second commander u s army s 1st armored division,tier2_semantic,0.8295
necro,became a member of,pwg roster,necro,became,regular member,tier2_semantic,0.8293
clemens krauss,could conduct,dress rehearsal,single dress rehearsal,conducted by,clemens krauss,tier2_semantic,0.8292
mcgee,confirmed,permission,he,received permission to use his name,mcgee,tier2_semantic,0.8288
cooling center,used for,health effects heat wave,local authorities set up cooling center,to deal with the,health effects heat wave,tier2_semantic,0.8285
dartmouth outing club students,help,maintain,crew outing club students,from,dartmouth,tier2_semantic,0.8285
rapids,at the head of the south fork,were removed,rapids,at,head south fork,tier2_semantic,0.8273
victoria waterloo tunnels,pulled,locomotives,trains,being cable hauled via,victoria tunnel,tier2_semantic,0.827
sukhum,associated with,georgian ssr,sukhum,functioned as,capital union treaty abkhaz soviet socialist republic associated georgian ssr,tier2_semantic,0.8268
superboy prime,seeing,opportunity,superboy prime,seeing an opportunity to defeat,now weakened anti monitor,tier2_semantic,0.8266
enantioselectivity,important,reaction,enantioselectivity reaction,important because,only s enantiomer is medicinally desirable,tier2_semantic,0.8264
mature entrants teaching profession,could not afford,undertake traditional method teacher training,it,originally aimed at,mature entrants who could not afford give up work undertake traditional method teacher training such pgce,tier2_semantic,0.8259
lightweight carbon fiber,known for,lightness,body,made largely of,lightweight carbon fiber kevlar,tier2_semantic,0.8257
he,destroy,plain,explosion,not enough to kill,him,tier2_semantic,0.8255
yusuf ali kenadid,controlled,region,yusuf ali kenadid,controlled,somalia region,tier2_semantic,0.825
manoeuvre tanks,used,conjunction,manoeuvre tanks,will be used in conjunction with,motorized forces,tier2_semantic,0.8248
funding priorities,select,grants,each programs,uses,combination funding priorities geographic requirements select grants,tier2_semantic,0.8248
germans,correct,shortfall,germans,would be able to correct any shortfall if given,data,tier2_semantic,0.8247
her image,signifies,earth,her image held aloft,signifies,earth which hangs air,tier2_semantic,0.8245
florida east coast railway,began,modification,florida east coast railway,in,miami,tier2_semantic,0.8242
signal,barely hearable,northern reaches fulton dekalb counties,it,barely hearable,northern reaches fulton county,tier2_semantic,0.8241
she,blames,spider man,she,angrily refusing since,she blames spider man her scars,tier2_semantic,0.824
other titles,not are used,printing,not respublika,under,other titles,tier2_semantic,0.8234
gwen andrews,provides,feminine interest,tess trueheart,provides,feminine interest,tier2_semantic,0.823
holkins,bring,carl back,holkins,reserved the right to bring carl back,any time krahulik goes france,tier2_semantic,0.8225
two three year programs,offered,various fields,two three year programs,offered,various fields through divisions games animation industrial design performing arts information communications human care,tier2_semantic,0.8224
solid lump,should,re chilled,solid lump dripping,should be re chilled for use,future,tier2_semantic,0.8222
montgomery blair s science,math,technology academy specializes,montgomery blair s science math technology academy,specializes in,physical science,tier2_semantic,0.8221
leigh,born in,united kingdom,2 10 population leigh,born,elsewhere within united kingdom,tier2_semantic,0.8219
she,began,new oath,she,in,film new oath,tier2_semantic,0.8218
alliance,islamic ethics,plays,alliance,plays a significant role in,islamic ethics,tier2_semantic,0.8215
erasistratus,suspects,antiochus s suffering,doctor,suspects love is behind,antiochus s suffering,tier2_semantic,0.8212
she,taken,deptford dockyard,she,taken in hand at,deptford dockyard,tier2_semantic,0.8206
his main power,fires,concussive force,omega beam,fires from his eyes as,concussive force,tier2_semantic,0.8198
australian amber wing,land,ts fs wake wake 900,amber wing,the first woman,land ts fs wake wake 900,tier2_semantic,0.8191
club,premierships,won,club,ranked sixth in terms of,premierships won,tier2_semantic,0.8189
he,suggest was brought up as,member church scotland,contemporary near contemporary accounts,suggest that,he was brought up member church scotland,tier2_semantic,0.8178
he,earned,nickname,he,receiving,name god,tier2_semantic,0.8176
stephanie,dons,costume again,each time cluemaster,escapes,stephanie dons her costume again,tier2_semantic,0.8174
he,develops,significance,he,develops significance as,recurrent character series,tier2_semantic,0.817
ashbourne,connected,north staffordshire railway,single line,connected with,north staffordshire railway,tier2_semantic,0.8165
city,originally named,nordland,platted streets city originally named nordland,given,norwegian names,tier2_semantic,0.8162
gameplay,shoot,continual,player,must shoot constantly,continual stream enemies,tier2_semantic,0.8158
rebellions,crushed,battle culloden,these rebellions,crushed,after battle culloden 1746,tier2_semantic,0.8156
riders,shouting,abuse,riders,shouting in particular,abuse race doctor pierre dumas,tier2_semantic,0.8147
naguib,pressured by,nasser,naguib,began showing,signs independence nasser,tier2_semantic,0.8146
manual,describes,understanding,interpretations,become more,inward,tier2_semantic,0.8143
they,point,easy learn languages,tok pisin,an,easy learn languages,tier2_semantic,0.814
leigh,born in,england,1 47 population leigh,born,elsewhere world,tier2_semantic,0.814
nasser,took,control,nasser,took control from,naguib loyalist sulayman hafez,tier2_semantic,0.8133
first library huntington beach,opened,1909,first library,opened,huntington beach,tier2_semantic,0.8129
car,recorded,parking lot,car used stealth,recorded,just outside studio parking lot,tier2_semantic,0.8126
mike mcgurk,bears resemblance to,tracy s partner,comic relief sidekick mike mcgurk,bears some resemblance to,tracy s partner strip pat patton,tier2_semantic,0.8126
mutiny,led to,responsibility providing,mutiny india,led to the responsibility for providing,garrison,tier2_semantic,0.8126
attire,become,popular,attire,also become popular,women other communities,tier2_semantic,0.8126
cole,went on to,appear,cole,went on to appear as,blanche ingram,tier2_semantic,0.8123
decade end recap,ranked,album,album,of,2000s,tier2_semantic,0.8119
he,acquitted,twice,he had spent 11 years jail,despite,having been acquitted twice,tier2_semantic,0.8111
cases,deals with,fraud,it,deals with cases of fraud in relation to,money laundering,tier2_semantic,0.811
barrie,in,use hall,barrie,in,television movie use hall,tier2_semantic,0.8107
strategy,target,cost leadership,porter,wrote that strategy target either,cost leadership,tier2_semantic,0.8102
laser,cuts,portion,laser,cuts a portion of,prostate,tier2_semantic,0.81
french community,vice versa,walloon region,walloon region,remains,principle distinct independent french community vice versa,tier2_semantic,0.8097
commissioner parks public property,heads,one departments,commissioner,of,parks,tier2_semantic,0.8092
they,remained,their elderly ages,they,remained together,their elderly ages,tier2_semantic,0.8089
tsotsi,academy award winning,foreign language film,gavin hood,best known for directing,academy award winning foreign language film tsotsi,tier2_semantic,0.8079
piffaro,performs,europe,piffaro,in addition will be touring throughout,europe,tier2_semantic,0.8079
extreme southeast,inhabitants,speak,khengkha,spoken,extreme southeast,tier2_semantic,0.8074
aiseau,dedicated,logging,aiseau,logging to the industry,historically,tier2_semantic,0.8074
mackenzie king,erected,statues civil servants,two statues civil servants,erected,ottawa,tier2_semantic,0.8073
institut constant de rebecque,founded,january 2005,institut constant de rebecque,founded,lausanne,tier2_semantic,0.8072
peter kharitonov,authored,draft,tsar,chose to accept,draft authored peter kharitonov,tier2_semantic,0.8069
they,remained,more 40 years,they,retaining,loyal following present day,tier2_semantic,0.8062
he,still,does,he,unlike,uncle sam,tier2_semantic,0.8062
sandy,aspires,become,sandy,aspires to become,banker,tier2_semantic,0.8056
le griffon,reported to,holy grail,le griffon,reported to,holy grail great lakes shipwreck hunters,tier2_semantic,0.8056
mashapaug road,sometimes called,old route 15,locals,sometimes call portions of mashapaug road,old route 15,tier2_semantic,0.8051
water molecules,leading to,increase,releasing some water molecules bulk water,leading to,increase entropy,tier2_semantic,0.8043
robotech,from the stars,comic book mini series,edwards s early years,re imagined in,comic book mini series robotech stars,tier2_semantic,0.804
area,provides,non residents,specific neighborhoods,in,new york city,tier2_semantic,0.803
mcgee,confirmed,correspondence,mcgee,correspondence between,his family,tier2_semantic,0.8026
seed strains,do not match,wild viruses,vaccines,fail to protect the vaccinees when,antigenicities seed strains wild viruses do not match,tier2_semantic,0.8024
virginia,been executed,texas has executed over four times more inmates,virginia,executed,inmates,tier2_semantic,0.8016
henry stephens,became,ink magnate,he,became a,ink magnate,tier2_semantic,0.8007
signal,barely hearable,northern portions atlanta,it,barely hearable,northern portions atlanta,tier2_semantic,0.8006
car,transmission,custom three speed transmission,rodeck resleevable modified chevrolet 350 ci v8 racing engine,coupled to,custom three speed transmission,tier2_semantic,0.7999
attorney general ireland,held by,he,governor general,of,irish free state,tier2_semantic,0.7997
harvard library,reviewed by,library board,library board,charged with reviewing,strategic plans harvard library,tier2_semantic,0.7996
byers,encourages,its meaning have positive purpose,byers,criticizes,potential implications term depending one s definition it,tier2_semantic,0.7995
erotica pornography,produced by,men,erotica involving sex between women,been predominantly produced by,men,tier2_semantic,0.7994
he,won,stockholm,6th european championships,in,stockholm,tier2_semantic,0.799
dreamer,features,performances,dreamer,a,single,tier2_semantic,0.7988
soldiers,likely,36 000,models,produce figures between,36 000 soldiers,tier2_semantic,0.7988
event,damaged,commercial properties,1 200 year event,damaged,commercial properties,tier2_semantic,0.7988
grandmother,required,high standards behavior,her grandmother,required from florence,high standards behavior,tier2_semantic,0.7986
mutation,gives,balance,mutation,gives him,superhuman balance,tier2_semantic,0.7986
lords baltimore,grants,land,all grants land lords baltimore,in the shape of,leases subject small nominal ground rents,tier2_semantic,0.7981
langford,used,footwork,langford,used his footwork to evade,all walcott s attacks,tier2_semantic,0.798
abs,formed,partnership,abs,formed a partnership with,habitat humanity,tier2_semantic,0.7976
latchford viaduct,opened,8 july 1893,latchford viaduct,opened to carry the london and north western railway s stockport to warrington line over,manchester ship canal,tier2_semantic,0.7973
bbc content,lampooned,satellite television,it,often lampooned,low budget quality satellite television available uk time,tier2_semantic,0.7973
manifold,can is not,sphere same dimension,prime manifold connected sum more one manifold,not the,sphere same dimension,tier2_semantic,0.7966
hilf al fudul,established to,establish fair commercial dealing,hilf al fudul,to establish fair commercial dealing,islamic prophet muhammad,tier2_semantic,0.7966
hauptmann,not,not,condon,saw,hauptmann,tier2_semantic,0.7966
soldiers,likely,15 000,300 soldiers,of,1st ss battalion,tier2_semantic,0.7965
french,can mean,whole body law,droit,in,french,tier2_semantic,0.7961
he,began,collaborate,he,began to collaborate with,some newspapers,tier2_semantic,0.7957
inge,walks,through,inge,walks through,fields,tier2_semantic,0.7953
fractional quantum hall effect,continues,be influential,hall effect,a,fractional quantum theories about topological order,tier2_semantic,0.7951
sponsors,pulled,advertising,some sponsors,moreover pulled in protest of the suspension,their advertising,tier2_semantic,0.795
neighborhood,comprises,area,other streets,in,neighborhood,tier2_semantic,0.7949
matoran,brought,toa stone,each matoran,brought,their toa stone,tier2_semantic,0.7944
senchuk,appointed as,governor lviv region,senchuk,appointed as,governor,tier2_semantic,0.7944
legislation,provides,state pensions,legislation,provides state pensions to,surviving family members police firefighters emergency services workers who die line duty,tier2_semantic,0.7938
draft,authored,peter kharitonov,draft authored peter kharitonov,accept as,basis new constitution,tier2_semantic,0.7937
spirits,plan,exterminate humans,spirits,believe that,humans plan exterminate humans mars,tier2_semantic,0.7936
two train operators,try,finish,two train operators,killed,when they try finish fight,tier2_semantic,0.7932
comanche program,built,parts,each company built different parts aircraft,under,comanche program,tier2_semantic,0.7931
suit,alleged,they conspired,suit,alleged that,they were violation antitrust law,tier2_semantic,0.7926
tunbridge wells,may was defeated by,spennymoor town f c,spennymoor town f c,won 2 1 in,final against tunbridge wells,tier2_semantic,0.792
strauss,could and an invited audience,hear work performed,invited audience,could hear,work performed,tier2_semantic,0.7913
they,go,dormancy,they,usually go through,period dormancy,tier2_semantic,0.7902
short feud,led to,match,short feud evil jillian hall,led to,two having match velocity,tier2_semantic,0.79
royal couple,lived,during,royal couple,of,sweden,tier2_semantic,0.79
stephanie,dons,her,he stephanie,work as,partners,tier2_semantic,0.7898
he,scoring,one try,he,scored one try in,final,tier2_semantic,0.7897
my,can,dieu et mon droit,dieu et mon droit,in,french,tier2_semantic,0.7896
mutation,gives,flexibility,mutation,gives him,superhuman flexibility,tier2_semantic,0.7894
they,not believe,christians,they,believe in god not as,trinity accepted vast majority christians,tier2_semantic,0.7889
first library huntington beach,evolved,five location library system,library system,a location,helen murphy,tier2_semantic,0.7881
speakers language,favor,certain goals,speakers language,believe that abandoning their own language language in favor of the other language will help them achieve,certain goals social settings,tier2_semantic,0.7878
theuriau,unaware,unauthorized usage,theuriau,unaware of,unauthorized usage photograph her,tier2_semantic,0.7877
man,transforms,world,man,transforms into an abode for,god s essence,tier2_semantic,0.7876
fr,found,monastery,fr,directed to found in the united states,monastery his order,tier2_semantic,0.7873
environmental factors,contribute,strength,environmental factors,also understood to contribute heavily to,strength intimate relationships,tier2_semantic,0.787
man,might,slave,slave,might fear,cruel master,tier2_semantic,0.7869
french community belgium,responsible for,culture,wallonia,home to 80 of the population of the french community of,belgium,tier2_semantic,0.7866
alexander,never,never been so lucky,alexander,supposedly said,he had never been so lucky his entire career,tier2_semantic,0.7863
larger ones,excised,individual patient,larger ones,also excised for,prevention cancer,tier2_semantic,0.7859
he,spent,11 years,r 11,a,career,tier2_semantic,0.785
michael,secures,job,michael,passed over,again,tier2_semantic,0.7847
2nd battalion 13th light infantry,raised,january 1858,13th light infantry,of,2nd battalion,tier2_semantic,0.7842
broadcast,may contained,homeless man,xm,suspended in response to,broadcast featuring homeless man who wandered studio,tier2_semantic,0.7839
piffaro,performs,united states,piffaro,in addition will be touring throughout,united states,tier2_semantic,0.7838
he,later,muhammad ibn abu bakr,shi,praise for his devotion to ali,muhammad ibn abu bakr,tier2_semantic,0.7835
main link,shares,kilometre zero,northern terminus section,shares the same kilometre zero with,main link,tier2_semantic,0.7834
he,appearing,prince dumarr,he,often appeared in character as,prince dumarr,tier2_semantic,0.7831
she,working,full time,she,working in the scarpetta factor,full time,tier2_semantic,0.783
he,represented,ontario,ontario,in,canada,tier2_semantic,0.7828
htb,aim,alpha course,htb s aim,for an alpha course to be accessible to,anyone who would like attend course,tier2_semantic,0.7812
implementations,can use,service,implementations other osids,can use the service to record,detailed data,tier2_semantic,0.78
jal,introduced,fukuoka tokyo,fukuoka,in,southeast asia,tier2_semantic,0.78
plants,can have been planted,foundations,plants,been planted marking,parts foundations castle,tier2_semantic,0.7796
komo news photographer,discovered,process,komo news photographer,discovered,way develop color film,tier2_semantic,0.7793
marriages,played,maduveya vayasu,maduveya vayasu song,a track played during,marriages,tier2_semantic,0.7791
provisions,make,armor thickness,big gun model warship combat clubs rules,make provisions for,armor thickness be scaled according which existed prototype vessel,tier2_semantic,0.7786
manual,describes,striking,manual warriors,describes,necessity striking moments weakness,tier2_semantic,0.7785
venice,saw,plague,outbreak plague,caused franco to leave,venice,tier2_semantic,0.7784
springsteen,plan,work e street band,springsteen,mentioned,he did plan work e street band,tier2_semantic,0.7783
sala d ercole,depicted,hercules,sala d ercole,named for,its frescos depicting mythological hero hercules,tier2_semantic,0.7778
adnan latif,suffered,head injuries,adnan latif,left with,going neurological problems,tier2_semantic,0.7777
they,lick,eyeballs,they,must lick their eyeballs clean,order keep them moist,tier2_semantic,0.7775
university california,illustrates,level academic preparation,recommended g courses,based upon,university california,tier2_semantic,0.7774
davis,collaborated,james mack,davis,recorded with,arranger james mack,tier2_semantic,0.7773
brussels,home to,remainder,wallonia,home to 80 of the population with the remainder living in,brussels,tier2_semantic,0.7771
q valued euler characteristic,can defines,certain finite categories,can be further generalized,by defining a q valued euler characteristic,certain finite categories notion compatible euler characteristics graphs orbifolds posets mentioned above,tier2_semantic,0.7767
constitutional amendments,curtailed,role governor general,series three constitutional amendments,severely curtailed,role governor general irish free state,tier2_semantic,0.7766
viewer,happens upon,recurring show elements,show,happening upon,spoof adverts short sketches recurring show elements,tier2_semantic,0.7764
they,conspired,e books,suit,alleged that,they conspired fix prices e books,tier2_semantic,0.7763
manumission agreements,may specify,duties,their mission,for,specific mandate,tier2_semantic,0.7763
strauss,could and an invited audience,dress rehearsal,single dress rehearsal salzburg,in order that,strauss could hear work performed,tier2_semantic,0.7763
rsno,performs,caird hall,rsno,performs at such venues as,caird hall,tier2_semantic,0.7762
byers,encourages,based idealistic values,byers,encourages,attendees his lecture re appropriate it order its meaning have positive purpose based idealistic values,tier2_semantic,0.7752
gavin hood,best known for,tsotsi,gavin hood,of,south africa,tier2_semantic,0.7748
legislation,removes,remarriage prohibition,law,removes,remarriage prohibition receive death benefits spouses police officers firefighters killed while serving public good,tier2_semantic,0.7745
gods,might,political social terms,greek pagans,saw their relations with the gods in,political terms,tier2_semantic,0.7744
venezuelan government,required,least 25 their airtime,venezuelan government,required that all private television stations dedicate at least 25 of their airtime to,programs created community groups non profits other independent producers,tier2_semantic,0.7742
his works,span,range,his works,span a wide range of,topics,tier2_semantic,0.7741
country,tempered,ethiopian traditions,plans modernization,tempered by,ethiopian traditions,tier2_semantic,0.774
attorney general,clashed with,daniel o connell,he,clashed with,daniel o connell,tier2_semantic,0.7735
mutation,gives,coordination,mutation,gives him,superhuman coordination,tier2_semantic,0.7733
alliance,plays,role,team,enshrined as,group,tier2_semantic,0.7715
event,flooded,underpasses,1 200 year event,flooded,major underpasses,tier2_semantic,0.7713
he,earned,marketing nickname,he,earned,marketing nickname pavarotti organ,tier2_semantic,0.7709
he,chosen,1845,he,readmitted,1841,tier2_semantic,0.7709
objects,not contribute,significantly,objects are so far away,do not contribute significantly to,final image,tier2_semantic,0.7705
newly solvent airline,debut,new image,celine dion,helped debut,newly solvent airline s new image,tier2_semantic,0.7704
time,could is fifth song of,dark side moon,time,the fifth song from,pink floyd s 1973 album dark side moon,tier2_semantic,0.7699
affiliations,depending,events,affiliations,with,clubs,tier2_semantic,0.7695
he,appearing,character,he,appearing in,total seven issues,tier2_semantic,0.769
grants,subject,leases,leases,subject to,small nominal ground rents,tier2_semantic,0.7686
billboard,ranked,thirty second,billboard magazine,ranked the album,thirty second,tier2_semantic,0.7683
second session,produced,joe primrose s st james infirmary,second session,produced,joe primrose s st james infirmary sad mood i ve just got forget you,tier2_semantic,0.7682
hiester,born,july 17 1749,hiester,the son of,german immigrant daniel hiester,tier2_semantic,0.7681
citizens responsibility ethics washington,against,bond,ethics committee complaint,filed against,bond,tier2_semantic,0.7681
other officers,try,finish,other officers,killed,when they try finish fight,tier2_semantic,0.7678
many its descendants,become,rebbes,many nadvorna dynasty s descendants,become,rebbes,tier2_semantic,0.7673
abs,give,free bible,abs,formed a partnership to give a free bible to,each its new homeowners united states,tier2_semantic,0.767
st michael,considered,patron saint,st michael,considered to,patron saint colonial maryland,tier2_semantic,0.7666
matoran,met,each other,they,decided to track down,matoran,tier2_semantic,0.766
piffaro,performs,elsewhere,piffaro,in addition will be touring,elsewhere,tier2_semantic,0.7657
they,weaken,amazon com s position,suit,alleged that,they conspired weaken amazon com s position market,tier2_semantic,0.7656
he,played,perker,he,played,perker adaptation pickwick papers,tier2_semantic,0.7656
he,without did,church position,he,supported himself without any supplement from,church position,tier2_semantic,0.7655
strategy,target,differentiation,porter,wrote that strategy target either,differentiation,tier2_semantic,0.7643
models,likely produce,15 000,models,produce figures between,15 000 soldiers,tier2_semantic,0.7631
he,suggest was converted to,catholicism,1 individual,belonged to,christian catholic faith,tier2_semantic,0.7629
heterosexual relationships,portrayed,issue,form violence,often portrayed as,issue within context heterosexual relationships,tier2_semantic,0.7628
duties,may,customary,these services,provided in compliance with,federal law,tier2_semantic,0.7627
plants,adapted to,limestone soils,inyo rock daisy,adapted to,unique limestone soils mountains,tier2_semantic,0.7621
provisions,make,cannon caliber,big gun model warship combat clubs rules,make provisions for,cannon caliber be scaled according which existed prototype vessel,tier2_semantic,0.7607
king,refers to,grandmother,king,often refers to,comical contradictions between material reality her upbringing snobbish behavior her grandmother,tier2_semantic,0.7603
johns,took,adolf eichmann,adolf eichmann,a,senior nazi ss officer,tier2_semantic,0.7603
animal,no shows,sociality traits,animal cares its young but shows no other sociality traits,said to,subsocial,tier2_semantic,0.7602
commissioners,inspect,royal administrative affairs,commissioners,sent to,provinces,tier2_semantic,0.7602
town,served by,second station,city,served by,two long distance bus stations,tier2_semantic,0.7596
triple alliance triple entente,led to,first world war,algeciras conference,led to,first world war,tier2_semantic,0.7585
she,alongside,david tennant,she,provided an audio commentary for the episode alongside,david tennant,tier2_semantic,0.7583
anti monitor,create,antimatter waves,positive matter new york city,will be to create,anti monitor s antimatter waves,tier2_semantic,0.7578
it,spoken,dialect,it,essentially the same as,dialect spoken xiamen,tier2_semantic,0.7576
he,joined,school,he,separated from,his family,tier2_semantic,0.7575
researchers,found,metallic conductivity,researchers,found,metallic conductivity charge transfer complex ttf tcnq,tier2_semantic,0.7574
eisner,visited,lower east side,eisner,often visited,his work,tier2_semantic,0.7565
implementations,can record,data during development debugging analyzing performance,implementations other osids,can use the service to record detailed data,during analyzing performance,tier2_semantic,0.7557
james mack,collaborated,davis,arranger james mack,collaborated with davis for,turning point,tier2_semantic,0.7555
suomen turistiauto,merged with,its bus operations,suomen turistiauto,merged with,another city owned company form new bus company called helsingin bussiliikenne,tier2_semantic,0.7555
ones,can not equals,one,number ones,equals,number zeros plus one,tier2_semantic,0.7553
greek roman pagans,might scorned,man,roman pagans,scorned,man who constantly trembled fear thought gods,tier2_semantic,0.7547
hamburg concathedral,formed,cathedral immunity district,cathedral immunity district,of,prince archbishopric bremen,tier2_semantic,0.754
andrea bianco,comprises,atlas,andrea bianco s atlas 1436,bound,18th century,tier2_semantic,0.7533
television station,broadcast,daily programming,tv8 network,the established common name between,three stations,tier2_semantic,0.7532
she,makes,innuendo,she,makes,innuendo relating slang use beaver,tier2_semantic,0.7529
many,removed,psychosocial burden,many,surgically removed for,relief psychosocial burden,tier2_semantic,0.7529
bill dimovski,adopted,policy,senior team,adopted by,bill dimovski,tier2_semantic,0.7505
langford,used,his,fight,hardly a scratch on,langford,tier2_semantic,0.7502
wild cards,defines,events,level importance,pertaining to,event,tier2_semantic,0.75
pete ingram,survived,burnham,pete ingram,buried at,three rivers cemetery,tier2_semantic,0.7497
they,do not,possess,zero,unsure of,who he is,tier2_semantic,0.7496
barrett s esophagus,occurs in,cuboidal cells,this,occurs,those barrett s esophagus,tier2_semantic,0.7493
most,depended,economy,economy ostrov,based on,food industries,tier2_semantic,0.749
mature entrants teaching profession,could not afford,give up work,it,originally aimed at,mature entrants teaching profession,tier2_semantic,0.7483
trumbull,credited,incorrectly,trumbull,often incorrectly credited as,sole special effects creator 2001,tier2_semantic,0.7479
wide acceptance,may requires,building code regulations,wide acceptance zero energy building technology,may require more,building code regulations,tier2_semantic,0.7477
district,provides,basis,commissioner,of,public property,tier2_semantic,0.7468
area,provides,services,border district,in,north,tier2_semantic,0.7467
he,sent,live,he,sent to,united states,tier2_semantic,0.7459
matau,not,particularly frustrated,matau,particularly frustrated at following,what he considered delusions fire spitter,tier2_semantic,0.7456
speakers language,favor,workplace,speakers language,believe that abandoning their own language language in favor of the other language will help them achieve,certain goals within workplace,tier2_semantic,0.7453
group,featured,southeast asia,jakarta,in,southeast asia,tier2_semantic,0.7448
graner,could was asked,time,he,asked graner,time so he could pray,tier2_semantic,0.7445
students,ought to achieve,minimum level academic preparation,recommended g courses,illustrate,minimum level academic preparation students ought achieve high school undertake university level work,tier2_semantic,0.7444
she,taken,hand,her image,held,aloft,tier2_semantic,0.7443
time,can,consuming,one example,could,time,tier2_semantic,0.7437
ryan cameron,lobby,petition,morning show host ryan cameron,lobbied by putting together,petition listeners,tier2_semantic,0.7427
club,sees,sixth,this,sees,club ranked sixth terms premierships won,tier2_semantic,0.7426
building,undergone,transformation,cathedral,thoroughly renovated,2008,tier2_semantic,0.7425
attempts,supplied,literature,considerable resistance,to popularize,practice,tier2_semantic,0.7424
billboard,ranked,twelfth,billboard magazine,placing the album,twelfth,tier2_semantic,0.7418
they,held,workshop,its objective is,to organize,workshops local international conferences,tier2_semantic,0.7418
0 95,born,european union,0 95 population leigh,born within,rest european union,tier2_semantic,0.7416
second station,in,valley,s d station,being restored,currently,tier2_semantic,0.7406
pete lehr field,the name of,field,field lake elsinore diamond,named,pete lehr field,tier2_semantic,0.7393
morena,help,help,she,had the help of,morena,tier2_semantic,0.7381
city council,refrain,interfere,city council,would refrain to interfere,district immunity status around cathedral st peter,tier2_semantic,0.7377
two songs,can,love,breathe,the first song of,same album,tier2_semantic,0.7375
administration,located,around cathedral st peter,part administration bremen cathedral,located,district immunity status around cathedral st peter,tier2_semantic,0.7371
asian species,introduced,east africa,cultivation,introduced to,east africa,tier2_semantic,0.7367
meeting,one of the few,held uk,crz,organized in,meeting,tier2_semantic,0.7366
attempts,supplied,bridge,several attacks,on,building,tier2_semantic,0.7365
dyrrhachium,surrendered,basil ii,governor important adriatic port dyrrhachium,surrendered the town to,basil ii,tier2_semantic,0.7365
practice,can reduces,government interest costs,practice,simply reduces government interest costs rather than,truly canceling government debt can result hyperinflation if used unsparingly,tier2_semantic,0.7364
staff,informed,5pm,staff s personal emails,closed,shortly thereafter 10pm gmt,tier2_semantic,0.7363
bsa,gave,local councils,government,of,karnataka,tier2_semantic,0.7363
it,part of,lancashire,ribble valley district,part of,non metropolitan county lancashire,tier2_semantic,0.7362
restrictions,recall,nesach hayayin temple altar,nesach hayayin temple altar,cessation with,destruction temple,tier2_semantic,0.7359
he,advocated,war,he,prefers,his domestic peace,tier2_semantic,0.7349
cyprinidae,went,extinct,considerable number cyprinidae,went entirely extinct,southwestern north america,tier2_semantic,0.7347
dialects,speak,they,are,the dialects they speak,similar but have different intonations,tier2_semantic,0.7343
continuing duties,may became,common,continuing duties specified freed slaves,became,more common,tier2_semantic,0.7324
parts,can mark,foundations,pillars,in,line,tier2_semantic,0.7322
opponents,referred to,rogue s island,rogue s island,in,new england,tier2_semantic,0.732
charlotte,played by,barrie,barrie,charlotte in,television movie use hall,tier2_semantic,0.7317
these skills,proven,berlin crisis,crisis,in,berlin,tier2_semantic,0.731
