sent_id,Subject,Predicate,Object,sentence,final_decision,pred_has_negation
sent_0594,decision,no be,planned,No announcement from UTV was made about the decision to close the station earlier than planned .,REJECT,True
sent_0596,Not everyone,not trusts,Vakama,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,ACCEPT,True
sent_0596,Not everyone,not trusts,Matau,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,UNVERIFIED,True
sent_0596,Vakama,not has,vision,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,REJECT,True
sent_0596,Matau,not considers,delusions,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,REJECT,True
sent_0596,Matau,not considers,fire-spitter,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,REJECT,True
sent_0596,Vakama,not is,fire-spitter,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,REJECT,True
sent_0596,Not everyone,not decides,track,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,ACCEPT,True
sent_0596,Not everyone,not decides,track the matoran,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,ACCEPT,True
sent_0596,Matau,not is,"particularly, frustrated",Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,ACCEPT,True
sent_0598,The epilogue,not referred to,The Castaway,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",REJECT,True
sent_0598,The epilogue,not,an afterthought,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",ACCEPT,True
sent_0598,The epilogue,not supplied,too late,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",ACCEPT,True
sent_0598,The narrative,not referred to,sequel,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",REJECT,True
sent_0598,The narrative,not will,be seen,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",REJECT,True
sent_0598,abandonment,not befell,myself,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",REJECT,True
sent_0651,The Persian contingent,without abandoned,it,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",REJECT,True
sent_0651,The Persian contingent,without guard,the defile,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",ACCEPT,True
sent_0651,Alexander,without passed,through,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",REJECT,True
sent_0651,Alexander,without passed,without any problems,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",ACCEPT,True
sent_0651,The Persian contingent,without supposed to,guard,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",ACCEPT,True
sent_0651,The defile,without was,supposed to guard,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",ACCEPT,True
sent_0651,The Persian contingent,without soon,abandoned,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",ACCEPT,True
sent_0651,Alexander,without went,through,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",ACCEPT,True
sent_0702,The staff,not provides,a family-style home-cooked dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,The staff,not provides,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,The staff,not provides,every night,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,The staff,not provides,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Dartmouth students,not attend,a family-style home-cooked dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Dartmouth students,not attend,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Dartmouth students,not attend,every night,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Dartmouth students,not attend,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Community members,not attend,a family-style home-cooked dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Community members,not attend,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Community members,not attend,every night,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Community members,not attend,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Appalachian Trail thru-hikers,not attend,a family-style home-cooked dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Appalachian Trail thru-hikers,not attend,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Appalachian Trail thru-hikers,not attend,every night,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Appalachian Trail thru-hikers,not attend,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Tourists,not attend,a family-style home-cooked dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Tourists,not attend,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Tourists,not attend,every night,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Tourists,not attend,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Dartmouth professors,not attend,a family-style home-cooked dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Dartmouth professors,not attend,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Dartmouth professors,not attend,every night,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0702,Dartmouth professors,not attend,dinner,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",REJECT,True
sent_0716,Households,no had,children under the age of 18 living with them,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",REJECT,True
sent_0716,Households,no had,married couples living together,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",REJECT,True
sent_0716,Households,no had,a female householder with no husband present,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",REJECT,True
sent_0716,Households,no were,non-families,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",REJECT,True
sent_0716,Children under the age of 18 living with them,no were,households out of which 30 1,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",REJECT,True
sent_0716,Married couples living together,no were,49 7 were,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",REJECT,True
sent_0716,A female householder with no husband present,no were,11 9 had a female householder,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",ACCEPT,True
sent_0716,Non-families,no were,36 4 were,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",ACCEPT,True
sent_0717,Households,no had,children under the age of 18 living with them,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",REJECT,True
sent_0717,Households,no had,married couples living together,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",REJECT,True
sent_0717,Households,no had,a female householder with no husband present,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",REJECT,True
sent_0717,Households,no were,non-families,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",REJECT,True
sent_0717,Children under the age of 18 living with them,no were,households out of which 35 00,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",REJECT,True
sent_0717,Married couples living together,no were,56 30 were,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",REJECT,True
sent_0717,A female householder with no husband present,no were,7 50 had a female householder,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",ACCEPT,True
sent_0717,Non-families,no were,32 50 were,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",ACCEPT,True
sent_0718,Households,no had,children under the age of 18 living with them,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",REJECT,True
sent_0718,Households,no had,married couples living together,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",REJECT,True
sent_0718,Households,no had,female householder with no husband present,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",REJECT,True
sent_0718,Households,no were,non-families,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",REJECT,True
sent_0718,Children under the age of 18 living with them,no were,households out of which 35 3,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",REJECT,True
sent_0718,Married couples living together,no were,31 7 were,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",ACCEPT,True
sent_0718,Female householder with no husband present,no were,31 5 had a female householder,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",ACCEPT,True
sent_0718,Non-families,no were,6 524 households,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",REJECT,True
sent_0740,Medieval school of Jewish Philosophy,no framed,Judaism,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .",REJECT,True
sent_0740,Medieval school of Jewish Philosophy,no framed,Greek thought,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .",REJECT,True
sent_0740,Medieval school of Jewish Philosophy,no framed,human intellect,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .",REJECT,True
sent_0740,God the Infinite,no has,no needs,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .",ACCEPT,True
sent_0750,Uncle Sam,not prefers,small beer,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",REJECT,True
sent_0750,he,not is,a yeoman,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",REJECT,True
sent_0750,he,not prefers,domestic peace,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",REJECT,True
sent_0750,he,not possesses,neither patriarchal power nor heroic defiance,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",ACCEPT,True
sent_0750,he,is not,a figure of authority,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",ACCEPT,True
sent_0757,Stauffenberg,could no convinced,that no one in the room could have survived,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",REJECT,True
sent_0757,the explosion,could no tore,the hut,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",REJECT,True
sent_0757,the room,could no contained,no one,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",ACCEPT,True
sent_0757,the explosion,could no went through,the hut,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",REJECT,True
sent_0757,Stauffenberg,could no thought,that no one in the room could have survived,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",REJECT,True
sent_0760,Cosmos,might no expressed concern for,Battra,"With no assigned task , the Cosmos expressed concern for what Battra might do .",UNVERIFIED,True
sent_0771,he,without gave,recitals,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",REJECT,True
sent_0771,he,without gave,concerts,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",REJECT,True
sent_0771,he,without gave,master classes,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",REJECT,True
sent_0771,he,without did,or church position,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",ACCEPT,True
sent_0771,he,without was,one of only a few,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",ACCEPT,True
sent_0771,he,without was,concert organists,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",REJECT,True
sent_0771,he,without was,worldwide,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",REJECT,True
sent_0774,Condon,not saw,Hauptmann,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",REJECT,True
sent_0774,Condon,not told,Turrou,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",REJECT,True
sent_0774,Condon,not claimed,John,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",REJECT,True
sent_0774,Condon,not passed,ransom money,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",UNVERIFIED,True
sent_0774,Condon,not passed,money,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",REJECT,True
sent_0774,Hauptmann,not was,not,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",ACCEPT,True
sent_0774,Condon,not identified,Hauptmann,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",REJECT,True
sent_0774,Turrou,not was,FBI Special Agent,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",UNVERIFIED,True
sent_0774,Hauptmann,not was,in a lineup,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",REJECT,True
sent_0774,Condon,not went,Greenwich Street Station,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",REJECT,True
sent_0774,Hauptmann,not was,in a lineup at,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",REJECT,True
sent_0774,Condon,not went,New York Police Department,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",REJECT,True
