pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
these beams,come from,omega effect,these beams,stem from,cosmic energy source called omega effect,tier2_semantic,0.8293
necro,became a member of,pwg roster,necro,became,regular member,tier2_semantic,0.8293
mcgee,confirmed,permission,he,received permission to use his name,mcgee,tier2_semantic,0.8288
leigh,born in,european union,0 95 population leigh,born within,rest european union,tier2_semantic,0.8275
applications,record,activity,applications,can use this service to record,activity production system,tier2_semantic,0.8275
rapids,at the head of the south fork,were removed,rapids,at,head south fork,tier2_semantic,0.8273
gameplay,reach,level,gameplay,very,basic,tier2_semantic,0.8272
victoria waterloo tunnels,pulled,locomotives,trains,being cable hauled via,victoria tunnel,tier2_semantic,0.827
sukhum,associated with,georgian ssr,sukhum,functioned as,capital union treaty abkhaz soviet socialist republic associated georgian ssr,tier2_semantic,0.8268
enantioselectivity,important,reaction,enantioselectivity reaction,important because,only s enantiomer is medicinally desirable,tier2_semantic,0.8264
sergeant jericho,and,other officers,ballard,left,after sergeant jericho other officers are killed,tier2_semantic,0.8263
mature entrants teaching profession,could not afford,undertake traditional method teacher training,it,originally aimed at,mature entrants who could not afford give up work undertake traditional method teacher training such pgce,tier2_semantic,0.8259
lightweight carbon fiber,known for,lightness,body,made largely of,lightweight carbon fiber kevlar,tier2_semantic,0.8257
he,destroy,plain,explosion,not enough to kill,him,tier2_semantic,0.8255
women,of,communities,attire,also become popular,women other communities,tier2_semantic,0.8253
yusuf ali kenadid,controlled,region,yusuf ali kenadid,controlled,somalia region,tier2_semantic,0.825
doctrine,demands,tankettes,infantry based part doctrine,demanded,tankettes,tier2_semantic,0.825
manoeuvre tanks,used,conjunction,manoeuvre tanks,will be used in conjunction with,motorized forces,tier2_semantic,0.8248
funding priorities,select,grants,each programs,uses,combination funding priorities geographic requirements select grants,tier2_semantic,0.8248
germans,correct,shortfall,germans,would be able to correct any shortfall if given,data,tier2_semantic,0.8247
manifold,not,sphere same dimension,prime manifold connected sum more one manifold,not the,sphere same dimension,tier2_semantic,0.8247
her image,signifies,earth,her image held aloft,signifies,earth which hangs air,tier2_semantic,0.8245
she,blames,spider man,she,angrily refusing since,she blames spider man her scars,tier2_semantic,0.824
he,played,pickwick papers,he,played,perker adaptation pickwick papers,tier2_semantic,0.8239
signal,barely hearable,northern reaches dekalb county,it,barely hearable,northern reaches dekalb county,tier2_semantic,0.8236
inge,walks,to,inge,walks through,fields,tier2_semantic,0.8232
she,relates,beaver,she,makes,veiled references relating slang use beaver,tier2_semantic,0.8231
gwen andrews,provides,feminine interest,tess trueheart,provides,feminine interest,tier2_semantic,0.823
fans,canceled,subscriptions,fans,cancellled,their xm radio subscriptions,tier2_semantic,0.8229
beast,contort,body,beast,contorting gracefully,his body,tier2_semantic,0.8227
fuselage,houses,engine,fuselage,housed,water cooled inverted v v 12 engine,tier2_semantic,0.8226
boys,played,scrabble,two grinning boys,playing,board game scrabble,tier2_semantic,0.8226
holkins,bring,carl back,holkins,reserved the right to bring carl back,any time krahulik goes france,tier2_semantic,0.8225
nazis,permit,single dress rehearsal,nazis,did however permit,single dress rehearsal salzburg,tier2_semantic,0.8224
solid lump,should,re chilled,solid lump dripping,should be re chilled for use,future,tier2_semantic,0.8222
leigh,born in,united kingdom,2 10 population leigh,born,elsewhere within united kingdom,tier2_semantic,0.8219
great lakes,shipwreck,le griffon,le griffon,reported to,holy grail great lakes shipwreck hunters,tier2_semantic,0.8218
strauss,and an invited audience,hear dress rehearsal,single dress rehearsal salzburg,in order that,strauss could hear work performed,tier2_semantic,0.8217
lake,used for,fishing,dam creek,created,lake covering fishing,tier2_semantic,0.8217
alliance,islamic ethics,plays,alliance,plays a significant role in,islamic ethics,tier2_semantic,0.8215
erasistratus,suspects,antiochus s suffering,doctor,suspects love is behind,antiochus s suffering,tier2_semantic,0.8212
walcott,made,attacks,langford,used his footwork to evade,all walcott s attacks,tier2_semantic,0.821
she,taken,deptford dockyard,she,taken in hand at,deptford dockyard,tier2_semantic,0.8206
his main power,fires,concussive force,omega beam,fires from his eyes as,concussive force,tier2_semantic,0.8198
australian amber wing,land,ts fs wake wake 900,amber wing,the first woman,land ts fs wake wake 900,tier2_semantic,0.8191
gwen andrews,provides,same kind interest tess trueheart,tracy s secretary gwen andrews,provides the same kind of feminine interest as,tess trueheart,tier2_semantic,0.819
club,premierships,won,club,ranked sixth in terms of,premierships won,tier2_semantic,0.8189
she,studied,guidance,her master degree,in the field of,guidance,tier2_semantic,0.8187
antigenicities,of,wild viruses,vaccines,fail to protect the vaccinees when,antigenicities seed strains wild viruses do not match,tier2_semantic,0.8187
peter bywaters,offers,his home brighton,peter bywaters,his home,brighton,tier2_semantic,0.8177
stephanie,dons,costume again,each time cluemaster,escapes,stephanie dons her costume again,tier2_semantic,0.8174
burnham,at,his home,burnham,his home in,santa barbara california,tier2_semantic,0.8173
he,develops,significance,he,develops significance as,recurrent character series,tier2_semantic,0.817
bill dimovski,adopts,policy,senior team,adopted by,bill dimovski,tier2_semantic,0.8167
a,firearms,response,less lethal weapons,for,use against threats do not justify firearms response,tier2_semantic,0.8166
ashbourne,connected,north staffordshire railway,single line,connected with,north staffordshire railway,tier2_semantic,0.8165
broadcast,contained,homeless man,opie anthony,a broadcast featuring,homeless man who wandered studio,tier2_semantic,0.8163
city,originally named,nordland,platted streets city originally named nordland,given,norwegian names,tier2_semantic,0.8162
montgomery blair s science,math,technology academy specializes engineering,montgomery blair s science math technology academy,specializes in,engineering,tier2_semantic,0.8161
piffaro,performs,canada,piffaro,in addition will be touring throughout,canada,tier2_semantic,0.8158
robin,see,ariana,robin ariana,unable to see,each other,tier2_semantic,0.8156
riders,shouting,abuse,riders,shouting in particular,abuse race doctor pierre dumas,tier2_semantic,0.8147
naguib,pressured by,nasser,naguib,began showing,signs independence nasser,tier2_semantic,0.8146
xm,suspended,service subscribers,xm,did offer to,subscribers who called complaints suspension,tier2_semantic,0.8144
national archives canada,overlooks,ottawa river,ottawa river,in,canada,tier2_semantic,0.8144
manual,describes,understanding,interpretations,become more,inward,tier2_semantic,0.8143
signal,barely hearable,northern reaches fulton county,it,barely hearable,northern reaches fulton county,tier2_semantic,0.8142
they,point,easy learn languages,tok pisin,an,easy learn languages,tier2_semantic,0.814
kostabi,release,spectre modernism,kostabi s other releases,include,spectre modernism,tier2_semantic,0.814
leigh,born in,england,1 47 population leigh,born,elsewhere world,tier2_semantic,0.814
nasser,took,control,nasser,took control from,naguib loyalist sulayman hafez,tier2_semantic,0.8133
first library huntington beach,opened,1909,first library,opened,huntington beach,tier2_semantic,0.8129
car,recorded,parking lot,car used stealth,recorded,just outside studio parking lot,tier2_semantic,0.8126
mike mcgurk,bears resemblance to,tracy s partner,comic relief sidekick mike mcgurk,bears some resemblance to,tracy s partner strip pat patton,tier2_semantic,0.8126
yost,to,contract extension,yost,signed to a contract extension,through 2013 season,tier2_semantic,0.8121
he,acquitted,twice,he had spent 11 years jail,despite,having been acquitted twice,tier2_semantic,0.8111
fractional quantum hall effect,continue,be influential,hall effect,a,fractional quantum theories about topological order,tier2_semantic,0.8111
barrie,in,use hall,barrie,in,television movie use hall,tier2_semantic,0.8107
strategy,target,cost leadership,porter,wrote that strategy target either,cost leadership,tier2_semantic,0.8102
problems,with,propolice,problems,with,comanche,tier2_semantic,0.8101
laser,cuts,portion,laser,cuts a portion of,prostate,tier2_semantic,0.81
french community,vice versa,walloon region,walloon region,remains,principle distinct independent french community vice versa,tier2_semantic,0.8097
commissioner parks public property,heads,one departments,commissioner,of,parks,tier2_semantic,0.8092
lake,used for,boating,dam creek,created,lake covering boating,tier2_semantic,0.8089
they,remained,their elderly ages,they,remained together,their elderly ages,tier2_semantic,0.8089
these,require,macro programming,macro programming,requiring,control key,tier2_semantic,0.8088
medical clinics,provide,local necessities,medical clinics,providing with local necessities,plant workers,tier2_semantic,0.8085
cases,relate to,tax credits,it,deals with cases of fraud in relation to,tax credits,tier2_semantic,0.8083
carl,claim,not his first time rodeo,carl uses,old magic to tame,deep crow claiming it is not his first time rodeo,tier2_semantic,0.8082
conte quinto mazzolini,sought,placing zionism under aegis italian fascism,lehi terrorist group,sought to exchange placing zionism under the aegis of italian fascism for,italian recognition jewish sovereignty,tier2_semantic,0.8081
tsotsi,academy award winning,foreign language film,gavin hood,best known for directing,academy award winning foreign language film tsotsi,tier2_semantic,0.8079
piffaro,performs,europe,piffaro,in addition will be touring throughout,europe,tier2_semantic,0.8079
she,studied,controls,her master degree,in the field of,controls,tier2_semantic,0.8076
knievel,in,illinois,chicago,in,illinois,tier2_semantic,0.8075
extreme southeast,inhabitants,speak,khengkha,spoken,extreme southeast,tier2_semantic,0.8074
aiseau,dedicated,logging,aiseau,logging to the industry,historically,tier2_semantic,0.8074
peter kharitonov,authored,draft,tsar,chose to accept,draft authored peter kharitonov,tier2_semantic,0.8069
he,in,north carolina,hillsborough,in,north carolina,tier2_semantic,0.8066
he,still,does,he,unlike,uncle sam,tier2_semantic,0.8062
cases,relate to,indirect taxes,it,deals with cases of fraud in relation to,indirect taxes,tier2_semantic,0.8056
mashapaug road,sometimes called,old route 15,locals,sometimes call portions of mashapaug road,old route 15,tier2_semantic,0.8051
manifold,can be presented as,connected sum more one manifold,prime manifold,can not be presented as a connected sum of,more one manifold none which is sphere same dimension,tier2_semantic,0.8051
xiamen,speaks,minnan languages,dialect,spoken in,xiamen,tier2_semantic,0.805
he,brought up as,member church scotland,contemporary near contemporary accounts,suggest that,he was brought up member church scotland,tier2_semantic,0.8047
gameplay,shoot,continually,player,must shoot constantly,continual stream enemies,tier2_semantic,0.8044
banpresto,produces,super robot wars,dangaioh s storyline elements,appeared in,banpresto s super robot wars games,tier2_semantic,0.8044
water molecules,leading to,increase,releasing some water molecules bulk water,leading to,increase entropy,tier2_semantic,0.8043
staff,receives,conferences,crz,organized in,meeting,tier2_semantic,0.8042
robotech,from the stars,comic book mini series,edwards s early years,re imagined in,comic book mini series robotech stars,tier2_semantic,0.804
they,believe,christians,they,believe in god not as,trinity accepted vast majority christians,tier2_semantic,0.8039
three year programs,offered,various fields,two three year programs,offered,various fields through divisions games animation industrial design performing arts information communications human care,tier2_semantic,0.8037
california,been executed,nearly 37 times fewer inmates texas,california,executed,inmates,tier2_semantic,0.8036
she,raising,her own children,then,she was raising not only her own children but also,her nephews,tier2_semantic,0.8036
pascalina,assisted,pope,magazzino,assisted,pope,tier2_semantic,0.8035
cases,relate to,direct taxes,it,deals with cases of fraud in relation to,direct taxes,tier2_semantic,0.8032
area,provides,non residents,specific neighborhoods,in,new york city,tier2_semantic,0.803
mackenzie king,erected,statue civil servants,two statues civil servants,erected,ottawa,tier2_semantic,0.8028
greek roman pagans,scorned,man,roman pagans,scorned,man who constantly trembled fear thought gods,tier2_semantic,0.8027
mcgee,corresponds with,family,mcgee,correspondence between,his family,tier2_semantic,0.8027
strauss,and an invited audience,hear work performed,invited audience,could hear,work performed,tier2_semantic,0.8025
video concert hall,appeared,early morning,video concert hall,appearing on,early morning daytime late night early evening timeslots alike,tier2_semantic,0.8021
matau,considers,delusions,matau,particularly frustrated at following,what he considered delusions fire spitter,tier2_semantic,0.8019
he,appointed,in,he,sent to,united states,tier2_semantic,0.8015
warriors,strike,moments weakness,manual warriors,describes,necessity striking moments weakness,tier2_semantic,0.8007
henry stephens,became,ink magnate,he,became a,ink magnate,tier2_semantic,0.8007
john crozier jr,building,human powered flying machine,his son,building,human powered flying machine,tier2_semantic,0.8006
signal,barely hearable,northern portions atlanta,it,barely hearable,northern portions atlanta,tier2_semantic,0.8006
ed,explain,what happened,ed,tries to explain,what happened skeptical pete,tier2_semantic,0.8003
aramata collection,contains,18th 19th centuries,his aramata collection,houses,rare books 18th century,tier2_semantic,0.8002
barrie,played the role of,charlotte,barrie,starred as,lead named jane waterleigh,tier2_semantic,0.8
monastery,of,his order,fr,directed to found in the united states,monastery his order,tier2_semantic,0.7999
car,transmission,custom three speed transmission,rodeck resleevable modified chevrolet 350 ci v8 racing engine,coupled to,custom three speed transmission,tier2_semantic,0.7999
harvard library,meets,plans,library board,charged with reviewing,strategic plans harvard library,tier2_semantic,0.7999
attorney general ireland,held by,he,governor general,of,irish free state,tier2_semantic,0.7997
erotica pornography,produced by,men,erotica involving sex between women,been predominantly produced by,men,tier2_semantic,0.7994
he,won,stockholm,6th european championships,in,stockholm,tier2_semantic,0.799
duties,may,be,their mission,for,specific mandate,tier2_semantic,0.799
dreamer,features,performances,dreamer,a,single,tier2_semantic,0.7988
event,damaged,commercial properties,1 200 year event,damaged,commercial properties,tier2_semantic,0.7988
grandmother,required,high standards behavior,her grandmother,required from florence,high standards behavior,tier2_semantic,0.7986
mutation,gives,balance,mutation,gives him,superhuman balance,tier2_semantic,0.7986
lords baltimore,grants,land,all grants land lords baltimore,in the shape of,leases subject small nominal ground rents,tier2_semantic,0.7981
pascalina,helped,pope,pascalina,led the magazzino to assist,pope,tier2_semantic,0.7981
gallo roman period,a,segment,important segment original surrounding wall,from,gallo roman period,tier2_semantic,0.7978
latchford viaduct,opened,8 july 1893,latchford viaduct,opened to carry the london and north western railway s stockport to warrington line over,manchester ship canal,tier2_semantic,0.7973
bbc content,lampooned,satellite television,it,often lampooned,low budget quality satellite television available uk time,tier2_semantic,0.7973
hilf al fudul,established to,establish fair commercial dealing,hilf al fudul,to establish fair commercial dealing,islamic prophet muhammad,tier2_semantic,0.7966
french,can mean,whole body law,droit,in,french,tier2_semantic,0.7961
he,began,collaborate,he,began to collaborate with,some newspapers,tier2_semantic,0.7957
sponsors,pulled,advertising,some sponsors,moreover pulled in protest of the suspension,their advertising,tier2_semantic,0.795
he,gave,speech,he,died after giving,speech,tier2_semantic,0.7949
neighborhood,comprises,area,other streets,in,neighborhood,tier2_semantic,0.7949
she,studied,instrumentation,her master degree,in the field of,instrumentation,tier2_semantic,0.7945
matoran,brought,toa stone,each matoran,brought,their toa stone,tier2_semantic,0.7944
senchuk,appointed as,governor lviv region,senchuk,appointed as,governor,tier2_semantic,0.7944
legislation,provides,state pensions,legislation,provides state pensions to,surviving family members police firefighters emergency services workers who die line duty,tier2_semantic,0.7938
draft,authored,peter kharitonov,draft authored peter kharitonov,accept as,basis new constitution,tier2_semantic,0.7937
spirits,plan,exterminate humans,spirits,believe that,humans plan exterminate humans mars,tier2_semantic,0.7936
zhangzhou,speaks,minnan languages,locals,speak,version minnan language,tier2_semantic,0.7934
two train operators,try,finish,two train operators,killed,when they try finish fight,tier2_semantic,0.7932
comanche program,built,parts,each company built different parts aircraft,under,comanche program,tier2_semantic,0.7931
models,produce,15 000,models,produce figures between,15 000 soldiers,tier2_semantic,0.7926
they,include,merlyn,some most dangerous assassins,including,merlyn,tier2_semantic,0.7926
charles,disbanded,army,shaftesbury,worried that,army was not disbanded,tier2_semantic,0.7918
spennymoor town f c,played,may 2013,spennymoor town f c,the main,football team,tier2_semantic,0.7915
graner,take,him,graner,left with feet dangling,him,tier2_semantic,0.7913
they,opened for,bob dylan,they,opening for,acts such u2 bob dylan,tier2_semantic,0.7911
it,must be done,foot,it,if attempted must be done on,foot,tier2_semantic,0.791
laser,used for,cutting,laser,cuts instead of ablating,tissue,tier2_semantic,0.7908
they,go,dormancy,they,usually go through,period dormancy,tier2_semantic,0.7902
video,utilize,feature,video,the first to feature,use dialogue,tier2_semantic,0.7901
short feud,led to,match,short feud evil jillian hall,led to,two having match velocity,tier2_semantic,0.79
royal couple,lived,during,royal couple,of,sweden,tier2_semantic,0.79
fans,smashed,xm units,some fans,smashing,their xm units,tier2_semantic,0.7899
stephanie,dons,her,he stephanie,work as,partners,tier2_semantic,0.7898
old city,located,meaux,historical buildings,mainly located in,old city,tier2_semantic,0.7898
keats,trained by,hammond,keats,medical training with,hammond,tier2_semantic,0.7897
funds,donated,west bronx neighborhood association inc,gonzalez,accused of defrauding the west bronx neighborhood association inc by,using funds donated organization order pay over 37 000 personal expenses,tier2_semantic,0.7895
mutation,gives,flexibility,mutation,gives him,superhuman flexibility,tier2_semantic,0.7894
freeway,crossed by,us 258,us 258 two state highways,cross,tar river freeway then exit us 64 onto mutual boulevard,tier2_semantic,0.7894
virginia,been executed,over four times fewer inmates texas,virginia,executed,inmates,tier2_semantic,0.7891
1st armored,deploy,tunisia,german forces,in,tunisia,tier2_semantic,0.789
site,located,western side lake,one two areas,on,western side lake,tier2_semantic,0.7886
emperor,took,subsequent actions,exact extent just how constitutional became subject debate,based upon,emperor s subsequent actions,tier2_semantic,0.7882
first library huntington beach,evolved,five location library system,library system,a location,helen murphy,tier2_semantic,0.7881
speakers language,favor,certain goals,speakers language,believe that abandoning their own language language in favor of the other language will help them achieve,certain goals social settings,tier2_semantic,0.7878
theuriau,unaware,unauthorized usage,theuriau,unaware of,unauthorized usage photograph her,tier2_semantic,0.7877
omega beam,can,resurrect,omega beam disintegrating energy,capable of resurrecting,living objects,tier2_semantic,0.7876
army,disband,immediately,not disbanded army,worried,shaftesbury,tier2_semantic,0.7873
graner,asked,time,he,asked graner,time so he could pray,tier2_semantic,0.7871
environmental factors,contribute,strength,environmental factors,also understood to contribute heavily to,strength intimate relationships,tier2_semantic,0.787
lodge,located,50 miles appalachian trail,trail crew,housed at,lodge,tier2_semantic,0.7866
french community belgium,responsible for,culture,wallonia,home to 80 of the population of the french community of,belgium,tier2_semantic,0.7866
hiester,son,daniel,hiester,the son of,german immigrant daniel hiester,tier2_semantic,0.786
models,produce,36 000,models,produce figures between,36 000 soldiers,tier2_semantic,0.7857
he,spent,11 years,r 11,a,career,tier2_semantic,0.785
britain,with,spain,england,in,european union,tier2_semantic,0.785
michael,secures,job,michael,passed over,again,tier2_semantic,0.7847
zane,offered,famous bus,donors,offered,chance ride famous bus,tier2_semantic,0.784
byers,encourages,it based idealistic values,byers,encourages,attendees his lecture re appropriate it order its meaning have positive purpose based idealistic values,tier2_semantic,0.784
piffaro,performs,united states,piffaro,in addition will be touring throughout,united states,tier2_semantic,0.7838
main link,shares,kilometre zero,northern terminus section,shares the same kilometre zero with,main link,tier2_semantic,0.7834
he,appearing,prince dumarr,he,often appeared in character as,prince dumarr,tier2_semantic,0.7831
she,working,full time,she,working in the scarpetta factor,full time,tier2_semantic,0.783
he,did,not teach,he,supported himself without any supplement from,teaching,tier2_semantic,0.7821
htb,aim,alpha course,htb s aim,for an alpha course to be accessible to,anyone who would like attend course,tier2_semantic,0.7812
otto octavius,does,inhumane experiments,she,alerts that he is in league with otto octavius and his inhumane experiments,fbi,tier2_semantic,0.7807
q valued euler characteristic,defines,certain finite categories,can be further generalized,by defining a q valued euler characteristic,certain finite categories notion compatible euler characteristics graphs orbifolds posets mentioned above,tier2_semantic,0.7804
regulations,mean,that,these services,provided in compliance with,federal law,tier2_semantic,0.7803
jal,introduced,fukuoka tokyo,fukuoka,in,southeast asia,tier2_semantic,0.78
komo news photographer,discovered,process,komo news photographer,discovered,way develop color film,tier2_semantic,0.7793
marriages,played,maduveya vayasu,maduveya vayasu song,a track played during,marriages,tier2_semantic,0.7791
provisions,make,armor thickness,big gun model warship combat clubs rules,make provisions for,armor thickness be scaled according which existed prototype vessel,tier2_semantic,0.7786
venice,saw,plague,outbreak plague,caused franco to leave,venice,tier2_semantic,0.7784
george michael,lives with,michael,george michael,lives,bluth model home,tier2_semantic,0.7781
mutiny,led to,responsibility being transferred,mutiny india,led to the responsibility for providing,garrison,tier2_semantic,0.7781
sala d ercole,depicted,hercules,sala d ercole,named for,its frescos depicting mythological hero hercules,tier2_semantic,0.7778
adnan latif,suffered,head injuries,adnan latif,left with,going neurological problems,tier2_semantic,0.7777
lletty shenkin explosion,occurred,1849,lletty shenkin explosion 1849,led to demands by,local middle classes aberdare,tier2_semantic,0.7777
they,lick,eyeballs,they,must lick their eyeballs clean,order keep them moist,tier2_semantic,0.7775
davis,collaborated,james mack,davis,recorded with,arranger james mack,tier2_semantic,0.7773
brussels,home to,remainder,wallonia,home to 80 of the population with the remainder living in,brussels,tier2_semantic,0.7771
condon,told,turrou,condon,told,fbi special agent turrou,tier2_semantic,0.777
lake,used for,swimming,dam creek,created,lake covering swimming,tier2_semantic,0.7767
constitutional amendments,curtailed,role governor general,series three constitutional amendments,severely curtailed,role governor general irish free state,tier2_semantic,0.7766
they,conspired,e books,suit,alleged that,they conspired fix prices e books,tier2_semantic,0.7763
rsno,performs,caird hall,rsno,performs at such venues as,caird hall,tier2_semantic,0.7762
england,located in,scotland,caird hall,in,scotland,tier2_semantic,0.7757
gavin hood,best known for,tsotsi,gavin hood,of,south africa,tier2_semantic,0.7748
legislation,removes,remarriage prohibition,law,removes,remarriage prohibition receive death benefits spouses police officers firefighters killed while serving public good,tier2_semantic,0.7745
venezuelan government,required,least 25 their airtime,venezuelan government,required that all private television stations dedicate at least 25 of their airtime to,programs created community groups non profits other independent producers,tier2_semantic,0.7742
his works,span,range,his works,span a wide range of,topics,tier2_semantic,0.7741
country,tempered,ethiopian traditions,plans modernization,tempered by,ethiopian traditions,tier2_semantic,0.774
79 park avenue,a,television film,lesley ann warren s character,in,79 park avenue,tier2_semantic,0.7736
attorney general,clashed with,daniel o connell,he,clashed with,daniel o connell,tier2_semantic,0.7735
mutation,gives,coordination,mutation,gives him,superhuman coordination,tier2_semantic,0.7733
animal,shows,sociality traits,animal cares its young but shows no other sociality traits,said to,subsocial,tier2_semantic,0.773
articles,contain,slang use,word rape,buried amongst,nonsense words,tier2_semantic,0.7723
kelsang gyatso,made,pursuit compulsory,kelsang gyatso,made compulsory,pursuit his new programmes,tier2_semantic,0.7719
he,did,not have church position,he,supported himself without any supplement from,church position,tier2_semantic,0.7718
brown,government,federal,brown,a contract with,federal government,tier2_semantic,0.7718
alliance,plays,role,team,enshrined as,group,tier2_semantic,0.7715
event,flooded,underpasses,1 200 year event,flooded,major underpasses,tier2_semantic,0.7713
he,earned,marketing nickname,he,earned,marketing nickname pavarotti organ,tier2_semantic,0.7709
he,chosen,1845,he,readmitted,1841,tier2_semantic,0.7709
newly solvent airline,debut,new image,celine dion,helped debut,newly solvent airline s new image,tier2_semantic,0.7704
implementations,record,data during analyzing performance,implementations other osids,can use the service to record detailed data,during analyzing performance,tier2_semantic,0.77
dark side moon,song,time,time,the fifth song from,pink floyd s 1973 album dark side moon,tier2_semantic,0.7699
kormoran,conducted,attacks,kormoran,conducted attacks,australian waters,tier2_semantic,0.7691
two worlds,of,materialism,armah,contrasts the two worlds of,materialism moral values,tier2_semantic,0.769
grants,subject,leases,leases,subject to,small nominal ground rents,tier2_semantic,0.7686
billboard,ranked,thirty second,billboard magazine,ranked the album,thirty second,tier2_semantic,0.7683
second session,produced,joe primrose s st james infirmary,second session,produced,joe primrose s st james infirmary sad mood i ve just got forget you,tier2_semantic,0.7682
citizens responsibility ethics washington,against,bond,ethics committee complaint,filed against,bond,tier2_semantic,0.7681
omega beam,can,transmute,omega beam disintegrating energy,capable of transmuting,living objects,tier2_semantic,0.7678
other officers,try,finish,other officers,killed,when they try finish fight,tier2_semantic,0.7678
abs,give,free bible,abs,formed a partnership to give a free bible to,each its new homeowners united states,tier2_semantic,0.767
st michael,considered,patron saint,st michael,considered to,patron saint colonial maryland,tier2_semantic,0.7666
canada,regulates,university collegiate athletics,two organizations,regulate,collegiate athletics,tier2_semantic,0.7663
matoran,met,each other,they,decided to track down,matoran,tier2_semantic,0.766
two worlds,of,moral values,armah,contrasts,moral values,tier2_semantic,0.766
piffaro,performs,elsewhere,piffaro,in addition will be touring,elsewhere,tier2_semantic,0.7657
they,weaken,amazon com s position,suit,alleged that,they conspired weaken amazon com s position market,tier2_semantic,0.7656
smith waterman,used for,finding,better alternative,would be to use,smith waterman algorithm,tier2_semantic,0.7655
president franklin d roosevelt,gave,fireside chats,kfi,helped to keep the calm by airing,president franklin d roosevelt s fireside chats,tier2_semantic,0.7654
wide acceptance,requires,building code regulations,wide acceptance zero energy building technology,may require more,building code regulations,tier2_semantic,0.7651
strategy,target,differentiation,porter,wrote that strategy target either,differentiation,tier2_semantic,0.7643
greenwood boulevard,located,east,hawthorn road,in,caulfield north,tier2_semantic,0.7643
drive,in,phillip,car,used in,stealth,tier2_semantic,0.7638
princeville,located in,east side,darling road,in,malvern east,tier2_semantic,0.7636
he,spans,six hundred years,total seven issues,spanning,six hundred years,tier2_semantic,0.7634
district,on,basis,border district,in,north,tier2_semantic,0.7632
germany,surrenders,italy,pursuit routed enemy french border,halted upon,german surrender italy,tier2_semantic,0.7631
heterosexual relationships,portrayed,issue,form violence,often portrayed as,issue within context heterosexual relationships,tier2_semantic,0.7628
plants,adapted to,limestone soils,inyo rock daisy,adapted to,unique limestone soils mountains,tier2_semantic,0.7621
graner,asked,him,he,asked graner for the time,so he could pray,tier2_semantic,0.7618
meatal stenosis,occurred in,boys,all cases meatal stenosis,among,circumcised boys,tier2_semantic,0.7618
omega beam,can,erase,omega beam disintegrating energy,capable of erasing,living objects,tier2_semantic,0.7609
provisions,make,cannon caliber,big gun model warship combat clubs rules,make provisions for,cannon caliber be scaled according which existed prototype vessel,tier2_semantic,0.7607
king,refers to,grandmother,king,often refers to,comical contradictions between material reality her upbringing snobbish behavior her grandmother,tier2_semantic,0.7603
johns,took,adolf eichmann,adolf eichmann,a,senior nazi ss officer,tier2_semantic,0.7603
commissioners,inspect,royal administrative affairs,commissioners,sent to,provinces,tier2_semantic,0.7602
constitutional amendments,occurred in,1933,proposed amendment,of,party s constitution,tier2_semantic,0.7601
staff,receives,training sessions,he,in,outreach program,tier2_semantic,0.7599
spirits,attack,ballard,spirits,attacking,them,tier2_semantic,0.7597
town,served by,second station,city,served by,two long distance bus stations,tier2_semantic,0.7596
spider man,causes,scars,she,blames for her scars,spider man,tier2_semantic,0.7596
continuing duties,became,common,continuing duties specified freed slaves,became,more common,tier2_semantic,0.7589
michael,lives with,maeby,michael,lives,bluth model home,tier2_semantic,0.7586
resolution,provide,disbanding army,resolution house commons,will be providing for,disbanding army charles was raising,tier2_semantic,0.7586
triple alliance triple entente,led to,first world war,algeciras conference,led to,first world war,tier2_semantic,0.7585
she,alongside,david tennant,she,provided an audio commentary for the episode alongside,david tennant,tier2_semantic,0.7583
implementations,record,detailed data,implementations other osids,can use the service to record,detailed data,tier2_semantic,0.7578
anti monitor,create,antimatter waves,positive matter new york city,will be to create,anti monitor s antimatter waves,tier2_semantic,0.7578
riders,at,pierre dumas,pierre dumas,doctor,race,tier2_semantic,0.7575
researchers,found,metallic conductivity,researchers,found,metallic conductivity charge transfer complex ttf tcnq,tier2_semantic,0.7574
eisner,visited,lower east side,eisner,often visited,his work,tier2_semantic,0.7565
1h nmr spectra,takes,minutes,acquisition quantitative heavy element spectra,takes,tens minutes hours,tier2_semantic,0.7558
not everyone,decides,follow,debate,on,opposing attitudes love,tier2_semantic,0.7555
james mack,collaborated,davis,arranger james mack,collaborated with davis for,turning point,tier2_semantic,0.7555
suomen turistiauto,merged with,its bus operations,suomen turistiauto,merged with,another city owned company form new bus company called helsingin bussiliikenne,tier2_semantic,0.7555
vectors,mean,numbers,numbers right side,equal to,numbers left side,tier2_semantic,0.7551
two worlds,and,social pressure,armah,contrasts,social pressure,tier2_semantic,0.7548
michael,lives with,lindsay,michael,asks to live together in the bluth model home with him and george michael to keep the family together,his self centered twin sister lindsay,tier2_semantic,0.7547
hamburg concathedral,formed,cathedral immunity district,cathedral immunity district,of,prince archbishopric bremen,tier2_semantic,0.754
lancashire,contains,it,rhyl,in,north wales,tier2_semantic,0.7536
its cultivation,introduced,asian species,cultivation,declined in favour of the,asian species,tier2_semantic,0.7536
naguib,concluded,abolition monarchy,nasser,pressured to conclude the abolition of the monarchy,naguib,tier2_semantic,0.7534
andrea bianco,comprises,atlas,andrea bianco s atlas 1436,bound,18th century,tier2_semantic,0.7533
