pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
he,became,mayor age 26,he,became,youngest mayor history,tier2_semantic,0.8962
water molecules,releases,some,this,releases,some water molecules,tier2_semantic,0.8961
ballard,resists,drug,ballard,resists,when she is given drug,tier2_semantic,0.896
byers,criticizes,implications,byers,criticizes,potential implications term depending one s definition it,tier2_semantic,0.896
she,published,international conferences,she,published research publications including,international conferences,tier2_semantic,0.896
korean villagers,dealt with,harshly,korean villagers hiding resistance fighters,dealt with,harshly,tier2_semantic,0.8959
he,scored,one try,he,scored one try in,final,tier2_semantic,0.8958
proprietary,reserves,ground rents,small nominal ground rents,reserved by,proprietary,tier2_semantic,0.8957
pursuit,halted,french border,pursuit routed enemy french border,halted,2 may,tier2_semantic,0.8955
millais,painted,daily,millais,painted,daily winter,tier2_semantic,0.8954
somali sultans,then,controlled,various pacts,with,somali sultans then controlled region,tier2_semantic,0.8954
russia,transformed,absolute monarchy,russia,officially transformed from,absolute monarchy act,tier2_semantic,0.895
player,could call,one four available hot routes,player,could only call,one four available hot routes,tier2_semantic,0.895
keld lodge,reopened,building,youth hostel building,reopened as,keld lodge,tier2_semantic,0.8949
gravestone,erected over,100 years after,large gravestone,erected in,over 100 years after his death,tier2_semantic,0.8949
immigration restrictions,appear,much cypriot media,their numbers,increase as,rumours about immigration restrictions appeared much cypriot media,tier2_semantic,0.8945
welsh methodists,established,presbyterian church wales,welsh methodists,established,their own denomination,tier2_semantic,0.894
zero energy building technology,may,require,wide acceptance zero energy building technology,may require,development recognized standards,tier2_semantic,0.894
montgomery blair s science,math,technology academy specializes life science,montgomery blair s science math technology academy,specializes in,life science,tier2_semantic,0.894
persian contingent,abandoned,it,persian contingent,abandoned,defile,tier2_semantic,0.8939
she,published,seminars,she,published research publications including,seminars,tier2_semantic,0.8938
superboy prime,defeat,anti monitor,superboy prime,seeing an opportunity to defeat,now weakened anti monitor,tier2_semantic,0.8932
dodo,portrayed,way,dodo,portrayed this way at,end massacre,tier2_semantic,0.893
cotton mather,called,sewer new england,cotton mather,called it,sewer new england,tier2_semantic,0.8929
hank mccoy,retains,basic features,hank mccoy,retains the basic features of,normal human,tier2_semantic,0.8929
his confederates,murdered,john,he,further stated that,john had been murdered his confederates,tier2_semantic,0.8927
university california,recommends,g courses,recommended g courses,based upon,university california,tier2_semantic,0.8926
latchford viaduct,over,manchester ship canal,latchford viaduct,to carry the london and north western railway s stockport to,warrington line over manchester ship canal,tier2_semantic,0.8926
northern border,zigzags,numerous streets,northern border district,zigzags along,numerous streets,tier2_semantic,0.8924
fans,reacted,news,fans,reacted,news suspension,tier2_semantic,0.8923
mpta,re designated,mpta 098,mpta,retroactively re designated as,mpta 098,tier2_semantic,0.8923
those local governments,operate under,walsh act form municipal governance,commissioner parks public property,heads,one departments those local governments operate under walsh act form municipal governance,tier2_semantic,0.8922
lens subluxation,includes,increase anterior chamber depth,other signs lens subluxation,include,increase anterior chamber depth,tier2_semantic,0.8922
chapters bremen cathedral,located,district,chapters bremen cathedral,located,district immunity status around cathedral st peter,tier2_semantic,0.8918
regulations,delete,original sixth lap,regulations meant,would be deleted,original sixth lap,tier2_semantic,0.8914
family,referred to,descendants virginia s colonial elite,her grandmother,referring to the family as,descendants virginia s colonial elite,tier2_semantic,0.8912
prime minister australia,held by,he,australia,a,prime minister,tier2_semantic,0.8911
local strategic partnership,contains,cen,cen,forms,small part local strategic partnership,tier2_semantic,0.8909
cases,involve,conflict diamonds,it,deals with cases involving,conflict diamonds,tier2_semantic,0.8907
makaton,included,oxford english dictionary,oxford english university press,included as a common usage word,makaton,tier2_semantic,0.8905
naana,stands,living contact,naana,stands in living contact,ancestors,tier2_semantic,0.8905
sta,re designated,ov 099,sta,converted and re designated,ov 099,tier2_semantic,0.8903
dangaioh,appears in,super robot wars,dangaioh s characters,appeared in,banpresto s super robot wars games,tier2_semantic,0.8902
he,chose,path,he,chose a,path conflict,tier2_semantic,0.8897
brian marwood,joined,arsenal,his arsenal midfield colleague brian marwood,joined,them,tier2_semantic,0.8896
town,population,2 310,population town,according to the 2010 census,2 310,tier2_semantic,0.8896
lemmy,believes,if will reid dick had not been there,lemmy,believes that if,will reid dick had not been there they could have worked through problems,tier2_semantic,0.8895
historical buildings monuments,located,old defensive walls,monuments,mainly located in the old city inside,old defensive walls,tier2_semantic,0.8895
rsno,performs,usher hall,rsno,performs at such venues as,usher hall,tier2_semantic,0.8892
tom bradley,joined,1941,tom bradley,exists,1941,tier2_semantic,0.8891
first,severity,mw 6 0,first,a severity of,mw 6 0,tier2_semantic,0.8888
tate,requested,information,similar requests,made to,tate,tier2_semantic,0.8888
their numbers,increase,each year,their numbers,continued to increase,each year,tier2_semantic,0.8887
americans,introduced,civilian government,civilian government,introduced by,americans,tier2_semantic,0.8886
manual,describes,using spies,manual warriors,describes,necessity using spies,tier2_semantic,0.8884
three generic strategies,can be applied,any size form business,porter s three generic strategies,can be applied to,any form business,tier2_semantic,0.8883
rsno,performs,scotland,rsno,also performs,throughout scotland,tier2_semantic,0.8882
foot,connected to,lower abdomen,applying technique,facilitates,connection center foot lower abdomen,tier2_semantic,0.8881
lamps,went,out,lamps,went out,one occasion,tier2_semantic,0.888
haynes street,sometimes called,old route 15,locals,sometimes call haynes street,old route 15,tier2_semantic,0.8873
mutation,gives,agility,mutation,gives him,superhuman agility,tier2_semantic,0.8872
he,played,second base,he,primarily batted at,second base,tier2_semantic,0.8872
she,started,her film career,her career,in,film,tier2_semantic,0.8871
knowledge,affects,level personal importance,knowledge event,specifically affects,level personal importance individual,tier2_semantic,0.887
tsar,accept,new constitution,tsar,chose to accept,draft basis new constitution,tier2_semantic,0.8869
library board,assesses,progress,library board,charged with assessing,its progress meeting those plans,tier2_semantic,0.8863
luke robert ravenstahl,served,mayor pittsburgh,luke robert ravenstahl,served as,59th mayor,tier2_semantic,0.8862
keibler,lost,match,keibler,lost,match velocity,tier2_semantic,0.8861
local councils,the power to segregate,african americans white scouts,bsa,gave the power to segregate african americans from white scouts to,local councils,tier2_semantic,0.8859
rev william alfred quayle,received,litt d,rev william alfred quayle,honored with,degrees litt d,tier2_semantic,0.8857
san francisco,voted,america s best city,bloomberg businessweek,voted as america s best city,san francisco,tier2_semantic,0.8857
environmental factors,contribute,intimate relationships,environmental factors,also understood to,contribute heavily strength intimate relationships,tier2_semantic,0.8856
derek stevens,along with,zane,derek stevens,friend of,zane,tier2_semantic,0.8856
miners,demanded,inspections,miners,demanded that the inspections be carried out by,experienced colliers,tier2_semantic,0.8855
florida east coast railway,arrived,miami,florida east coast railway,in,miami,tier2_semantic,0.8853
codice 13 file system,manages,process management,codice 13 file system,instead of having,system calls specifically process management,tier2_semantic,0.8852
montgomery blair s science,math,technology academy specializes physical science,montgomery blair s science math technology academy,specializes in,physical science,tier2_semantic,0.8849
rsno,performs,eden court inverness,rsno,performs at such venues as,eden court inverness,tier2_semantic,0.8846
haile selassie,allowed,lower house parliament become elected body,haile selassie,retained,effective power while extending political participation people allowing lower house parliament become elected body,tier2_semantic,0.8845
library board,oversees,central services,library board,charged with overseeing,progress central services,tier2_semantic,0.8843
muhammad,formation,alliance,muhammad,a role in the formation of,alliance,tier2_semantic,0.8843
godzilla,caused,rift,godzilla battra,caused to open,rift,tier2_semantic,0.8839
she,published,national conferences,she,published research publications including,national conferences,tier2_semantic,0.8835
wildstorm,published,robotech,robotech stars,published by,wildstorm,tier2_semantic,0.8834
noh,background,explained,noh s background,explained in,first volume series,tier2_semantic,0.8834
mohamoud ali shire,controlled,region,mohamoud ali shire,controlled,somalia region,tier2_semantic,0.8833
monastery,in,united states,monastery,will be found,united states,tier2_semantic,0.8829
european convention,drafted,text european constitution,european convention,drafted,text european constitution never entered force,tier2_semantic,0.8828
video concert hall,appeared,timeslots,video concert hall,appearing on,early morning daytime late night early evening timeslots alike durations ranging one four hours,tier2_semantic,0.8826
daniel o connell,wishes,appointment abraham brewster law adviser lord lieutenant ireland,he,insisted on,appointment abraham brewster law adviser lord lieutenant ireland,tier2_semantic,0.8825
buildings,can,be inferred,positions,can still be inferred of,some buildings,tier2_semantic,0.8823
montgomery blair s science,math,technology academy specializes computer networking,montgomery blair s science math technology academy,specializes in,computer networking,tier2_semantic,0.8823
they,finished,5th place,they,finishing in,5th place,tier2_semantic,0.8822
he,does,touring,he,still is touring,full time,tier2_semantic,0.882
mutual boulevard,exited by,us 64,us 64,goes to,mutual boulevard,tier2_semantic,0.8819
lens subluxation,includes,decrease anterior chamber depth,other signs lens subluxation,include,decrease anterior chamber depth,tier2_semantic,0.8817
he,believed,memnon s scorched earth strategy would work here,he,believed that,memnon s scorched earth strategy would work battle granicus river,tier2_semantic,0.8814
cases,relate to,drug smuggling,it,deals with cases of fraud in relation to,drug smuggling,tier2_semantic,0.8812
mechanized cavalry,combined,with,manoeuvre tanks,will be used in conjunction with,mechanized cavalry,tier2_semantic,0.8811
sandy,to,banker,sandy,aspires to become,banker,tier2_semantic,0.8811
greek roman pagans,saw,their relations gods,roman pagans,relations with,gods,tier2_semantic,0.8806
rest population,belongs to,christian catholic faith,1 individual rest population,belonged to,christian catholic faith,tier2_semantic,0.8804
rsno,used as,recording venue,rsno s base,also used as,its recording venue,tier2_semantic,0.8799
cob,rather than,breed,cob,a body type rather than,breed,tier2_semantic,0.8795
henri de saint simon,believed,industrial work relations,owen henri de saint simon,believed that,ills industrial work relations could be removed,tier2_semantic,0.8787
inge,takes,bath,inge,walks to take,bath,tier2_semantic,0.8787
lydia iovanne,recording,process,lydia iovanne,assisting in,recording process,tier2_semantic,0.8786
he,reprieved,month,he,subsequently,reprieved month then again week,tier2_semantic,0.8785
higher court,reviewed,case,different judge,ordered,case reviewed higher court,tier2_semantic,0.8784
riding,of,nickel belt,he,riding,nickel belt,tier2_semantic,0.8784
catherine shuller hiester,immigrant,germany,hiester,the son of,german immigrant catherine shuller hiester,tier2_semantic,0.8783
he,awoke,when,he,instead awoke,seven years too early,tier2_semantic,0.8783
shi,believe,caliphs,shi,believe to be usurpers,all other caliphs,tier2_semantic,0.8781
insurer,sponsored,golf tournament,insurer,sponsored,golf tournament known new orleans open beginning,tier2_semantic,0.878
matau,considers,fire spitter,matau,considered vakama,fire spitter,tier2_semantic,0.878
godzilla,on,ocean floor,godzilla battra,battled,ocean floor,tier2_semantic,0.8779
muhammad ibn abu bakr,resist,caliphs,shi,praise for his resistance to all the other caliphs,muhammad ibn abu bakr,tier2_semantic,0.8778
unruly passengers,taken,custody,unruly passengers,often put off to,taken custody,tier2_semantic,0.8775
he,and,friends were said have made bombs fun,his friends,said to have made,bombs fun,tier2_semantic,0.8773
attempted murder,carries,maximum penalty,attempted murder,as,attempt,tier2_semantic,0.8768
vessel,turning turtle,is more dangerous,turning turtle,can applied to,any vessel,tier2_semantic,0.8763
nesach hayayin,cease,temple altar,nesach hayayin temple altar,cessation with,destruction temple,tier2_semantic,0.8763
triangle workshop,held,thirty sculptors painters,first triangle workshop,for,thirty sculptors painters us uk canada,tier2_semantic,0.8762
manual,describes,opponent s weaknesses,manual warriors,describes,necessity understanding opponent s weaknesses,tier2_semantic,0.8757
country,raise,funds,funds,raise,across country,tier2_semantic,0.8754
two songs,can be viewed as,debate,two songs,can be viewed as,debate opposing attitudes love found throughout play,tier2_semantic,0.8752
first battle mount hermon,occurred,on,yom kippur war,following,first battle mount hermon,tier2_semantic,0.875
2004 2005 ram srt 10,excluding,special editions,ram srt 10,redesigned,2006,tier2_semantic,0.875
he,batted,260,he,batted,260 64 games primarily second base,tier2_semantic,0.8745
families,switch,affiliations,families,known to switch,affiliations,tier2_semantic,0.8741
he,toured,extensively,he,toured extensively,throughout world,tier2_semantic,0.874
big gun clubs,establish,rules,each big gun club,reserves the ability to establish,its own rules,tier2_semantic,0.8735
michael crichton,publishes,andromeda strain,michael crichton,published under his real name,andromeda strain,tier2_semantic,0.8735
big gun clubs,operate,based upon,big gun clubs,operate based upon,loose confederation,tier2_semantic,0.8733
he,made,bombs,he,said to have made,bombs fun,tier2_semantic,0.873
gavin hood,best known for,writing directing,gavin hood,best known for writing,academy award winning foreign language film tsotsi,tier2_semantic,0.8717
300 soldiers,to,defeat several attacks,300 soldiers 1st ss battalion,able to defeat,several attacks building,tier2_semantic,0.8716
she,published,workshops,she,published research publications including,workshops,tier2_semantic,0.8714
trail crew,consists of,dartmouth outing club students,crew outing club students,from,dartmouth,tier2_semantic,0.8714
motorcycle speedway,held,meeting,motorcycle speedway meeting,a,long track meeting held uk,tier2_semantic,0.8714
he,does,writing,he,still is writing,full time,tier2_semantic,0.871
spectrum,improves,averaging repeated acquisitions,signal noise ratio,improves readily with averaging of,repeated acquisitions,tier2_semantic,0.8709
philippe saisse,features,performances,single,features performances by,philippe saisse,tier2_semantic,0.8709
systems thinking,examines,interactions,systems thinking,concerns an understanding of a system by examining,interactions between elements compose entirety system,tier2_semantic,0.8708
fishing boats,typically,one more,fishing boats,typically,one more cargo holds,tier2_semantic,0.8707
cases,relate to,money laundering,it,deals with cases of fraud in relation to,money laundering,tier2_semantic,0.8704
larger ones,excised,cancer,larger ones,also excised for,prevention cancer,tier2_semantic,0.8703
montgomery blair s science,math,technology academy specializes computer programming,montgomery blair s science math technology academy,specializes in,computer programming,tier2_semantic,0.8697
court order,causes,printing stop,court,ordered to stop printing,three months,tier2_semantic,0.8693
brutus,requested,information,similar requests,made to,brutus,tier2_semantic,0.8689
patients,includes,support groups,patients who do not recover quickly,the protocol also includes,support groups,tier2_semantic,0.8688
his,chances,no better 50 50,his chances surviving,thought to,no better 50 50,tier2_semantic,0.8688
ed,intends,venting,ed,the intention of venting,creature,tier2_semantic,0.8687
mature entrants teaching profession,aimed at,teacher training,it,originally aimed at,mature entrants teaching profession,tier2_semantic,0.8683
library board,charged with,reviewing,library board,charged with reviewing,system wide standards,tier2_semantic,0.8682
most,depended,tourism,most economy,depended on,tourism,tier2_semantic,0.8682
kelsang gyatso,against,geshe studies programme,kelsang gyatso,became also outspoken against,geshe studies programme,tier2_semantic,0.8679
jane waterleigh,named,barrie,lead,named,jane waterleigh,tier2_semantic,0.8676
community empowerment networks,consist of,groups,community empowerment networks,networks of,collection local community organisations groups,tier2_semantic,0.8675
long development period,cause,problems,factors outside their control,like,long development period,tier2_semantic,0.8672
rebbes,of,other rebbes,many rebbes list,sons in law of,other rebbes list,tier2_semantic,0.8671
li,holds,definitional power,li,holds definitional power in,belief system,tier2_semantic,0.867
htb,seek,teachings christianity,htb,seeks to spread,teachings christianity,tier2_semantic,0.8669
marne river,not navigable,temporary sandbanks,canal de l ourcq,destined to the inland navigation,when marne river is not navigable because temporary sandbanks,tier2_semantic,0.8668
dr jagan,involved,organization,dr jagan,personally involved,organization strike,tier2_semantic,0.8665
apartment buildings,provide,local necessities,apartment buildings,providing with local necessities,plant workers,tier2_semantic,0.8663
three stations,network,tv8,tv8 network,establishment,between three stations,tier2_semantic,0.8663
knowledge,contributes to,frequency rehearsal,knowledge interest pertaining event,contribute to,frequency rehearsal,tier2_semantic,0.8661
substitutes,difficult to find,unknown,it must be difficult,to find,substitutes,tier2_semantic,0.8659
new england patriots,beaten,pass,game winning touchdown,beat,new england patriots,tier2_semantic,0.8659
davis,recorded,albums,davis,recorded with,producer leo graham,tier2_semantic,0.8653
float arm,rotates,magnet,float arm inside tank,rotating,magnet,tier2_semantic,0.8652
noh,nature,explained,noh s nature,explained in,first volume series,tier2_semantic,0.865
station,redesigned,internally,concourse,internally redesigned,station,tier2_semantic,0.865
bull skinks,found,main island northern group,bull skinks,limited to,main island northern group,tier2_semantic,0.8646
private television stations,dedicate,programs,all private television stations,required to dedicate airtime to,programs created community groups,tier2_semantic,0.8645
tensions,existed between,triple alliance triple entente,algeciras conference,worsened,tensions between triple alliance triple entente,tier2_semantic,0.8643
appalachian trail,maintained by,trail crew,trail crew,help maintain,50 miles appalachian trail,tier2_semantic,0.8638
strike,obtained,political support,strike,obtained,political support political affairs committee,tier2_semantic,0.8637
origin,closely connected with,definition dogma immaculate conception b v m,origin missionaries sacred heart,closely connected with,definition dogma immaculate conception b v m,tier2_semantic,0.8636
its bus operations,merged with,another city owned company,its bus operations,merged with,another city owned company suomen turistiauto form new bus company called helsingin bussiliikenne,tier2_semantic,0.8631
practice,truly cancels,government debt,practice,simply reduces government interest costs rather than,truly canceling government debt can result hyperinflation if used unsparingly,tier2_semantic,0.8624
2005 model,introduced,third row seats,2005 model,introduced to the pathfinder line,third row seats,tier2_semantic,0.8621
god,desired,dwelling place,god,desired a dwelling place,lower realms,tier2_semantic,0.862
he,placed,cuban prison,his father,placed in,cuban prison,tier2_semantic,0.862
their actions,violate,antitrust law,suit,alleged that,they were violation antitrust law,tier2_semantic,0.8617
jesus,not accepted as,son,jesus,not accepted by muslims as,son,tier2_semantic,0.8612
taiwan,speaks,minnan language,version minnan language,called,taiwanese,tier2_semantic,0.8609
tuqiri,replaced,jarryd hayne,tuqiri,officially named as,replacement injured jarryd hayne,tier2_semantic,0.8608
kostabi,release,new alliance,kostabi s other releases,include,new alliance,tier2_semantic,0.8607
his body,laid to rest,st gwynno church,his body,laid to rest at,st gwynno church llanwynno forestry,tier2_semantic,0.8607
cashel byron,does not reveal,illegal profession,cashel byron,tries to woo without revealing,his illegal profession,tier2_semantic,0.8602
naguib,distancing,rcc s land reform decrees,naguib,began showing signs of independence by,distancing himself rcc s land reform decrees,tier2_semantic,0.8597
video concert hall,ran,usa network,video concert hall,ran daily on,usa network,tier2_semantic,0.8594
three rivers cemetery,contains,blanche,blanche,buried at,three rivers cemetery,tier2_semantic,0.8594
18th century binding,a binding of,atlas,andrea bianco s atlas 1436,in,18th century binding,tier2_semantic,0.8593
scam websites,co opted,photograph,scam websites,co opted,photograph her,tier2_semantic,0.8593
latter,of,keep loving me,latter,the b side of,keep loving me,tier2_semantic,0.8592
fight,ended,hardly scratch,fight,ended with hardly a scratch on,langford,tier2_semantic,0.8591
cameraman,crashed into,knievel,knievel s accident,caused,permanent injury cameraman,tier2_semantic,0.859
delegate,propose,constitution,proposed amendment party s constitution,by,delegate,tier2_semantic,0.8589
new engleberg,erected into,abbey,benedictine monastery new engleberg conception,erected into,abbey,tier2_semantic,0.8589
field,located at,lake elsinore diamond,field lake elsinore diamond,named,pete lehr field,tier2_semantic,0.8588
literature,of,two languages,bridge,between,literature two languages,tier2_semantic,0.8587
aiseau,dedicated,agriculture,aiseau,a village,dedicated agriculture,tier2_semantic,0.8586
event,damaged,residential properties,1 200 year event,damaged,residential properties,tier2_semantic,0.8579
maduveya vayasu,a,song,maduveya vayasu song,from,nanjundi kalyana,tier2_semantic,0.8576
they,believe,single entity,they,believe in god as,single entity,tier2_semantic,0.8574
mutation,gives,reflexes,mutation,gives him,superhuman reflexes,tier2_semantic,0.8574
joe primrose,created,i ve just got forget you,was,i ve just got to forget you,joe primrose s,tier2_semantic,0.8572
taylor,told,lemmy,taylor,went ahead of,lemmy,tier2_semantic,0.857
pc 8801,released,dangaioh,dangaioh adventure game,released for,pc 8801,tier2_semantic,0.8569
daniel o connell,wishes,against,he,insisted against wishes of,daniel o connell,tier2_semantic,0.8568
riaa,lists,best selling albums all time,riaa,lists it,one best selling albums all time,tier2_semantic,0.8567
keibler,began,short feud,keibler,began,short feud evil jillian hall,tier2_semantic,0.8567
decade end recap,included,album,album,of,2000s,tier2_semantic,0.8565
district,provides,recreation,district,also provides to many non residents of the area on a fee basis,recreation services,tier2_semantic,0.8564
darwin,came into residence,cambridge,darwin,came,residence,tier2_semantic,0.8559
airborne troops,combined,with,strategic cavalry,will be combined with,nascent airborne troops,tier2_semantic,0.8558
taylor,went,ahead,taylor,told,him,tier2_semantic,0.8554
1986,television series,war remembrance,war remembrance,a,television series,tier2_semantic,0.8552
winchester,located,2nd battalion 13th light infantry,13th light infantry,of,2nd battalion,tier2_semantic,0.8552
they,remained,together,they,remained together,more 40 years,tier2_semantic,0.8549
wesley,working,part time,wesley,working in the scarpetta factor,part time,tier2_semantic,0.8549
plants,been planted,foundations,plants,been planted marking,parts foundations castle,tier2_semantic,0.8543
condon,passed,ransom money,he,passed,ransom money,tier2_semantic,0.8541
superboy prime,flew,anti monitor,superboy prime,flew through,anti monitor s chest,tier2_semantic,0.854
library board,reviews,system wide policies standards,library board,charged with reviewing,system wide policies,tier2_semantic,0.854
2010 census,reports,2 310,census,in,2010,tier2_semantic,0.8539
he,wanted,something bigger,he,wanted to,expand his career something bigger,tier2_semantic,0.8536
plant workers,provided with,local necessities,shops,providing with local necessities,plant workers,tier2_semantic,0.8533
thermal relief valves,provide,protection,valve,provides protection from,excess pressure caused thermal expansion,tier2_semantic,0.8533
exhibition,of,british abstract art,caro,trying to organise,exhibition british abstract art,tier2_semantic,0.853
barbara,unable,leave behind,barbara,unable to leave behind,her vigilante life,tier2_semantic,0.8529
epilogue,not,afterthought,epilogue,not,afterthought supplied too late english edition,tier2_semantic,0.8529
springsteen,mention,he did plan,springsteen,mentioned,he did plan work e street band,tier2_semantic,0.8522
jewish hebrew,calls,shomronim,shomronim,in,jewish hebrew,tier2_semantic,0.852
necro,defended,honor candice lerae,necro,teaming to defend the honor of,candice lerae,tier2_semantic,0.852
electronic sender,operate,fuel gauge,most external gauges,also incorporate an electronic sender to operate,fuel gauge dashboard,tier2_semantic,0.8518
tram services,withdraw,london,station,closed following,decision withdraw tram services london replace them buses,tier2_semantic,0.8516
mecha,appears in,super robot wars,dangaioh s mecha,appeared in,banpresto s super robot wars games,tier2_semantic,0.8515
ammanford rfc,formed,1887,rugby union team ammanford rfc,formed in,1887,tier2_semantic,0.8514
bluth company,markets,many other activities,george bluth sr,the former ceo of,bluth company,tier2_semantic,0.8513
big gun model warship combat clubs,make,provisions,rules each big gun club,must coincide with,spirit big gun model warship combat,tier2_semantic,0.8511
he,served as,prime minister australia,he,served as,first prime minister,tier2_semantic,0.8508
west bengal,location,meeting,meeting,at,siliguri indian state west bengal,tier2_semantic,0.8508
french kings,sent,commissioners,french kings,sent commissioners to the provinces to take,necessary action,tier2_semantic,0.8507
unruly passengers,put,here,unruly passengers,often put off,here,tier2_semantic,0.8501
erotica pornography,produced for,male female audience,erotica involving sex between women,been predominantly produced for,male female audience,tier2_semantic,0.8495
not respublika,a title,printing,not respublika,under,other titles,tier2_semantic,0.8495
big gun clubs,maintain,rules,each big gun club,reserves the ability to maintain,its own rules,tier2_semantic,0.8493
swinburne,builds,his case,swinburne,building rigorously,his case,tier2_semantic,0.8489
mutation,gives,speed,mutation,gives him,superhuman speed,tier2_semantic,0.8488
photographic model,develops,flashbulb accounts,photographic model,follows in the development of flashbulb accounts,more step step process,tier2_semantic,0.8484
passenger services,on,line,passenger services,terminated on,line,tier2_semantic,0.8481
new york city subway,of,progress innovation,new york city subway,became,symbol progress,tier2_semantic,0.8481
she,made,new oath,she,in,film new oath,tier2_semantic,0.8481
academy,moved,downtown milwaukee,academy,moved to,german english academy building downtown milwaukee,tier2_semantic,0.848
space,turned into,tomorrowland stage,space ride occupied,turned into,tomorrowland stage,tier2_semantic,0.8476
crown forces,gained,responsibility,responsibility providing garrison,will be to,crown forces,tier2_semantic,0.8476
ballard,discovers,spirits,ballard,discovers that the spirits are attacking them as they believe that,humans are invaders,tier2_semantic,0.8473
level personal importance,affects,level emotional arousal,interest event,also affects,individual s level emotional arousal,tier2_semantic,0.8468
rebbes,married,relatives,many rebbes nadvorna dynasty,married,relatives,tier2_semantic,0.8466
thomas,made,debut sheffield wednesday,his league debut,in a 1 1 draw with,sheffield,tier2_semantic,0.8466
naguib,drawing closer,egypt s established political forces,naguib,began showing signs of independence by,drawing closer egypt s established political forces namely wafd brotherhood,tier2_semantic,0.8465
under eighteens,live below the poverty line,15 8,15 8 under eighteens,living below,poverty line,tier2_semantic,0.8462
engine,produced,8 lbs boost,engine,produced an advertised 5700 rpm of torque on,8 lbs boost,tier2_semantic,0.8461
geese,fly,over,geese,flying over,olaf s house,tier2_semantic,0.8457
esperanto,acquiring,ease,very ease,of acquiring esperanto,might even accelerate process,tier2_semantic,0.8456
doctrine,demands,powerful tanks,infantry based part doctrine,demanded,powerful tanks,tier2_semantic,0.8455
exhibit,combined,letters their time helmut,exhibit,combined the work of all three with,letters their time helmut,tier2_semantic,0.8454
greek roman pagans,saw,political social terms,roman pagans,saw their relations with the gods in,political terms,tier2_semantic,0.8449
alexander,said,never,alexander,supposedly said,he had never been so lucky his entire career,tier2_semantic,0.8449
he,appointed,command,he,appointed to command,his regiment,tier2_semantic,0.8447
rifles,produce,performance,these rifles,produce,consistent 10 ring performance,tier2_semantic,0.8447
not everyone,trusts,vakama,not everyone,completely trusted,vakama s vision,tier2_semantic,0.8445
monasteries,practice,monastic practices,culture,fully reflected in the capital city in respect of,monastic practices monasteries,tier2_semantic,0.8442
signal,defined as,power cepstrum,power cepstrum signal,defined as,squared magnitude inverse fourier transform logarithm squared magnitude fourier transform signal,tier2_semantic,0.8441
tram services,withdraw,just after 12 30 am,decision,to withdraw,tram services,tier2_semantic,0.8438
eva dalda,assisting,process,eva dalda,assisting in,recording process,tier2_semantic,0.8436
royals,prior to,2012 season,royals,in,kansas city,tier2_semantic,0.8435
it,spoken,xiamen,it,essentially the same as,dialect spoken xiamen,tier2_semantic,0.8434
keibler,appear,dancing stars,keibler,asked to appear on,dancing stars,tier2_semantic,0.8433
station,close,just after 12 30 am,stations website,closed,shortly thereafter 10pm gmt,tier2_semantic,0.8433
event,flooded,major intersections,1 200 year event,flooded,major intersections,tier2_semantic,0.8426
statue,located,behind national archives canada,statue sir arthur,erected,behind national archives canada,tier2_semantic,0.8425
asian species,spread,westward,cultivation,declined in favour of the,asian species which spread westward,tier2_semantic,0.8422
assistant president,a type of,president,these,include,any special assistant president,tier2_semantic,0.8419
band reploids,marvel,zero s skills,band reploids,marvel at,his skills,tier2_semantic,0.8418
nasser,resolved,depose,nasser,resolved to,depose him,tier2_semantic,0.8417
rifles,combine,pellets,these rifles,combined with,appropriate match pellets,tier2_semantic,0.8413
capital city,reflects,culture,culture,fully reflected in the capital city in respect of,customs,tier2_semantic,0.8406
he,played,astros,he,in,astros where he batted 260 64 games primarily second base,tier2_semantic,0.8405
anti monitor,siphon,positive matter new york city,anti monitor,began to siphon,positive matter new york city,tier2_semantic,0.8402
continuous capacity building,organizes,service training sessions,its objective is,to organize in service,continuous capacity building professional development training sessions,tier2_semantic,0.8393
video concert hall,appeared,hours,video concert hall,appearing on early morning daytime late night and early evening timeslots alike for,durations ranging one four hours,tier2_semantic,0.8391
company,different,parts,each company,built,different parts aircraft,tier2_semantic,0.839
student,ascends,pardes system,student torah,ascends through,thought pardes system,tier2_semantic,0.8389
big gun clubs,reserve,ability,big gun clubs,operate unlike,fast gun clubs,tier2_semantic,0.8385
komo,became,television station,komo,became,first television station broadcast daily programming full stereo sound,tier2_semantic,0.838
deputy assistant president,a type of,assistant president,these,include,any deputy assistant president,tier2_semantic,0.838
porter,wrote,strategy,porter,wrote that strategy target either,focus,tier2_semantic,0.8376
magazzino,continued,1959,magazzino,continued,until 1959,tier2_semantic,0.8373
boqor osman mahamuud,controlled,region,boqor osman mahamuud,controlled,somalia region,tier2_semantic,0.837
cooling center,used for,dealing health effects heat wave,local authorities set up cooling center,to deal with the,health effects heat wave,tier2_semantic,0.8367
redlettermedia,delivered,scathing video critique,popular internet reviewers redlettermedia,delivered,scathing video critique film,tier2_semantic,0.8366
dr cheddi jagan,addressed,public meetings,dr cheddi jagan janet jagan leaders giwu,addressed,workers numerous public meetings,tier2_semantic,0.8365
those over 64,live below the poverty line,37 5,37 5 those over 64,living below,poverty line,tier2_semantic,0.8363
opponents,referred to,sewer new england,sewer,in,new england,tier2_semantic,0.8361
