sent_id,sentence,Subject,Predicate,Object,drop_reason
sent_0309,"Ed drives the creature into the airlock , with the intention of venting it into space .",space,is,the location,object_ungroundable
sent_0310,"In 1970 , Arad moved to the United States and enrolled at Hofstra University to study industrial management .",Arad,studied,industrial management,predicate_not_grounded
sent_0310,"In 1970 , Arad moved to the United States and enrolled at Hofstra University to study industrial management .",1970,occurred,Arad moved to the United States,predicate_not_grounded
sent_0311,"Undercover cop Muscles enlists his childhood friends , the `` Five Lucky Stars '' , to travel to Japan to help him catch a Yakuza group .",Yakuza group,be,target,object_ungroundable
sent_0312,They do n't possess eyelids so they must lick their eyeballs clean in order to keep them moist .,Eyeballs,need,licking,object_ungroundable
sent_0313,"In particular , her grandmother required high standards of behavior from Florence , referring to the family as descendants of Virginia 's colonial elite .",Florence,referred to,family,predicate_not_grounded
sent_0313,"In particular , her grandmother required high standards of behavior from Florence , referring to the family as descendants of Virginia 's colonial elite .",family,referred to,descendants of Virginia's colonial elite,predicate_not_grounded
sent_0313,"In particular , her grandmother required high standards of behavior from Florence , referring to the family as descendants of Virginia 's colonial elite .",grandmother,referred to,family,predicate_not_grounded
sent_0314,"Following the decision to withdraw tram services in London and replace them with buses , the station closed just after 12.30 am on 6 April 1952 .",Station,close,6 April 1952,predicate_not_grounded
sent_0314,"Following the decision to withdraw tram services in London and replace them with buses , the station closed just after 12.30 am on 6 April 1952 .",Station,close,just after 12.30 am,predicate_not_grounded
sent_0314,"Following the decision to withdraw tram services in London and replace them with buses , the station closed just after 12.30 am on 6 April 1952 .",Decision,cause,station close,predicate_not_grounded
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for striking in moments of weakness .",Warriors,need,understanding,predicate_not_grounded
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for striking in moments of weakness .",Warriors,need,opponent's weaknesses,predicate_not_grounded
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for striking in moments of weakness .",Warriors,need,using spies,predicate_not_grounded
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for striking in moments of weakness .",Warriors,need,striking,predicate_not_grounded
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for striking in moments of weakness .",Warriors,need,moments of weakness,predicate_not_grounded
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for striking in moments of weakness .",Spies,are,used,object_ungroundable
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for striking in moments of weakness .",Striking,is,done,object_ungroundable
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for striking in moments of weakness .",Warriors,use,spies,predicate_not_grounded
sent_0318,"This manual for warriors describes the necessity for understanding an opponent 's weaknesses , for using spies , and for striking in moments of weakness .",Warriors,strike,in moments of weakness,predicate_not_grounded
sent_0319,"Consistent with systems philosophy , systems thinking concerns an understanding of a system by examining the linkages and interactions between the elements that compose the entirety of the system .",systems thinking,examines,linkages,predicate_not_grounded
sent_0319,"Consistent with systems philosophy , systems thinking concerns an understanding of a system by examining the linkages and interactions between the elements that compose the entirety of the system .",systems thinking,examines,interactions,predicate_not_grounded
sent_0320,"Prior to the war , he was a lawyer , public official , and politician in Hillsborough , North Carolina , and was heavily involved in opposing the Regulator movement , an uprising of settlers in the North Carolina piedmont between 1765 and 1771 .",the Regulator movement,took place,between 1765 and 1771,predicate_not_grounded
sent_0320,"Prior to the war , he was a lawyer , public official , and politician in Hillsborough , North Carolina , and was heavily involved in opposing the Regulator movement , an uprising of settlers in the North Carolina piedmont between 1765 and 1771 .",he,was,in,object_not_grounded
sent_0320,"Prior to the war , he was a lawyer , public official , and politician in Hillsborough , North Carolina , and was heavily involved in opposing the Regulator movement , an uprising of settlers in the North Carolina piedmont between 1765 and 1771 .",he,in,Hillsborough,predicate_not_grounded
sent_0320,"Prior to the war , he was a lawyer , public official , and politician in Hillsborough , North Carolina , and was heavily involved in opposing the Regulator movement , an uprising of settlers in the North Carolina piedmont between 1765 and 1771 .",he,in,North Carolina,predicate_not_grounded
sent_0322,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",parties,is,disallowed,object_ungroundable
sent_0322,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",raising,is,disallowed,object_ungroundable
sent_0322,"Their purpose is to be fair to both parties , disallowing the raising of allegations without a basis in provable fact .",allegations,is,raised,object_ungroundable
sent_0323,"After a break of four years , he became a Lord Justice of Appeal .",he,had a,break,predicate_not_grounded
sent_0323,"After a break of four years , he became a Lord Justice of Appeal .",a break,had,four years,predicate_not_grounded
sent_0323,"After a break of four years , he became a Lord Justice of Appeal .",he,took,a break,predicate_not_grounded
sent_0324,It was only incidentally that economic issues appeared in nationalist political forms .,nationalist political forms,took,economic issues,predicate_not_grounded
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",RedLetterMedia,delivered,review,object_not_grounded
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",The film,was,reviewed,object_ungroundable
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",The film,was,criticized,object_ungroundable
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",The film,was,compared,object_ungroundable
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",The film,was,compared to,object_ungroundable
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",The Three Stooges,was,compared to,object_ungroundable
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",Looney Tunes,was,compared to,object_ungroundable
sent_0326,"In 2010 , popular internet reviewers RedLetterMedia delivered a scathing video critique of the film , drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone '' .",Home Alone,was,compared to,object_ungroundable
sent_0328,"Korean villagers hiding resistance fighters were dealt with harshly , often with summary execution , rape , forced labour , and looting .",resistance fighters,were,executed,object_ungroundable
sent_0328,"Korean villagers hiding resistance fighters were dealt with harshly , often with summary execution , rape , forced labour , and looting .",resistance fighters,were,looted,object_ungroundable
sent_0328,"Korean villagers hiding resistance fighters were dealt with harshly , often with summary execution , rape , forced labour , and looting .",Korean villagers,were,executed,object_ungroundable
sent_0328,"Korean villagers hiding resistance fighters were dealt with harshly , often with summary execution , rape , forced labour , and looting .",Korean villagers,were,looted,object_ungroundable
sent_0329,This led morning show host Ryan Cameron to lobby for a frequency change for WHTA by putting together a petition from listeners at the risk of losing his job under Radio One 's management .,WHTA,have,a frequency,predicate_not_grounded
sent_0330,"The Library Board is charged with reviewing the strategic plans of the Harvard Library and assessing its progress in meeting those plans , reviewing system-wide policies and standards and overseeing the progress of the central services .",The Harvard Library,has,strategic plans,predicate_not_grounded
sent_0330,"The Library Board is charged with reviewing the strategic plans of the Harvard Library and assessing its progress in meeting those plans , reviewing system-wide policies and standards and overseeing the progress of the central services .",The Harvard Library,meets,plans,predicate_not_grounded
sent_0330,"The Library Board is charged with reviewing the strategic plans of the Harvard Library and assessing its progress in meeting those plans , reviewing system-wide policies and standards and overseeing the progress of the central services .",The Harvard Library,has,progress,predicate_not_grounded
sent_0330,"The Library Board is charged with reviewing the strategic plans of the Harvard Library and assessing its progress in meeting those plans , reviewing system-wide policies and standards and overseeing the progress of the central services .",The Library Board,assesses,progress,predicate_not_grounded
sent_0330,"The Library Board is charged with reviewing the strategic plans of the Harvard Library and assessing its progress in meeting those plans , reviewing system-wide policies and standards and overseeing the progress of the central services .",The Library Board,reviews,system-wide policies and standards,predicate_not_grounded
sent_0330,"The Library Board is charged with reviewing the strategic plans of the Harvard Library and assessing its progress in meeting those plans , reviewing system-wide policies and standards and overseeing the progress of the central services .",The Library Board,oversees,central services,predicate_not_grounded
sent_0331,"The exhibit premiered at the Helmut Newton Foundation in Berlin and combined the work of all three with personal snapshots , contact sheets , and letters from their time with Helmut .",The Helmut Newton Foundation,located,Berlin,predicate_not_grounded
sent_0332,"The Lletty Shenkin explosion of 1849 , in particular , led to demands the local middle classes in Aberdare , for improved safety in the mines .",The Lletty Shenkin explosion,occurred,1849,predicate_not_grounded
sent_0332,"The Lletty Shenkin explosion of 1849 , in particular , led to demands the local middle classes in Aberdare , for improved safety in the mines .",The local middle classes,for,improved safety,predicate_not_grounded
sent_0332,"The Lletty Shenkin explosion of 1849 , in particular , led to demands the local middle classes in Aberdare , for improved safety in the mines .",The local middle classes,in,Aberdare,predicate_not_grounded
sent_0332,"The Lletty Shenkin explosion of 1849 , in particular , led to demands the local middle classes in Aberdare , for improved safety in the mines .",The local middle classes,in,the mines,predicate_not_grounded
sent_0333,On 1 July 1955 he was made an Officer of the Order of St John .,1 July 1955,was,the date,object_ungroundable
sent_0334,Ballast tanks are equipped to change a ship 's trim and modify its stability .,Ship,has,trim,predicate_not_grounded
sent_0334,Ballast tanks are equipped to change a ship 's trim and modify its stability .,Ship,has,stability,predicate_not_grounded
sent_0334,Ballast tanks are equipped to change a ship 's trim and modify its stability .,Ship,is modified,by,object_ungroundable
sent_0334,Ballast tanks are equipped to change a ship 's trim and modify its stability .,Ship,is modified,its stability,predicate_not_grounded
sent_0334,Ballast tanks are equipped to change a ship 's trim and modify its stability .,Ship,is modified,its trim,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",doctrine,demands,powerful tanks,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",doctrine,demands,tankettes,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",doctrine,demands,manoeuvre tanks,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",doctrine,demands,mechanized cavalry,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",doctrine,demands,strategic cavalry,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",doctrine,demands,airborne troops,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",shock Army,demands,manoeuvre tanks,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",shock Army,demands,mechanized cavalry,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",shock Army,demands,strategic cavalry,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",shock Army,demands,airborne troops,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",manoeuvre tanks,operates,in depth,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",mechanized cavalry,operates,in depth,predicate_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",mechanized cavalry,combined,with,object_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",strategic cavalry,combined,with,object_not_grounded
sent_0335,"While the infantry based part of the doctrine demanded `` powerful tanks '' and `` tankettes '' , the shock Army demanded `` manoeuvre tanks '' used in conjunction with motorized forces and `` mechanized cavalry '' that would operate in depth as `` strategic cavalry '' combined with nascent airborne troops .",airborne troops,combined,with,object_not_grounded
sent_0337,Lugo and Lozano were released in 1993 and continue to reside in Venezuela .,Lugo,resides,Venezuela,predicate_not_grounded
sent_0337,Lugo and Lozano were released in 1993 and continue to reside in Venezuela .,Lozano,resides,Venezuela,predicate_not_grounded
sent_0340,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,Alexander,said,that,object_not_grounded
sent_0340,Alexander supposedly said after this incident that he had never been so lucky in his entire career .,Alexander,said,this,object_not_grounded
sent_0341,"In 1984 , KOMO became the first television station to broadcast daily programming in full stereo sound .",1984,is,year,object_ungroundable
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February .","""Hazelwood""","""protected""","""carriers""",predicate_not_grounded
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February .","""Japanese home islands""","""were""","""targeted""",object_ungroundable
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February .","""Hazelwood""","""joined""","""another fast and mobile carrier task force""",predicate_not_grounded
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February .","""another fast and mobile carrier task force""","""tasked""","""Hazelwood""",predicate_not_grounded
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February .","""Hazelwood""","""sailed""","""11 February""",predicate_not_grounded
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February .","""Hazelwood""","""sailed""","""on 11 February""",predicate_not_grounded
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February .","""11 February""","""is""","""a date""",object_ungroundable
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February .","""16 and 17 February""","""is""","""a date range""",object_ungroundable
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February .","""Hazelwood""","""operated""","""on 16 and 17 February""",predicate_not_grounded
sent_0342,"Joining another fast and mobile carrier task force , `` Hazelwood '' sortied 11 February to protect carriers as they launched heavy air strikes against the Japanese home islands 16 and 17 February .","""Hazelwood""","""operated""","""during 16 and 17 February""",predicate_not_grounded
sent_0343,"The city 's population boomed , 5 boroughs were formed , the New York City Subway was opened and became a symbol of progress and innovation .",The New York City Subway,of,progress and innovation,predicate_not_grounded
sent_0345,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",They,believe,as,object_not_grounded
sent_0345,"They believe in God as a single entity , not as the Trinity accepted by the vast majority of Christians .",They,believe,by,object_not_grounded
sent_0346,"Baako 's grandmother Naana , a blind-seer , stands in living contact with the ancestors .",Naana,stands,with,object_not_grounded
sent_0346,"Baako 's grandmother Naana , a blind-seer , stands in living contact with the ancestors .",Baako,stands,with,object_not_grounded
sent_0347,"It was a notable influence on John Buchan and Ken Follett , who described it as `` an open-air adventure thriller about two young men who stumble upon a German armada preparing to invade England . ''",John Buchan,influenced by,it,predicate_not_grounded
sent_0347,"It was a notable influence on John Buchan and Ken Follett , who described it as `` an open-air adventure thriller about two young men who stumble upon a German armada preparing to invade England . ''",Ken Follett,influenced by,it,predicate_not_grounded
sent_0349,"Vaccinations against other viral diseases followed , including the successful rabies vaccination by Louis Pasteur in 1886 .",Louis Pasteur,performed,rabies vaccination,predicate_not_grounded
sent_0349,"Vaccinations against other viral diseases followed , including the successful rabies vaccination by Louis Pasteur in 1886 .",Louis Pasteur,conducted,vaccination,predicate_not_grounded
sent_0349,"Vaccinations against other viral diseases followed , including the successful rabies vaccination by Louis Pasteur in 1886 .",Rabies vaccination,took place,in 1886,predicate_not_grounded
sent_0351,"In 1840 , he was appointed to command his regiment , a post he held for nearly fourteen years .",a post,was held,by him,object_ungroundable
sent_0351,"In 1840 , he was appointed to command his regiment , a post he held for nearly fourteen years .",a regiment,was,commanded by him,object_ungroundable
sent_0352,"During the latter , Springsteen mentioned he did plan to work with the E Street Band again in the future , but was vague about details .",Springsteen,mention,he did plan,predicate_not_grounded
sent_0353,He left that post to become the second commander of the U.S. Army 's 1st Armored Division .,the U.S. Army's 1st Armored Division,has,commander,predicate_not_grounded
sent_0353,He left that post to become the second commander of the U.S. Army 's 1st Armored Division .,the second commander,of,the U.S. Army's 1st Armored Division,predicate_not_grounded
sent_0354,The town and surrounding villages were hit by two moderate earthquakes within ten years .,The town,and,surrounding villages,predicate_not_grounded
sent_0354,The town and surrounding villages were hit by two moderate earthquakes within ten years .,The town,and,"surrounding villages, were",predicate_not_grounded
sent_0356,"They held the first Triangle workshop in 1982 for thirty sculptors and painters from the US , the UK and Canada at Pine Plains , New York .",Pine Plains,is located,New York,predicate_not_grounded
sent_0356,"They held the first Triangle workshop in 1982 for thirty sculptors and painters from the US , the UK and Canada at Pine Plains , New York .",New York,is a state,US,predicate_not_grounded
sent_0356,"They held the first Triangle workshop in 1982 for thirty sculptors and painters from the US , the UK and Canada at Pine Plains , New York .",Thirty sculptors and painters,are a group,of people,object_ungroundable
sent_0356,"They held the first Triangle workshop in 1982 for thirty sculptors and painters from the US , the UK and Canada at Pine Plains , New York .",Sculptors and painters,are a group,of people,object_ungroundable
sent_0357,During the 1730s Britain 's relationship with Spain had slowly declined .,Britain,with,Spain,predicate_not_grounded
sent_0357,During the 1730s Britain 's relationship with Spain had slowly declined .,Spain,with,Britain,predicate_not_grounded
sent_0358,KFI helped to keep the calm during the dark days of World War II by airing President Franklin D. Roosevelt 's `` Fireside Chats . '',KFI,aired,Fireside Chats,predicate_not_grounded
sent_0358,KFI helped to keep the calm during the dark days of World War II by airing President Franklin D. Roosevelt 's `` Fireside Chats . '',KFI,kept,calm,predicate_not_grounded
sent_0358,KFI helped to keep the calm during the dark days of World War II by airing President Franklin D. Roosevelt 's `` Fireside Chats . '',World War II,had,dark days,predicate_not_grounded
sent_0358,KFI helped to keep the calm during the dark days of World War II by airing President Franklin D. Roosevelt 's `` Fireside Chats . '',World War II,occurred,during,predicate_not_grounded
sent_0358,KFI helped to keep the calm during the dark days of World War II by airing President Franklin D. Roosevelt 's `` Fireside Chats . '',President Franklin D. Roosevelt,gave,Fireside Chats,predicate_not_grounded
sent_0359,Human behavioral ecologists assume that what might be the most adaptive strategy in one environment might not be the most adaptive strategy in another environment .,Human behavioral ecologists,assume,that,object_not_grounded
sent_0361,"The film uses some computer-generated graphics : The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house .",The northern lights,appear,in,object_not_grounded
sent_0361,"The film uses some computer-generated graphics : The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house .",Inge,walks,to,object_not_grounded
sent_0361,"The film uses some computer-generated graphics : The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house .",Inge,takes,a bath,predicate_not_grounded
sent_0361,"The film uses some computer-generated graphics : The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house .",Inge,goes,to,object_not_grounded
sent_0361,"The film uses some computer-generated graphics : The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house .",Olaf,has,a house,predicate_not_grounded
sent_0361,"The film uses some computer-generated graphics : The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house .",Olaf,has,geese,predicate_not_grounded
sent_0361,"The film uses some computer-generated graphics : The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house .",Geese,fly,over,predicate_not_grounded
sent_0361,"The film uses some computer-generated graphics : The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house .",Geese,fly,to,object_not_grounded
sent_0362,"Adnan Latif was in a car accident in 1994 , during which he suffered significant head injuries , which left him with on-going neurological problems .",Adnan Latif,had,on-going neurological problems,predicate_not_grounded
sent_0362,"Adnan Latif was in a car accident in 1994 , during which he suffered significant head injuries , which left him with on-going neurological problems .",Car accident,occurred,1994,predicate_not_grounded
sent_0362,"Adnan Latif was in a car accident in 1994 , during which he suffered significant head injuries , which left him with on-going neurological problems .",Head injuries,caused,on-going neurological problems,predicate_not_grounded
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Maroboduus of being the only king among the Germans .",Maroboduus,of,hiding,predicate_not_grounded
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Maroboduus of being the only king among the Germans .",Maroboduus,of,being,predicate_not_grounded
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Maroboduus of being the only king among the Germans .",Maroboduus,of,"being, the",predicate_not_grounded
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Maroboduus of being the only king among the Germans .",Maroboduus,of,"being, the, only",predicate_not_grounded
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Maroboduus of being the only king among the Germans .",Maroboduus,of,"being, the, only, king",predicate_not_grounded
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Maroboduus of being the only king among the Germans .",Maroboduus,of,"being, the, only, king, among",predicate_not_grounded
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Maroboduus of being the only king among the Germans .",Maroboduus,of,"being, the, only, king, among, the",predicate_not_grounded
sent_0363,"He accused Maroboduus of hiding in the Hercynian Forest while the other Germans fought for freedom , and accused Maroboduus of being the only king among the Germans .",Maroboduus,of,"being, the, only, king, among, the, Germans",predicate_not_grounded
sent_0367,"The show was designed to appear as if the viewer was channel surfing through a multi-channel wasteland , happening upon spoof adverts , short sketches , and recurring show elements .",The show,appears,as,object_not_grounded
sent_0367,"The show was designed to appear as if the viewer was channel surfing through a multi-channel wasteland , happening upon spoof adverts , short sketches , and recurring show elements .",The show,contains,spoof adverts,predicate_not_grounded
sent_0367,"The show was designed to appear as if the viewer was channel surfing through a multi-channel wasteland , happening upon spoof adverts , short sketches , and recurring show elements .",The show,contains,short sketches,predicate_not_grounded
sent_0367,"The show was designed to appear as if the viewer was channel surfing through a multi-channel wasteland , happening upon spoof adverts , short sketches , and recurring show elements .",The show,contains,recurring show elements,predicate_not_grounded
sent_0368,Test & official start of the TVN24 HD started on 30 November 2012 .,official start,of,TVN24,predicate_not_grounded
sent_0368,Test & official start of the TVN24 HD started on 30 November 2012 .,official start,of,TVN24 HD,predicate_not_grounded
sent_0369,He served as the first Prime Minister of Australia and became a founding justice of the High Court of Australia .,Prime Minister of Australia,was held by,He,predicate_not_grounded
sent_0369,He served as the first Prime Minister of Australia and became a founding justice of the High Court of Australia .,High Court of Australia,has,founding justice,predicate_not_grounded
sent_0369,He served as the first Prime Minister of Australia and became a founding justice of the High Court of Australia .,High Court of Australia,has,justice,predicate_not_grounded
sent_0370,"The lead single that holds the same name , is a soft melodic song that differs from Tiger JK 's past releases .",The lead single,differs,from,object_not_grounded
sent_0370,"The lead single that holds the same name , is a soft melodic song that differs from Tiger JK 's past releases .",Tiger JK,has,past releases,predicate_not_grounded
sent_0371,"In 1962 , Salahuddin won from Patharghatti assembly seat as an Independent candidate and later from Charminar constituency in 1967 .",Salahuddin,won,from,object_not_grounded
sent_0371,"In 1962 , Salahuddin won from Patharghatti assembly seat as an Independent candidate and later from Charminar constituency in 1967 .",Salahuddin,won,as,object_not_grounded
sent_0371,"In 1962 , Salahuddin won from Patharghatti assembly seat as an Independent candidate and later from Charminar constituency in 1967 .",Salahuddin,won,an,object_not_grounded
sent_0371,"In 1962 , Salahuddin won from Patharghatti assembly seat as an Independent candidate and later from Charminar constituency in 1967 .",Salahuddin,won,in,object_not_grounded
sent_0371,"In 1962 , Salahuddin won from Patharghatti assembly seat as an Independent candidate and later from Charminar constituency in 1967 .",Salahuddin,later,from,object_not_grounded
sent_0371,"In 1962 , Salahuddin won from Patharghatti assembly seat as an Independent candidate and later from Charminar constituency in 1967 .",Salahuddin,later,in,object_not_grounded
sent_0372,"Graner handcuffed him to the bars of a cell window and left him there , feet dangling off the floor , for nearly five hours .",him,be,in,object_not_grounded
sent_0372,"Graner handcuffed him to the bars of a cell window and left him there , feet dangling off the floor , for nearly five hours .",Graner,take,him,predicate_not_grounded
sent_0372,"Graner handcuffed him to the bars of a cell window and left him there , feet dangling off the floor , for nearly five hours .",Graner,put,him,predicate_not_grounded
sent_0372,"Graner handcuffed him to the bars of a cell window and left him there , feet dangling off the floor , for nearly five hours .",him,be,to,object_not_grounded
sent_0373,Childers 's biographer Andrew Boyle noted : `` For the next ten years Childers 's book remained the most powerful contribution of any English writer to the debate on Britain 's alleged military unpreparedness '' .,Childers,has,book,predicate_not_grounded
