sentence_id,sentence,Subject,Predicate,Object
test_0064,Cis-regulatory elements are sequences that control the transcription of a nearby gene .,Cis-regulatory elements,are,sequences that control the transcription of a nearby gene
test_0064,Cis-regulatory elements are sequences that control the transcription of a nearby gene .,sequences,control,the transcription of a nearby gene
test_0065,Citizens for Responsibility and Ethics in Washington filed an Ethics Committee complaint against Bond over his role in the ouster of Graves .,Citizens for Responsibility and Ethics in Washington,filed,an Ethics Committee complaint
test_0065,Citizens for Responsibility and Ethics in Washington filed an Ethics Committee complaint against Bond over his role in the ouster of Graves .,an Ethics Committee complaint,was filed against,Bond
test_0065,Citizens for Responsibility and Ethics in Washington filed an Ethics Committee complaint against Bond over his role in the ouster of Graves .,an Ethics Committee complaint,was filed over,Bond's role in the ouster of Graves
test_0066,"Combined with appropriate match pellets these rifles produce a consistent 10 ring performance , so a non-maximal result during the initial phase can be attributed to the participant .",these rifles,produce,a consistent 10 ring performance
test_0066,"Combined with appropriate match pellets these rifles produce a consistent 10 ring performance , so a non-maximal result during the initial phase can be attributed to the participant .",these rifles,are Combined with,appropriate match pellets
test_0066,"Combined with appropriate match pellets these rifles produce a consistent 10 ring performance , so a non-maximal result during the initial phase can be attributed to the participant .",a non-maximal result,can be attributed to,the participant
test_0067,"Curley was the first classical organist to perform a solo organ recital at the White House , and also played before several European heads of state .",Curley,was the first classical organist to perform,a solo organ recital
test_0067,"Curley was the first classical organist to perform a solo organ recital at the White House , and also played before several European heads of state .",Curley,also played before,several European heads of state
test_0067,"Curley was the first classical organist to perform a solo organ recital at the White House , and also played before several European heads of state .",Curley,was,a classical organist
test_0067,"Curley was the first classical organist to perform a solo organ recital at the White House , and also played before several European heads of state .",Curley,performed an organ recital,solo
test_0067,"Curley was the first classical organist to perform a solo organ recital at the White House , and also played before several European heads of state .",several heads of state,were,European
test_0068,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",DC Comics,held,a memorial service
test_0068,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",Manhattan,has,a Lower East Side
test_0068,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",Manhattan 's Lower East Side,is,a neighborhood Eisner often visited in his work
test_0068,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",Eisner,often visited,in his work
test_0068,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",Eisner,worked at,the Angel Orensanz Foundation on Norfolk Street
test_0068,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",the Angel Orensanz Foundation,is on,Norfolk Street
test_0068,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",the service,was,a memorial
test_0069,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,was red-hot Despite,the below-freezing temperatures
test_0069,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,was out-dueling,Brett Favre
test_0069,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,was connecting on,29 of 42 attempts
test_0069,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,was connecting with,3 TDs
test_0069,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,was connecting with,no INTs
test_0069,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,was passing for,a then franchise-record 373 yards
test_0069,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",373 yards,was,franchise-record
test_0069,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",temperatures,were,below-freezing
test_0070,"Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .",Dodo,was intended to have,a `` common '' accent
test_0070,"Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .",Dodo,is portrayed this way at,the end of `` The Massacre ''
test_0070,"Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .",Dodo,has,a `` common '' accent in `` The Massacre ''
test_0071,"Dr. Pim played for Ireland against England in 1892 , 1893 , 1894 and 1896 .",Dr. Pim,played for,Ireland
test_0071,"Dr. Pim played for Ireland against England in 1892 , 1893 , 1894 and 1896 .",Dr. Pim,played against,England
test_0072,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",the two songs,can be viewed as,a debate on the opposing attitudes on love found throughout the play
test_0072,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",the two songs,have,opposing nature
test_0072,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",opposing attitudes on love,are found throughout,the play
test_0072,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",opposing attitudes on love,are found,throughout the play
test_0072,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",a debate,is on,the opposing attitudes on love
test_0073,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",it,was barely hearable,in the northern portions of Atlanta
test_0073,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",it,was barely hearable,in the northern reaches of Fulton County
test_0073,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",it,was barely hearable,in the northern reaches of DeKalb County
test_0073,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",it,was,a rimshot to
test_0073,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",the transmitter location,was being based,in Tyrone
test_0073,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",it,had,a smaller signal wattage
test_0074,"During the Second World War , the number of Turkish run cafes increased from 20 in 1939 to 200 in 1945 which created a demand for more Turkish Cypriot workers .",the number of Turkish run cafes,increased from,20
test_0074,"During the Second World War , the number of Turkish run cafes increased from 20 in 1939 to 200 in 1945 which created a demand for more Turkish Cypriot workers .",the number of Turkish run cafes,increased to,200
test_0074,"During the Second World War , the number of Turkish run cafes increased from 20 in 1939 to 200 in 1945 which created a demand for more Turkish Cypriot workers .",increased number of Turkish run cafes,created,a demand for more Turkish Cypriot workers
test_0075,During the morning and evening rush hours some services run direct to/from Paddington and Reading .,some services,run direct to/from,Paddington
test_0075,During the morning and evening rush hours some services run direct to/from Paddington and Reading .,some services,run direct to/from,Reading
test_0075,During the morning and evening rush hours some services run direct to/from Paddington and Reading .,rush hours,are,During the morning
test_0075,During the morning and evening rush hours some services run direct to/from Paddington and Reading .,rush hours,are,During the evening
test_0076,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",the ACT Rugby Union,was renamed,the ACT and Southern NSW Rugby Union
test_0076,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",the name of the team,was changed to,Brumbies Rugby
test_0077,Each of the Matoran brought their Toa stone and met each other at the Great Temple .,Each of the Matoran,brought,their Toa stone
test_0077,Each of the Matoran brought their Toa stone and met each other at the Great Temple .,Each of the Matoran,met,each other
test_0078,"Each time Cluemaster escapes or starts some new plan , Stephanie dons her costume again .",Each time Cluemaster,escapes,Stephanie dons her costume again
test_0078,"Each time Cluemaster escapes or starts some new plan , Stephanie dons her costume again .",Each time Cluemaster,starts some new plan,Stephanie dons her costume again
test_0079,Erotica and pornography involving sex between women have been predominantly produced by men for a male and female audience .,Erotica involving sex between women,has been predominantly produced by,men
test_0079,Erotica and pornography involving sex between women have been predominantly produced by men for a male and female audience .,pornography involving sex between women,has been predominantly produced by,men
test_0079,Erotica and pornography involving sex between women have been predominantly produced by men for a male and female audience .,Erotica involving sex between women,has been predominantly produced for,a male and female audience
test_0079,Erotica and pornography involving sex between women have been predominantly produced by men for a male and female audience .,pornography involving sex between women,has been predominantly produced for,a male and female audience
test_0080,Failure to perform the duty could lead to prosecution at law and re-enslavement .,Failure to perform the duty,could lead to,prosecution at law
test_0080,Failure to perform the duty could lead to prosecution at law and re-enslavement .,Failure to perform the duty,could lead to,re-enslavement
test_0081,"Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system .",Falun Gong 's teachings,are compiled from,Li 's lectures
test_0081,"Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system .",Li,holds definitional power in,that belief system
test_0081,"Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system .",Falun Gong,is,that belief system
test_0081,"Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system .",Falun Gong,has,teachings
test_0081,"Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system .",Li,has,lectures
test_0082,"Fans reacted to the news of the suspension by canceling their XM Radio subscriptions , with some fans even going as far as smashing their XM units .",Fans,reacted,to the news of the suspension
test_0082,"Fans reacted to the news of the suspension by canceling their XM Radio subscriptions , with some fans even going as far as smashing their XM units .",some fans,smashing,their XM units
test_0082,"Fans reacted to the news of the suspension by canceling their XM Radio subscriptions , with some fans even going as far as smashing their XM units .",Fans,cancellled,their XM Radio subscriptions
test_0083,"From 1909 to 1912 , the Miami Canal was dug , bypassing the rapids at the head of the North Fork .",the Miami Canal,was dug,bypassing the rapids
test_0083,"From 1909 to 1912 , the Miami Canal was dug , bypassing the rapids at the head of the North Fork .",the Miami Canal,"was dug , bypassing",the rapids
test_0084,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",the University,banned,smoking
test_0084,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",the University,banned smoking,on any of its property
test_0085,"Furthermore , knowledge and interest pertaining to the event , as well as the level of importance , contribute to the frequency of rehearsal .",knowledge and interest,pertaining to,the event
test_0085,"Furthermore , knowledge and interest pertaining to the event , as well as the level of importance , contribute to the frequency of rehearsal .",level of importance,pertaining to,the event
test_0085,"Furthermore , knowledge and interest pertaining to the event , as well as the level of importance , contribute to the frequency of rehearsal .",knowledge and interest pertaining to  the event,contribute to,the frequency of rehearsal
test_0085,"Furthermore , knowledge and interest pertaining to the event , as well as the level of importance , contribute to the frequency of rehearsal .",level of importance pertaining to the event,contribute to,the frequency of rehearsal
test_0086,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Gameplay,is very,basic
test_0086,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,the player,must shoot constantly,at a continual stream of enemies
test_0086,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,the player,must shoot constantly at a continual stream of enemies,in order to reach the end of each level
test_0087,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,is,a South African filmmaker
test_0087,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,is,a South African screenwriter
test_0087,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,is,a South African producer
test_0087,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,is,a South African actor
test_0087,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,is best known for writing,the Academy Award-winning Foreign Language Film `` Tsotsi ''
test_0087,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,is best known for directing,the Academy Award-winning Foreign Language Film `` Tsotsi ''
test_0087,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",`` Tsotsi '',is,a Foreign Language Film
test_0087,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",`` Tsotsi '',is,Academy Award-winning
test_0087,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,is of,South Africa
test_0088,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",George Bluth Sr.,is patriarch of,the Bluth family
test_0088,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",George Bluth Sr.,is the founder of,the Bluth Company
test_0088,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",George Bluth Sr.,is the former CEO of,the Bluth Company
test_0088,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",George Bluth Sr.,was CEO of,the Bluth Company
test_0088,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",the Bluth Company,markets,mini-mansions
test_0088,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",the Bluth Company,builds,mini-mansions
test_0088,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",the Bluth Company,has,many other activities
test_0089,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",Godzilla,battled,Battra
test_0089,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",Battra,battled,Godzilla
test_0089,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",Godzilla and Battra,caused to open,a rift
test_0089,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",Godzilla and Battra,battled,on the ocean floor
test_0090,"Good 1H NMR spectra can be acquired with 16 repeats , which takes only minutes .",Good 1H NMR spectra,can be acquired with,16 repeats
test_0090,"Good 1H NMR spectra can be acquired with 16 repeats , which takes only minutes .",16 repeats,takes,only minutes
test_0091,"HTB 's aim is for an Alpha course to be accessible to anyone who would like to attend the course , and in this way HTB seeks to spread the teachings of Christianity .",HTB,seeks to spread,the teachings of Christianity
test_0091,"HTB 's aim is for an Alpha course to be accessible to anyone who would like to attend the course , and in this way HTB seeks to spread the teachings of Christianity .",HTB 's aim,is for an Alpha course to be accessible to,anyone who would like to attend the course
test_0091,"HTB 's aim is for an Alpha course to be accessible to anyone who would like to attend the course , and in this way HTB seeks to spread the teachings of Christianity .",HTB,has,an aim
test_0092,"Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 .",Hapoel Lod,played in,the top division
test_0092,"Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 .",Hapoel Lod,won,the State Cup
test_0093,"Having been directed to found a monastery of his order in the United States in 1873 , Fr .",Fr,was directed to found in the United States,a monastery of his order
test_0093,"Having been directed to found a monastery of his order in the United States in 1873 , Fr .",a monastery,will be found,in the United States
test_0093,"Having been directed to found a monastery of his order in the United States in 1873 , Fr .",Fr,has,an order
test_0094,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,Hawker Pacific Aerospace,is,a MRO-Service company
test_0094,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,Hawker Pacific Aerospace,offers,landing gear for all major aircraft types
test_0094,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,Hawker Pacific Aerospace,offers,hydraulic MRO services for all major aircraft types
test_0095,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,He,also possesses,enhanced senses
test_0095,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,He,can track for great distances,people
test_0095,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,his feet,are sensitive enough to detect,electronic signals
test_0095,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,He,has,feet sensitive enough to detect electronic signals through solid walls
test_0095,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,He,has,feet sensitive enough to detect electronic signals through floors
test_0096,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",He,also took,124 wickets
test_0096,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",He,took 7 for 39 wickets against,Sargodha
test_0096,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",He,took 6 for 44 wickets against,Sargodha
test_0096,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",7 for 39 wickets against Sargodha in 1962-63,was,one of his best bowling figures
test_0096,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",6 for 44 wickets against Sargodha in 1962-63,was,one of his best bowling figures
test_0097,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",He,appeared in,that game
test_0097,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",He,appeared alongside,his Arsenal midfield colleague Brian Marwood
test_0097,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",his Arsenal midfield colleague Brian Marwood,had joined,them
test_0097,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",his Arsenal midfield colleague,is,Brian Marwood
test_0097,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",Brian Marwood,is in,Arsenal midfield
test_0097,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",He,is in,Arsenal midfield
test_0098,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",He,defines Wild Cards as,"` Low Probability , High Impact events that , were they to occur , would severely impact the human condition"
test_0098,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,are,Low Probability events
test_0098,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,are,High Impact events
test_0098,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,would severely impact,the human condition
test_0099,"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .",He,finds,himself
test_0099,"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .",a group of Neo Arcadians,surround,him
test_0099,"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .",a group of Neo Arcadians surrounding him,is ending,the game
test_0100,He had spent 11 years in jail despite having been acquitted twice .,He,had spent,in jail
test_0100,He had spent 11 years in jail despite having been acquitted twice .,He had spent 11 years in jail,despite,having been acquitted twice
test_0101,"He is idolized , receiving the name of `` God '' .",He,is,idolized
test_0101,"He is idolized , receiving the name of `` God '' .",He,is receiving,the name of `` God ''
test_0102,"He left his old company , V2 records , wanting to expand his career into something bigger .",He,left his,old company to expand his career into something bigger
test_0102,"He left his old company , V2 records , wanting to expand his career into something bigger .",He,wanted to,expand his career into something bigger
test_0103,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .",He,left only,a small contingent to guard
test_0103,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .",He,took his,entire army
test_0103,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .",Alexander,left only,a small contingent
test_0103,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .",Alexander,destroyed,the entire army that lay ahead
test_0104,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",He,lodged,with other medical students
test_0104,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",He,lodged,with Henry Stephens
test_0104,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",He,became a,famous inventor
test_0104,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",He,became a,ink magnate
test_0104,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",Henry Stephens,lodged with,other medical students
test_0104,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",Henry Stephens,became a,famous inventor
test_0105,He played Perker in the 1985 adaptation of `` The Pickwick Papers '' .,He,played,"Perker in the adaptation of ""The Pickwick Papers"""
test_0105,He played Perker in the 1985 adaptation of `` The Pickwick Papers '' .,Perker,was,in in adaptation of `` The Pickwick Papers ''
test_0106,"He represented the riding of Nickel Belt in the Sudbury , Ontario area .",He,represented,Nickel Belt
test_0106,"He represented the riding of Nickel Belt in the Sudbury , Ontario area .",He,was riding,with  Nickel Belt
test_0107,"He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .",He,talked to,McGee
test_0107,"He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .",He talked to McGee,about,using his name
test_0107,"He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .",He,received permission to use  his name,from McGee
test_0107,"He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .",McGee,had  correspondence between,his family
test_0108,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .",He,was a member of,the European Convention
test_0108,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .",the European Convention,drafted,the text of the European Constitution that never entered into force
test_0109,He was buried in the Abbey of the Psalms mausoleum at the Hollywood Forever Cemetery .,He,was,buried in the Abbey of the Psalms mausoleum
test_0110,"He was subsequently reprieved for a month , and then again for a week .",He,was subsequently,"reprieved for a month  , and then again for a week"
test_0111,"Her image held aloft signifies the Earth , which `` hangs in the air '' .",Her image held aloft,signifies,"the Earth , which `` hangs  in the air ''"
test_0111,"Her image held aloft signifies the Earth , which `` hangs in the air '' .",Her image,held,aloft
test_0111,"Her image held aloft signifies the Earth , which `` hangs in the air '' .",the Earth,hangs,in the air
test_0112,"Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing .",Hilf al-Fudul,was a alliance created by various Meccans including,the Islamic prophet Muhammad to establish fair commercial dealing
test_0112,"Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing .",Hilf al-Fudul,to establish fair commercial dealing,Islamic prophet Muhammad
test_0112,"Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing .",Hilf al-Fudul,created by various Meccans,the Islamic prophet Muhammad
test_0113,"Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .",Aiseau,was a village,dedicated to agriculture
test_0113,"Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .",Aiseau,logging to the industry,Historically
test_0114,"Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .",Hoechst,are quenched,33342 and 33258
test_0114,"Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .",Hoechst,used to detect dividing cells,Bromodeoxyuridine
test_0115,"Hofmann was a below-average high school student , but he had many hobbies including magic , electronics , chemistry , and stamp and coin collecting .",Hofmann,electronics chemistry stamp coin collecting,high school student
test_0116,"However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .",BAE Systems,recently stated it no longer produces,land mines
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .",comic relief sidekick `` Mike McGurk '',bears some resemblance to,"Tracy 's partner from the strip , Pat Patton"
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .",`` Mike McGurk '',is,the comic relief sidekick
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .",Tracy,has,partner from
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .",Pat Patton,is,Tracy 's partner from the strip
