sent_id,sentence,Subject,Predicate,Object,error_type
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Candice LeRae,had honor,teaming with chris hero,low_support
sent_0389,"One of the prisoners , Kasim Mehaddi Hilas , said that one day he asked Graner for the time so that he could pray .",Kasim Mehaddi Hilas,could said,he,low_support
sent_0389,"One of the prisoners , Kasim Mehaddi Hilas , said that one day he asked Graner for the time so that he could pray .",Graner,could was asked,kasim mehaddi hilas,low_support
sent_0391,Ed tries to explain what happened to a skeptical Pete .,Ed,explain,what happened,low_support
sent_0394,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",26,is,age,low_support
sent_0396,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later .",TV8,changed,Southern Cross Network,low_support
sent_0396,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later .",Southern Cross Network,changed,TV8,low_support
sent_0399,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",Printing,not is evaded,court order,low_support
sent_0399,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",Respublika,not is a title,printing,low_support
sent_0401,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .,List,may lists,turbomachinery,low_support
sent_0404,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",Samaritan tradition,not is based on,fact,low_support
sent_0404,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",Samaritan ethnonym,not is derived from,true Israelite religion,contradiction_or_false
sent_0406,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",Gonzalez,not accused,defrauding,contradiction_or_false
sent_0406,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",Gonzalez,not defrauding,West Bronx Neighborhood Association Inc.,contradiction_or_false
sent_0406,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",Gonzalez,not using,funds,contradiction_or_false
sent_0406,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",funds,not donated,West Bronx Neighborhood Association Inc.,contradiction_or_false
sent_0406,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",funds,not used,pay for,contradiction_or_false
sent_0406,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",Gonzalez,not pay for,"over $37, 000 in personal expenses",contradiction_or_false
sent_0414,An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .,animal,no cares for,young,contradiction_or_false
sent_0414,An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .,animal,no is said,subsocial,low_support
sent_0416,And ABS has formed a partnership with Habitat for Humanity to give a free Bible to each of its new homeowners in the United States .,Habitat for Humanity,formed,partnership,low_support
sent_0419,"Apartment buildings , shops , medical clinics , cinemas etc. were built in close proximity to the MAZ plant , providing plant workers with local necessities .",Apartment buildings,were built,MAZ plant,low_support
sent_0422,"As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland .",Daniel O'Connell,wishes,appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland,low_support
sent_0424,"As a result , it becomes clear that the microbe can not survive outside a narrow pH range .",narrow pH range,can not be,pH range,contradiction_or_false
sent_0426,"As early as the 15th century , the French kings sent commissioners to the provinces to inspect on royal and administrative affairs and to take necessary action .",royal and administrative affairs,be,take,low_support
sent_0430,"As part of several efforts to have the Gypsy Horse recognized as a breed outside the Romanichal community , a more descriptive name was sought for it , starting in the 1990s .",efforts,have,Gypsy Horse recognized,low_support
sent_0430,"As part of several efforts to have the Gypsy Horse recognized as a breed outside the Romanichal community , a more descriptive name was sought for it , starting in the 1990s .",Romanichal community,is,outside,low_support
sent_0431,"Assisting in the recording process were Fernando Cabello and two friends of the group , Eva Dalda and Lydia Iovanne .",Fernando Cabello,recording,process,low_support
sent_0431,"Assisting in the recording process were Fernando Cabello and two friends of the group , Eva Dalda and Lydia Iovanne .",Eva Dalda,recording,process,low_support
sent_0431,"Assisting in the recording process were Fernando Cabello and two friends of the group , Eva Dalda and Lydia Iovanne .",Lydia Iovanne,recording,process,low_support
sent_0433,"At least 11 villagers disappeared and 8 people were killed in the ensuing tsunami , two of which are prisoners at one of the Permisan prisons .",Villagers,killed,8,contradiction_or_false
sent_0434,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .",services,no are provided,in compliance with,low_support
sent_0434,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .",services,no are provided,state and federal law,low_support
sent_0434,"At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .",services,no are reasonably calculated,student progress,low_support
sent_0436,"Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .",Barbara,unable fought,mugger,low_support
sent_0436,"Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .",Barbara,unable miscarried,child,low_support
sent_0436,"Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .",Barbara,unable have,child,low_support
sent_0437,"Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .",Yesler Way,not marks,boundary,contradiction_or_false
sent_0437,"Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .",Yesler Way,not separates,two different plats,contradiction_or_false
sent_0437,"Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .",The northern border,not zigzags,numerous streets,contradiction_or_false
sent_0440,Bruce 's Justice Lord counterpart was happily married to Wonder Woman as well until her Justice Lord counterpart killed him .,Bruce,was,Justice Lord counterpart,low_support
sent_0440,Bruce 's Justice Lord counterpart was happily married to Wonder Woman as well until her Justice Lord counterpart killed him .,Bruce,was married to,Wonder Woman,low_support
sent_0440,Bruce 's Justice Lord counterpart was happily married to Wonder Woman as well until her Justice Lord counterpart killed him .,Wonder Woman,was,Justice Lord counterpart,low_support
sent_0440,Bruce 's Justice Lord counterpart was happily married to Wonder Woman as well until her Justice Lord counterpart killed him .,Justice Lord counterpart,killed,Bruce,low_support
sent_0442,"But this practice simply reduces government interest costs rather than truly canceling government debt , and can result in hyperinflation if used unsparingly .",practice,can truly cancels,government debt,contradiction_or_false
sent_0443,"By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .",she,not raising,her own children,coreference_required
sent_0443,"By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .",she,not raising,her nephews,coreference_required
sent_0443,"By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .",her nephews,not be,orphaned,contradiction_or_false
sent_0443,"By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .",the plague,not causes,her nephews who had been orphaned,contradiction_or_false
sent_0446,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",Carl,not uses,old magic,contradiction_or_false
sent_0446,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",Carl,not tame,Deep Crow,contradiction_or_false
sent_0446,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",Carl,not claim,it is not his first time to the rodeo,contradiction_or_false
sent_0446,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",Carl,not claim,not his first time to the rodeo,contradiction_or_false
sent_0446,"Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''",Carl,not claim,first time to the rodeo,low_support
sent_0453,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",Manhattan,held,memorial service,low_support
sent_0453,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",Angel Orensanz Foundation,is,a memorial service,low_support
sent_0453,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",Norfolk Street,is,street,low_support
sent_0453,"DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .",Norfolk Street,is,a memorial service,low_support
sent_0454,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,no was,red-hot,contradiction_or_false
sent_0454,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,no out dueling,Brett Favre,contradiction_or_false
sent_0454,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,no connecting,no INTs,low_support
sent_0454,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,no passing,a then franchise-record,contradiction_or_false
sent_0459,"During the Second World War , the number of Turkish run cafes increased from 20 in 1939 to 200 in 1945 which created a demand for more Turkish Cypriot workers .",Second World War,occurred during,1939,low_support
sent_0460,During the morning and evening rush hours some services run direct to/from Paddington and Reading .,services,run,Paddington,low_support
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,was changed to,Brumbies Rugby,low_support
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,renamed to,Brumbies Rugby,low_support
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,renamed,Brumbies Rugby,low_support
sent_0463,"Each time Cluemaster escapes or starts some new plan , Stephanie dons her costume again .",Cluemaster,starts,plan,low_support
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",First semester of 2010,start,2010,low_support
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",Smoking areas,be,designated,low_support
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",Smoking areas,be,once designated,low_support
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",Smoking areas,be,areas,low_support
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Gameplay,reach,end,low_support
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Gameplay,reach,level,low_support
sent_0472,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,writing,Tsotsi,low_support
sent_0474,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",Godzilla,caused,tectonic plates,low_support
sent_0474,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",Battra,caused,tectonic plates,low_support
sent_0477,"Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 .",Hapoel Lod,played,1960s,low_support
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",He,appeared,Brian Marwood,coreference_required
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",Brian Marwood,joined,Sheffield Wednesday,low_support
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",Sheffield Wednesday,was,joined,low_support
sent_0488,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .",He,guard,defile,coreference_required
sent_0490,He played Perker in the 1985 adaptation of `` The Pickwick Papers '' .,He,played,The Pickwick Papers,coreference_required
sent_0493,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .",He,never was a member of,European Convention,coreference_required
sent_0493,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .",European Convention,never drafted,text of the European Constitution,contradiction_or_false
sent_0493,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .",European Constitution,never was,drafted,contradiction_or_false
sent_0501,"However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .",human rights groups,no pressure,BAE Systems,contradiction_or_false
sent_0505,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",seed strains,not have,antigenicities,contradiction_or_false
sent_0505,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",antigenicities,not of,wild viruses,low_support
sent_0505,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",vaccines,not fail,protect,contradiction_or_false
sent_0505,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",vaccinees,not are,vaccinees,low_support
sent_0505,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",vaccines,not fail,vaccinees,contradiction_or_false
sent_0507,"If the second excitation pulse is sent prematurely before the relaxation is complete , the average magnetization vector still points in a nonparallel direction , giving suboptimal absorption and emission of the pulse .",second excitation pulse,is sent,prematurely,low_support
sent_0520,"In 2004 the Brumbies finished at the top of the Super 12 table , six points clear of the next best team .",Brumbies,finished,table,low_support
sent_0529,"In Jewish Hebrew , the Samaritans are called `` Shomronim '' , while in Samaritan Hebrew they call themselves `` Shamerim '' .",Samaritans,are,Shamerim,low_support
sent_0538,"In addition , as John Cecil Masterman , chairman of the Twenty Committee , commented , `` If , for example , St Paul 's Cathedral were hit , it was useless and harmful to report that the bomb had descended upon a cinema in Islington , since the truth would inevitably get through to Germany ... ''",St Paul's Cathedral,commented about,bomb,low_support
sent_0538,"In addition , as John Cecil Masterman , chairman of the Twenty Committee , commented , `` If , for example , St Paul 's Cathedral were hit , it was useless and harmful to report that the bomb had descended upon a cinema in Islington , since the truth would inevitably get through to Germany ... ''",St Paul's Cathedral,hit,bomb,low_support
sent_0538,"In addition , as John Cecil Masterman , chairman of the Twenty Committee , commented , `` If , for example , St Paul 's Cathedral were hit , it was useless and harmful to report that the bomb had descended upon a cinema in Islington , since the truth would inevitably get through to Germany ... ''",bomb,descended upon,Islington,low_support
sent_0539,"In athletics , Boston College left the Big East Conference and joined the Atlantic Coast Conference on July 1 , 2005 .",Atlantic Coast Conference,was,boston college,low_support
sent_0539,"In athletics , Boston College left the Big East Conference and joined the Atlantic Coast Conference on July 1 , 2005 .",Boston College,was,big east conference,low_support
sent_0551,"In the early 19th century the Welsh Methodists broke away from the Anglican church and established their own denomination , now the Presbyterian Church of Wales .",Anglican church,broke away from,Welsh Methodists,contradiction_or_false
sent_0557,Initially his chances of surviving were thought to be no better than 50-50 .,his chances,no surviving,50-50,low_support
sent_0557,Initially his chances of surviving were thought to be no better than 50-50 .,his chances,no having,50 50,low_support
sent_0557,Initially his chances of surviving were thought to be no better than 50-50 .,his,no having,50 50,coreference_required
sent_0559,"It is essentially the same as the dialect spoken in Xiamen , and is unintelligible with Standard Chinese .",It,spoken,in Xiamen,coreference_required
sent_0560,"It is not really passable , and must be done on foot if attempted .",it,not must be done,on foot,coreference_required
sent_0565,"It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE .",mature entrants to the teaching profession,could not aimed at,teacher training,contradiction_or_false
sent_0566,"Its cultivation even declined in favour of the Asian species , which was introduced to East Africa early in the common era and spread westward .",Its cultivation,was introduced,Asian species,contradiction_or_false
sent_0567,JAL introduced jet service on the Fukuoka-Tokyo route in 1961 .,Fukuoka-Tokyo,is,route,low_support
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",John Stewart,not brought,New Warworld,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",John Stewart,not brought,Yellow Central Power Battery,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",Guy Gardner,not brought,New Warworld,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",Guy Gardner,not brought,Yellow Central Power Battery,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",New Warworld,not was,brought down,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",Yellow Central Power Battery,not was,brought down,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",New Warworld,not was,detonated,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",Yellow Central Power Battery,not was,detonated,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",New Warworld,not was,next to the anti monitor,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",Yellow Central Power Battery,not was,next to the anti monitor,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",Anti-Monitor,not was,new warworld,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",Anti-Monitor,not was,yellow central power battery which were detonated next,low_support
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",New Warworld,not was,contained by a shield,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",Yellow Central Power Battery,not was,contained by a shield,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",shield,not was,created by hundreds of green lanterns,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",shield,not was,created by hundreds of green lanterns,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",Green Lanterns,not created,shield,contradiction_or_false
sent_0569,"John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .",hundreds of Green Lanterns,not created,shield,contradiction_or_false
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",Lemmy,could not believes,if Will Reid Dick had not been there,contradiction_or_false
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",Lemmy,could not believes,they could have worked through the problems,contradiction_or_false
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",Lemmy,could not believes,they could have worked through,contradiction_or_false
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",Lemmy,could not believes,they,contradiction_or_false
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",Lemmy,could not believes,problems,low_support
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",Lemmy,could not believes,through,low_support
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",Lemmy,could not believes,have,contradiction_or_false
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",Lemmy,could not believes,could,contradiction_or_false
sent_0577,"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",Lemmy,could not believes,have worked,contradiction_or_false
sent_0579,"Li Hongzhi began his public teachings of Falun Gong on 13 May 1992 in Changchun , and subsequently gave lectures and taught Falun Gong exercises across China .",13 May 1992,may began,public teachings of Falun Gong,low_support
sent_0579,"Li Hongzhi began his public teachings of Falun Gong on 13 May 1992 in Changchun , and subsequently gave lectures and taught Falun Gong exercises across China .",Li Hongzhi,may started,public teachings of Falun Gong on 13 May 1992,low_support
sent_0579,"Li Hongzhi began his public teachings of Falun Gong on 13 May 1992 in Changchun , and subsequently gave lectures and taught Falun Gong exercises across China .",public teachings of Falun Gong,may began,13 May 1992,low_support
sent_0581,Luke Robert Ravenstahl is an American politician who served as the 59th Mayor of Pittsburgh from 2006 until 2014 .,Pittsburgh,was,luke robert ravenstahl,low_support
sent_0582,"Males had a median income of $ 28,750 versus $ 16,250 for females .",Females,had,median income,contradiction_or_false
sent_0583,"Males had a median income of $ 36,016 versus $ 32,679 for females .",Males,had,"$36, 016",low_support
sent_0583,"Males had a median income of $ 36,016 versus $ 32,679 for females .",Females,had,"$32, 679",low_support
sent_0583,"Males had a median income of $ 36,016 versus $ 32,679 for females .",Females,had,median income,contradiction_or_false
sent_0584,"Many are surgically removed for aesthetics and relief of psychosocial burden , but larger ones are also excised for prevention of cancer , although the benefit is impossible to assess for any individual patient .",Larger ones,are excised,cancer,low_support
sent_0589,Modernity has been blended without sacrificing on the traditional Buddhist ethos .,Buddhist ethos,without is,ethos,contradiction_or_false
sent_0592,Much of the station remains in the disused subway but there is no public access .,station,no remains,disused subway,low_support
sent_0592,Much of the station remains in the disused subway but there is no public access .,station,no has,no public access,low_support
sent_0592,Much of the station remains in the disused subway but there is no public access .,subway,no is,disused,low_support
sent_0593,"Newhan split the season between Triple-A Round Rock , where he hit .308 .",Round Rock,be,Triple-A,low_support
sent_0594,No announcement from UTV was made about the decision to close the station earlier than planned .,UTV,no close,station,contradiction_or_false
sent_0594,No announcement from UTV was made about the decision to close the station earlier than planned .,station,no be,planned,contradiction_or_false
sent_0594,No announcement from UTV was made about the decision to close the station earlier than planned .,decision,no close,station,contradiction_or_false
sent_0594,No announcement from UTV was made about the decision to close the station earlier than planned .,decision,no be,planned,contradiction_or_false
sent_0596,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,Vakama,not has,vision,contradiction_or_false
sent_0596,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,Matau,not considers,delusions,contradiction_or_false
sent_0596,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,Matau,not considers,fire-spitter,low_support
sent_0596,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,Vakama,not is,fire-spitter,low_support
sent_0597,"Nothing is known for certain about his life before about 1580 , but contemporary or near-contemporary accounts suggest that he was brought up as a member of the Church of Scotland , spent some time in Argyll before leaving for the Continent , and was converted to Catholicism in Spain .",The Church of Scotland,suggest is,church,low_support
sent_0598,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",The epilogue,not referred to,The Castaway,contradiction_or_false
sent_0598,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",The narrative,not referred to,sequel,contradiction_or_false
sent_0598,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",The narrative,not will,be seen,contradiction_or_false
sent_0598,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",abandonment,not befell,myself,contradiction_or_false
sent_0600,"On 16 June 1944 , British double agent `` Garbo '' was requested by his German controllers to give information on the sites and times of V-1 impacts , with similar requests made to the other German agents in Britain , `` Brutus '' and `` Tate '' .",Brutus,was requested,to give,low_support
