sent_id,sentence,Subject,Predicate,Object
sent_0454,"Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .",Beuerlein,no connecting,29 of 42 attempts
sent_0455,"Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .",Dodo,was intended to have,common accent
sent_0455,"Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .",Dodo,is portrayed,common accent
sent_0455,"Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .",Dodo,is portrayed,this way
sent_0455,"Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .",The Massacre,is portrayed,this way
sent_0456,"Dr. Pim played for Ireland against England in 1892 , 1893 , 1894 and 1896 .",Dr. Pim,played,Ireland
sent_0456,"Dr. Pim played for Ireland against England in 1892 , 1893 , 1894 and 1896 .",Dr. Pim,played,England
sent_0456,"Dr. Pim played for Ireland against England in 1892 , 1893 , 1894 and 1896 .",Dr. Pim,played,1892
sent_0456,"Dr. Pim played for Ireland against England in 1892 , 1893 , 1894 and 1896 .",Dr. Pim,played,1893
sent_0456,"Dr. Pim played for Ireland against England in 1892 , 1893 , 1894 and 1896 .",Dr. Pim,played,1894
sent_0456,"Dr. Pim played for Ireland against England in 1892 , 1893 , 1894 and 1896 .",Dr. Pim,played,1896
sent_0457,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",Two songs,can be viewed as,a debate
sent_0457,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",Two songs,can have,opposing nature
sent_0457,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",Two songs,can are,opposing
sent_0457,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",The two songs,can be viewed,as a debate
sent_0457,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",The play,can has,opposing attitudes on love
sent_0457,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",The play,can has,attitudes on love
sent_0457,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",The two songs,can are,the opposing attitudes on love
sent_0457,"Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .",The two songs,can are,on love
sent_0458,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",Transmitter location,is based in,Tyrone
sent_0458,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",Transmitter,has signal wattage,smaller
sent_0458,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",Signal,is barely hearable,northern portions of Atlanta
sent_0458,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",Signal,is barely hearable,northern reaches of fulton or
sent_0458,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",Signal,is barely hearable,northern reaches of fulton or dekalb counties
sent_0458,"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",Transmitter,is a rimshot,southwest of the city
sent_0459,"During the Second World War , the number of Turkish run cafes increased from 20 in 1939 to 200 in 1945 which created a demand for more Turkish Cypriot workers .",Second World War,occurred during,1945
sent_0459,"During the Second World War , the number of Turkish run cafes increased from 20 in 1939 to 200 in 1945 which created a demand for more Turkish Cypriot workers .",Turkish run cafes,increased,20
sent_0459,"During the Second World War , the number of Turkish run cafes increased from 20 in 1939 to 200 in 1945 which created a demand for more Turkish Cypriot workers .",Turkish run cafes,increased,200
sent_0459,"During the Second World War , the number of Turkish run cafes increased from 20 in 1939 to 200 in 1945 which created a demand for more Turkish Cypriot workers .",Turkish Cypriot workers,created demand for,Turkish run cafes
sent_0460,During the morning and evening rush hours some services run direct to/from Paddington and Reading .,services,run,Reading
sent_0460,During the morning and evening rush hours some services run direct to/from Paddington and Reading .,services,run,direct to from paddington
sent_0460,During the morning and evening rush hours some services run direct to/from Paddington and Reading .,services,run,and reading
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,was renamed,ACT and Southern NSW Rugby Union
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,had a name change,ACT and Southern NSW Rugby Union
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,changed its name,ACT and Southern NSW Rugby Union
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,renamed,ACT and Southern NSW Rugby Union
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,renamed to,ACT and Southern NSW Rugby Union
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,was changed to,ACT and Southern NSW Rugby Union
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,changed to,ACT and Southern NSW Rugby Union
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,was known as,ACT and Southern NSW Rugby Union
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,had a new name,ACT and Southern NSW Rugby Union
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,had a new name,Brumbies Rugby
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,changed its name to,Brumbies Rugby
sent_0461,"During the off-season the ACT Rugby Union was renamed the ACT and Southern NSW Rugby Union , and the name of the team was changed to Brumbies Rugby .",ACT Rugby Union,changed to,Brumbies Rugby
sent_0462,Each of the Matoran brought their Toa stone and met each other at the Great Temple .,Matoran,brought,Toa stone
sent_0462,Each of the Matoran brought their Toa stone and met each other at the Great Temple .,Matoran,met,each other
sent_0462,Each of the Matoran brought their Toa stone and met each other at the Great Temple .,Matoran,met,Great Temple
sent_0462,Each of the Matoran brought their Toa stone and met each other at the Great Temple .,Each,brought,Toa stone
sent_0462,Each of the Matoran brought their Toa stone and met each other at the Great Temple .,Each,met,Great Temple
sent_0463,"Each time Cluemaster escapes or starts some new plan , Stephanie dons her costume again .",Stephanie,dons,costume
sent_0463,"Each time Cluemaster escapes or starts some new plan , Stephanie dons her costume again .",Stephanie,dons,her
sent_0463,"Each time Cluemaster escapes or starts some new plan , Stephanie dons her costume again .",Stephanie,dons,costume again
sent_0464,Erotica and pornography involving sex between women have been predominantly produced by men for a male and female audience .,Erotica and pornography,is produced by,men
sent_0464,Erotica and pornography involving sex between women have been predominantly produced by men for a male and female audience .,Erotica and pornography,is produced for,a male and female audience
sent_0465,Failure to perform the duty could lead to prosecution at law and re-enslavement .,Failure to perform the duty,could leads to,prosecution at law
sent_0465,Failure to perform the duty could lead to prosecution at law and re-enslavement .,Failure to perform the duty,could lead to,re-enslavement
sent_0466,"Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system .",Falun Gong,is compiled from,Li's lectures
sent_0466,"Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system .",Li,holds,definitional power
sent_0467,"Fans reacted to the news of the suspension by canceling their XM Radio subscriptions , with some fans even going as far as smashing their XM units .",Fans,reacted,news
sent_0468,"From 1909 to 1912 , the Miami Canal was dug , bypassing the rapids at the head of the North Fork .",Miami Canal,bypassing,rapids
sent_0468,"From 1909 to 1912 , the Miami Canal was dug , bypassing the rapids at the head of the North Fork .",Miami Canal,is,dug
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,smoking
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,smoking on any of its property
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,of its property including inside and outside buildings
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,in areas that were once designated as smoking areas
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,smoking areas
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,areas that were once designated as smoking areas
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,areas
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,inside and outside buildings
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,inside and outside buildings
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,outside buildings
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",University,banned,first semester of 2010
sent_0469,"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",Smoking,be,banned
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Gameplay,must,shoot
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Gameplay,shoot,continual
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Player,must,shoot
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Player,shoot,continual
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Player,reach,end
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Player,reach,level
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Enemies,be,continual stream
sent_0471,Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .,Enemies,be,stream
sent_0472,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,best known for,writing and directing
sent_0472,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,best known for,Tsotsi
sent_0472,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Gavin Hood,directing,Tsotsi
sent_0472,"Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .",Tsotsi,academy award winning,Foreign Language Film
sent_0473,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",George Bluth Sr.,patriarch of,Bluth family
sent_0473,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",George Bluth Sr.,founder,Bluth Company
sent_0473,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",George Bluth Sr.,former ceo,Bluth Company
sent_0473,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",Bluth Company,markets,mini-mansions
sent_0473,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",Bluth Company,builds,mini-mansions
sent_0473,"George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .",Bluth Company,markets,many other activities
sent_0474,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",Godzilla,battled,Battra
sent_0474,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",Godzilla,caused,rift
sent_0474,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",Battra,battled,Godzilla
sent_0474,"Godzilla and Battra battled on the ocean floor , until they caused a rift to open between tectonic plates .",Battra,caused,rift
sent_0475,"Good 1H NMR spectra can be acquired with 16 repeats , which takes only minutes .",1H NMR spectra,can be acquired,16 repeats
sent_0475,"Good 1H NMR spectra can be acquired with 16 repeats , which takes only minutes .",1H NMR spectra,can takes,minutes
sent_0475,"Good 1H NMR spectra can be acquired with 16 repeats , which takes only minutes .",16 repeats,can takes,minutes
sent_0476,"HTB 's aim is for an Alpha course to be accessible to anyone who would like to attend the course , and in this way HTB seeks to spread the teachings of Christianity .",HTB,aim,Alpha course
sent_0476,"HTB 's aim is for an Alpha course to be accessible to anyone who would like to attend the course , and in this way HTB seeks to spread the teachings of Christianity .",Alpha course,be,accessible
sent_0476,"HTB 's aim is for an Alpha course to be accessible to anyone who would like to attend the course , and in this way HTB seeks to spread the teachings of Christianity .",Alpha course,be,accessible to anyone
sent_0476,"HTB 's aim is for an Alpha course to be accessible to anyone who would like to attend the course , and in this way HTB seeks to spread the teachings of Christianity .",teachings of Christianity,be,spread
sent_0477,"Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 .",Hapoel Lod,played,top division
sent_0477,"Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 .",Hapoel Lod,played,1980s
sent_0477,"Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 .",Hapoel Lod,won,State Cup
sent_0477,"Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 .",Hapoel Lod,won,1984
sent_0478,"Having been directed to found a monastery of his order in the United States in 1873 , Fr .",Fr.,found,a monastery
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,Hawker Pacific Aerospace,is,MRO-Service company
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,Hawker Pacific Aerospace,offers,landing gear and hydraulic MRO services
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,Hawker Pacific Aerospace,offers,MRO services
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,Hawker Pacific Aerospace,offers,landing gear and hydraulic mro services
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,Hawker Pacific Aerospace,offers,hydraulic MRO services
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,Hawker Pacific Aerospace,offers,MRO services for
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,MRO services,are,hawker pacific aerospace
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,landing gear,is,hawker pacific aerospace is a mro service
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,landing gear,is,mro service
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,hydraulic MRO services,is,hawker pacific aerospace is a mro service
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,hydraulic MRO services,is,mro service
sent_0479,Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .,all major aircraft types,is,hawker pacific aerospace is a mro service company which
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,He,can possesses,enhanced senses
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,He,can track,people
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,He,can track,great distances
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,He,can track,open terrain
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,He,can has,feet
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,His feet,can are sensitive,electronic signals
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,His feet,can detect,electronic signals
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,His feet,can detect,solid walls
sent_0480,He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .,His feet,can detect,floors
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",He,took,124 wickets
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",He,took,wickets
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",He,took,7 for 39
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",He,took,6 for 44
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",He,took,against Sargodha
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",He,took,in 1962-63
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",He,took,his best bowling figures
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",7 for 39,is,bowling figures
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",6 for 44,is,bowling figures
sent_0481,"He also took 124 wickets , with 7 for 39 and 6 for 44 against Sargodha in 1962-63 his best bowling figures .",best bowling figures,is,his
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",He,appeared,game
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",He,appeared,alongside
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",Brian Marwood,joined,Arsenal
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",Brian Marwood,had,eight months
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",Brian Marwood,had,earlier
sent_0482,"He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .",Arsenal,was,joined
sent_0483,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,defines,Low Probability
sent_0483,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,defines,High Impact
sent_0483,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,defines,events
sent_0483,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,would,impact
sent_0483,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,would,occur
sent_0483,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,were,to occur
sent_0483,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,would,severely impact
sent_0483,"He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .",Wild Cards,would,impact the human condition
sent_0484,"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .",He,finds,himself
sent_0484,"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .",He,is,a desert
sent_0484,"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .",He,is,surround
sent_0484,"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .",He,is,of neo arcadians
sent_0484,"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .",Neo Arcadians,surround,him
sent_0485,He had spent 11 years in jail despite having been acquitted twice .,He,spent,11 years
sent_0485,He had spent 11 years in jail despite having been acquitted twice .,He,had,years
sent_0485,He had spent 11 years in jail despite having been acquitted twice .,He,been,acquitted
sent_0485,He had spent 11 years in jail despite having been acquitted twice .,He,having,been
sent_0485,He had spent 11 years in jail despite having been acquitted twice .,He,acquitted,twice
sent_0486,"He is idolized , receiving the name of `` God '' .",He,idolized,God
sent_0487,"He left his old company , V2 records , wanting to expand his career into something bigger .",He,left,V2 records
sent_0487,"He left his old company , V2 records , wanting to expand his career into something bigger .",V2 records,was,his old company
sent_0488,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .",He,left,small contingent
sent_0488,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .",He,took,entire army
sent_0488,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .",He,took,army
sent_0488,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .",He,destroy,plain
sent_0488,"He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .",Alexander,army,plain
sent_0489,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",He,lodged,near the hospital
sent_0489,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",He,lodged,at 28 St Thomas's Street
sent_0489,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",He,lodged,in Southwark
sent_0489,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",He,lodged,with other medical students
sent_0489,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",He,lodged,henry stephens
sent_0489,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",Henry Stephens,became,a famous inventor
sent_0489,"He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .",Henry Stephens,became,ink magnate
sent_0490,He played Perker in the 1985 adaptation of `` The Pickwick Papers '' .,He,played,Perker
sent_0491,"He represented the riding of Nickel Belt in the Sudbury , Ontario area .",He,represented,riding
sent_0491,"He represented the riding of Nickel Belt in the Sudbury , Ontario area .",He,represented,Nickel Belt
sent_0491,"He represented the riding of Nickel Belt in the Sudbury , Ontario area .",He,represented,Sudbury
sent_0491,"He represented the riding of Nickel Belt in the Sudbury , Ontario area .",He,represented,Ontario
sent_0492,"He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .",He,talked to,McGee
sent_0492,"He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .",He,received,permission
sent_0492,"He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .",McGee,confirmed,correspondence
sent_0492,"He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .",McGee,confirmed,permission
sent_0493,"He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .",European Constitution,never,entered into force
sent_0494,He was buried in the Abbey of the Psalms mausoleum at the Hollywood Forever Cemetery .,He,was buried,the Abbey of the Psalms mausoleum
sent_0494,He was buried in the Abbey of the Psalms mausoleum at the Hollywood Forever Cemetery .,He,was buried,the Hollywood Forever Cemetery
sent_0495,"He was subsequently reprieved for a month , and then again for a week .",He,was reprieved,for a month
sent_0495,"He was subsequently reprieved for a month , and then again for a week .",He,was reprieved,for a week
sent_0496,"Her image held aloft signifies the Earth , which `` hangs in the air '' .",Her image,signifies,the Earth
sent_0496,"Her image held aloft signifies the Earth , which `` hangs in the air '' .",the Earth,hangs,the air
sent_0497,"Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing .",Hilf al-Fudul,was created by,various Meccans
sent_0497,"Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing .",Hilf al-Fudul,was created by,the Islamic prophet Muhammad
sent_0497,"Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing .",Hilf al-Fudul,was established to,establish fair commercial dealing
sent_0497,"Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing .",Hilf al-Fudul,was,a 7th-century alliance
sent_0498,"Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .",Aiseau,was,a village
sent_0498,"Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .",Aiseau,dedicated,agriculture
sent_0498,"Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .",Aiseau,dedicated,logging
sent_0498,"Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .",Aiseau,dedicated,industry
sent_0499,"Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .",Hoechst 33342,is quenched by,Bromodeoxyuridine
sent_0499,"Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .",hoechst 33342 and 33258,is quenched by,Bromodeoxyuridine
sent_0499,"Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .",Bromodeoxyuridine,is used to,detect dividing cells
